experiment_name,n_protein,cytokine_protein,best_cluster,best_pdb_path,Nstruc,Evdw+0.1Eelec,Evdw+0.1Eelec_sd,Evdw,Evdw_sd,Eelec,Eelec_sd,Eair,Eair_sd,Edesolv,Edesolv_sd,AIRviol,AIRviol_sd,dihedviol,dihedviol_sd,BSA,BSA_sd,haddock-score,haddock-score_sd,prodigy_deltaG_kcalpermol,prodigy_dissociation_constant_M,intraclashes_group1,intraclashes_group2,foldx_deltaG_kcalpermol,stability_group1,stability_group2
SARS-CoV-2-B.1.1.7-N__CCL22,SARS-CoV-2-B.1.1.7-N,CCL22,1,./results/SARS-CoV-2-B.1.1.7-N__CCL22/run1/structures/it1/water/SARS-CoV-2-B.1.1.7-N__CCL22_73w.pdb,19,-123.62,14.23,-88.5,14.03,-351.22,37.27,2895.96,177.42,4.016,5.298,46.05,0,0,0,2966.834,242.721,134.872,29.291,-14.1,4.3E-11,24.5448,3.74795,-8.39517,245.296,20.4084
SARS-CoV-2-WA1-N__CCL1,SARS-CoV-2-WA1-N,CCL1,8,./results/SARS-CoV-2-WA1-N__CCL1/run1/structures/it1/water/SARS-CoV-2-WA1-N__CCL1_50w.pdb,7,-110.46,17.02,-83.68,17.18,-267.76,25.46,3204.41,144.65,-7.439,4.766,52.14,0,0,0,2874.39,348.95,175.767,20.345,-12.9,3.5E-10,20.7868,6.16309,-8.38582,255.38,23.7262
SARS-CoV-2-BQ.1-N__CXCL12alpha,SARS-CoV-2-BQ.1-N,CXCL12alpha,9,./results/SARS-CoV-2-BQ.1-N__CXCL12alpha/run1/structures/it1/water/SARS-CoV-2-BQ.1-N__CXCL12alpha_183w.pdb,4,-84.19,9.28,-62.47,7.89,-217.22,46.41,2841.5,245.54,13.272,2.008,47.25,0,0,0,2429.863,280.355,191.509,21.291,-11.4,4.2E-09,27.3267,5.78062,-8.34079,254.119,26.5197
SARS-CoV-2-B.1.1.7-N__CCL4L1,SARS-CoV-2-B.1.1.7-N,CCL4L1,1,./results/SARS-CoV-2-B.1.1.7-N__CCL4L1/run1/structures/it1/water/SARS-CoV-2-B.1.1.7-N__CCL4L1_74w.pdb,10,-113.27,11.83,-94.09,7.38,-191.81,61.33,2876.19,126.34,-8.048,2.647,47.4,0,0,0,2874.008,183.972,147.12,25.646,-16.6,6.8E-13,24.4034,1.76188,-8.3356,288.592,32.2993
SARS-CoV-2-WA1-N__CXCL5,SARS-CoV-2-WA1-N,CXCL5,6,./results/SARS-CoV-2-WA1-N__CXCL5/run1/structures/it1/water/SARS-CoV-2-WA1-N__CXCL5_2w.pdb,4,-104.92,6.84,-71.21,2.37,-337.08,52.79,2968.74,322.31,13.002,5.381,49.25,0,0,0,2749.792,150.517,171.249,42.748,-14.6,1.9E-11,22.8409,3.04581,-8.33215,252.783,33.4573
SARS-CoV-2-BA.1.1-N__CCL8,SARS-CoV-2-BA.1.1-N,CCL8,1,./results/SARS-CoV-2-BA.1.1-N__CCL8/run1/structures/it1/water/SARS-CoV-2-BA.1.1-N__CCL8_82w.pdb,8,-98.26,3.44,-71.02,9.77,-272.36,74.24,3164.69,135.1,12.729,5.194,52.38,0,0,0,2534.454,116.149,203.704,14.938,-12.8,3.9E-10,25.3681,6.03427,-8.32855,279.425,13.4703
MERS-CoV-N__CXCL1,MERS-CoV-N,CXCL1,10,./results/MERS-CoV-N__CXCL1/run1/structures/it1/water/MERS-CoV-N__CXCL1_27w.pdb,4,-111.28,10.43,-70.59,9.66,-406.85,36.77,2793.91,145.2,28.963,4.549,41.75,0,0,0,2811.142,86.769,156.395,24.163,-11.1,7.2E-09,28.6406,4.77159,-8.32817,249.134,28.3799
SARS-CoV-2-B.1.617.2-DeltaA-N__TNFbeta,SARS-CoV-2-B.1.617.2-DeltaA-N,TNFbeta,6,./results/SARS-CoV-2-B.1.617.2-DeltaA-N__TNFbeta/run1/structures/it1/water/SARS-CoV-2-B.1.617.2-DeltaA-N__TNFbeta_24w.pdb,4,-96.8,22.74,-73.4,22.75,-234.03,35.38,3435.28,353.18,11.741,1.213,59.25,0,0,0,2933.508,574.554,229.957,51.371,-14.9,1.3E-11,27.5635,8.96616,-8.31072,276.787,49.862
BANAL-20-52-N__CCL27,BANAL-20-52-N,CCL27,7,./results/BANAL-20-52-N__CCL27/run1/structures/it1/water/BANAL-20-52-N__CCL27_34w.pdb,4,-120.24,7.86,-79.43,7.38,-408.04,56.69,3044.28,175.6,19.208,3.758,49.5,0,0,0,2956.428,296.253,162.596,23.81,-13.1,2.5E-10,28.8382,4.8812,-8.29588,256.292,43.5803
OC43-N__CCL13,OC43-N,CCL13,2,./results/OC43-N__CCL13/run1/structures/it1/water/OC43-N__CCL13_176w.pdb,8,-124.78,18.89,-69.55,17.51,-552.24,37.82,3162.62,125.91,11.037,2.868,52.25,0,0,0,3350.793,311.076,147.299,30.938,-16,1.7E-12,29.1543,5.71979,-8.29298,295.111,23.2664
SARS-CoV-N__IL-1beta,SARS-CoV-N,IL-1beta,1,./results/SARS-CoV-N__IL-1beta/run1/structures/it1/water/SARS-CoV-N__IL-1beta_199w.pdb,5,-73.7,2.87,-57.34,1.98,-163.61,10.81,3262.35,231.78,10.287,2.126,55.2,0,0,0,2020.932,26.864,239.731,21.728,-11.5,3.8E-09,26.5621,11.3094,-8.28571,275.841,29.1429
OC43-N__CXCL11,OC43-N,CXCL11,7,./results/OC43-N__CXCL11/run1/structures/it1/water/OC43-N__CXCL11_153w.pdb,5,-86.73,11.34,-59.85,11.98,-268.76,34.84,3471.62,177.57,-11.582,5.683,54.4,0,0,0,2567.39,131.506,221.976,23.207,-11.1,7.1E-09,27.7616,6.51009,-8.26449,298.465,42.2647
MERS-CoV-N__CCL13,MERS-CoV-N,CCL13,6,./results/MERS-CoV-N__CCL13/run1/structures/it1/water/MERS-CoV-N__CCL13_49w.pdb,4,-101.53,4.88,-63.57,5.21,-379.65,31.52,3106.23,25.98,12.104,3.198,46,0,0,0,2684.907,126.274,183.229,6.53,-11.2,6.4E-09,34.0125,4.37102,-8.24481,284.742,16.7649
BANAL-20-52-N__CCL8,BANAL-20-52-N,CCL8,9,./results/BANAL-20-52-N__CCL8/run1/structures/it1/water/BANAL-20-52-N__CCL8_9w.pdb,4,-136.93,14.1,-110.22,11.44,-267.07,37.18,2717.51,270.81,13.592,4.449,45.75,0,0,0,3298.725,91.787,121.71,33.405,-15.6,3.5E-12,25.0941,5.34918,-8.20546,256.95,15.7521
SARS-CoV-2-B.1.1-N__IL-18BP,SARS-CoV-2-B.1.1-N,IL-18BP,1,./results/SARS-CoV-2-B.1.1-N__IL-18BP/run1/structures/it1/water/SARS-CoV-2-B.1.1-N__IL-18BP_6w.pdb,10,-104.65,9.06,-70.32,7.85,-343.28,52.81,3351.04,261.46,4.975,3.952,59.8,0,0,0,2950.5,154.755,201.099,35.386,-12.2,1.1E-09,23.3569,8.88187,-8.20306,272.55,54.4741
SARS-CoV-2-P.1-N__CCL24,SARS-CoV-2-P.1-N,CCL24,10,./results/SARS-CoV-2-P.1-N__CCL24/run1/structures/it1/water/SARS-CoV-2-P.1-N__CCL24_46w.pdb,4,-111.09,9.46,-80.48,5.2,-306.1,52.2,2840.01,140.19,2.341,8.145,50.25,0,0,0,2995.407,198.993,144.641,20.604,-14.6,2.1E-11,25.9522,4.16152,-8.18381,275.429,42.8333
SARS-CoV-2-BQ.1-N__CXCL14,SARS-CoV-2-BQ.1-N,CXCL14,4,./results/SARS-CoV-2-BQ.1-N__CXCL14/run1/structures/it1/water/SARS-CoV-2-BQ.1-N__CXCL14_91w.pdb,4,-91.27,5.64,-59.86,7.48,-314.08,21.97,3318.32,142.38,18.28,1.161,53.25,0,0,0,2491.278,199.714,227.434,15.948,-12.2,1.1E-09,29.4942,4.41364,-8.16271,263.884,20.844
SARS-CoV-2-B.1.1.529-N__TNFbeta,SARS-CoV-2-B.1.1.529-N,TNFbeta,2,./results/SARS-CoV-2-B.1.1.529-N__TNFbeta/run1/structures/it1/water/SARS-CoV-2-B.1.1.529-N__TNFbeta_44w.pdb,6,-105.63,7.24,-74.94,3.68,-306.9,38.34,3598.91,165.37,4.536,4.402,61.67,0,0,0,2698.252,146.523,228.103,24.556,-13.3,1.8E-10,27.2566,10.5681,-8.15684,289.189,52.2163
SARS-CoV-2-XBB-N__CCL19,SARS-CoV-2-XBB-N,CCL19,4,./results/SARS-CoV-2-XBB-N__CCL19/run1/structures/it1/water/SARS-CoV-2-XBB-N__CCL19_7w.pdb,7,-129.18,10.4,-98.35,8.8,-308.3,51.19,2551.87,228.92,14.05,2.637,47,0,0,0,3096.514,271.782,109.229,28.309,-12.2,1.1E-09,24.3295,4.48527,-8.14317,265.516,27.6537
MERS-CoV-N__CCL22,MERS-CoV-N,CCL22,1,./results/MERS-CoV-N__CCL22/run1/structures/it1/water/MERS-CoV-N__CCL22_18w.pdb,10,-103.2,9.68,-86.18,7.54,-170.25,35.56,3243.48,196.8,12.299,2.047,47,0,0,0,2649.839,109.714,216.419,24.226,-11.8,2.1E-09,35.9253,3.55379,-8.13836,275.069,7.80973
SARS-CoV-2-B.1.1-N__IFNgamma,SARS-CoV-2-B.1.1-N,IFNgamma,4,./results/SARS-CoV-2-B.1.1-N__IFNgamma/run1/structures/it1/water/SARS-CoV-2-B.1.1-N__IFNgamma_175w.pdb,4,-120.9,6.94,-77.73,9.63,-431.65,57.31,3103.83,125,31.288,1.734,53.75,0,0,0,2866.838,166.84,177.606,20.394,-11.6,3.3E-09,20.5537,8.37619,-8.13753,269.874,90.1457
RaTG13-N__CCL7,RaTG13-N,CCL7,3,./results/RaTG13-N__CCL7/run1/structures/it1/water/RaTG13-N__CCL7_47w.pdb,4,-88.2,6.89,-61.79,6.78,-264.18,61.37,2978.62,231.75,13.032,1.029,49.75,0,0,0,2233.935,156.043,196.272,30.199,-9.7,8.1E-08,30.4933,10.0625,-8.13527,253.707,28.0976
MERS-CoV-N__CCL17,MERS-CoV-N,CCL17,1,./results/MERS-CoV-N__CCL17/run1/structures/it1/water/MERS-CoV-N__CCL17_11w.pdb,6,-109.45,7.22,-72.42,5.15,-370.31,42.1,2827.73,220.84,19.687,2.543,39.17,0,0,0,2870.545,131.842,155.981,22.261,-14.4,2.6E-11,38.5977,4.99673,-8.11598,295.708,14.0004
MERS-CoV-N__IL-13,MERS-CoV-N,IL-13,7,./results/MERS-CoV-N__IL-13/run1/structures/it1/water/MERS-CoV-N__IL-13_113w.pdb,4,-96.2,6.38,-74.27,5.5,-219.34,21.89,3162.54,95.44,12.729,2.129,48,0,0,0,2491.338,233.707,210.844,13.952,-14.7,1.7E-11,36.9132,7.77256,-8.09735,281.149,15.9912
SARS-CoV-2-WA1-N__CCL16,SARS-CoV-2-WA1-N,CCL16,15,./results/SARS-CoV-2-WA1-N__CCL16/run1/structures/it1/water/SARS-CoV-2-WA1-N__CCL16_76w.pdb,2,-127.88,5.19,-109.82,1.39,-180.59,38.02,3223.42,40.65,-0.718,3.803,55.5,0,0,0,3509.265,93.475,175.684,9.258,-14.3,3.5E-11,22.4282,4.93133,-8.06303,242.336,30.8849
SARS-CoV-2-BA.2-N__IL-27,SARS-CoV-2-BA.2-N,IL-27,16,./results/SARS-CoV-2-BA.2-N__IL-27/run1/structures/it1/water/SARS-CoV-2-BA.2-N__IL-27_10w.pdb,2,-135.58,0.32,-92.4,3.23,-431.79,29.16,4775.63,31.24,8.876,1.843,84.5,0,0,0,3500.53,92.53,307.681,7.567,-13.1,2.4E-10,24.3603,30.5611,-8.04401,255.278,8.70442
OC43-N__IL-13,OC43-N,IL-13,3,./results/OC43-N__IL-13/run1/structures/it1/water/OC43-N__IL-13_97w.pdb,9,-96.88,7.97,-67.61,6.16,-292.72,47.89,3583.14,178.27,7.758,5.224,58.56,0,0,0,2866.899,212.883,239.918,12.408,-12.7,5.2E-10,32.1678,8.5771,-8.0371,294.351,18.0558
SARS-CoV-2-BQ.1-N__CCL1,SARS-CoV-2-BQ.1-N,CCL1,4,./results/SARS-CoV-2-BQ.1-N__CCL1/run1/structures/it1/water/SARS-CoV-2-BQ.1-N__CCL1_133w.pdb,4,-107.36,7.88,-79.79,8.09,-275.74,39.59,3030.14,373.97,21.862,2.579,48,0,0,0,2757.695,108.101,189.943,42.517,-12.4,7.6E-10,25.1686,5.54812,-8.02613,260.486,30.6417
BANAL-20-52-N__CCL18,BANAL-20-52-N,CCL18,1,./results/BANAL-20-52-N__CCL18/run1/structures/it1/water/BANAL-20-52-N__CCL18_51w.pdb,12,-98.67,6.61,-72.07,7.14,-266.04,43.27,3001.62,174.54,3.435,3.547,47.58,0,0,0,2433.215,87.334,178.322,17.509,-13.3,1.8E-10,26.4678,2.22551,-7.99422,272.121,17.9164
BANAL-20-52-N__CXCL8,BANAL-20-52-N,CXCL8,9,./results/BANAL-20-52-N__CXCL8/run1/structures/it1/water/BANAL-20-52-N__CXCL8_167w.pdb,4,-106.23,20.17,-74.88,17.94,-313.54,62.15,2789.36,184.19,24.077,3.928,47.5,0,0,0,2688.415,289.64,165.428,35.048,-12.2,1.1E-09,25.956,3.9629,-7.91973,261.637,21.268
SARS-CoV-N__IL-10,SARS-CoV-N,IL-10,4,./results/SARS-CoV-N__IL-10/run1/structures/it1/water/SARS-CoV-N__IL-10_83w.pdb,5,-135.1,3.91,-65.9,4.76,-692.07,21.15,3065.85,204.79,42.532,1.513,55.2,0,0,0,3538.042,66.048,144.806,17.937,-13.7,8.2E-11,24.176,9.50678,-7.91362,284.722,0.995925
SARS-CoV-2-B.1.617.2-DeltaA-N__CCL13,SARS-CoV-2-B.1.617.2-DeltaA-N,CCL13,4,./results/SARS-CoV-2-B.1.617.2-DeltaA-N__CCL13/run1/structures/it1/water/SARS-CoV-2-B.1.617.2-DeltaA-N__CCL13_4w.pdb,4,-86.66,6.92,-72.47,4.84,-141.84,22.5,2679.91,206.75,7.416,1.659,43,0,0,0,2382.287,94.128,174.568,27.677,-14.8,1.4E-11,25.8031,6.23274,-7.87638,281.102,18.3125
SARS-CoV-2-B.1.351-N__IL-18BP,SARS-CoV-2-B.1.351-N,IL-18BP,11,./results/SARS-CoV-2-B.1.351-N__IL-18BP/run1/structures/it1/water/SARS-CoV-2-B.1.351-N__IL-18BP_26w.pdb,2,-108.89,15.55,-81.53,12.98,-273.69,25.7,3119.91,119.64,18.331,0.319,52.5,0,0,0,3735.69,245.23,194.059,30.403,-16.3,1.1E-12,27.1554,7.57609,-7.86902,262.635,59.3506
SARS-CoV-N__CCL16,SARS-CoV-N,CCL16,4,./results/SARS-CoV-N__CCL16/run1/structures/it1/water/SARS-CoV-N__CCL16_15w.pdb,5,-129.26,9.95,-88.1,7.11,-411.6,44.35,2883.75,189.99,22.56,4.909,50.2,0,0,0,3311.118,244.917,140.519,23.177,-13.9,5.9E-11,26.3984,5.6812,-7.84277,264.698,42.2751
SARS-CoV-2-P.1-N__CXCL3,SARS-CoV-2-P.1-N,CXCL3,6,./results/SARS-CoV-2-P.1-N__CXCL3/run1/structures/it1/water/SARS-CoV-2-P.1-N__CXCL3_126w.pdb,4,-95.07,7.72,-77.88,7.71,-171.88,35.02,3016.57,132.62,12.168,2.6,46.5,0,0,0,2613.365,155.311,201.569,19.126,-11.4,4E-09,25.449,3.63322,-7.83351,255.186,20.8467
SARS-CoV-2-B.1.351-N__TNFbeta,SARS-CoV-2-B.1.351-N,TNFbeta,1,./results/SARS-CoV-2-B.1.351-N__TNFbeta/run1/structures/it1/water/SARS-CoV-2-B.1.351-N__TNFbeta_18w.pdb,5,-83.34,2.95,-66.73,3.78,-166.12,48.7,3836.87,142.91,-12.286,2.917,65.2,0,0,0,2762.646,56.599,271.446,19.775,-10.5,2.1E-08,28.2527,11.5237,-7.80668,265.396,47.0363
SARS-CoV-2-BA.1.1-N__CXCL12beta,SARS-CoV-2-BA.1.1-N,CXCL12beta,6,./results/SARS-CoV-2-BA.1.1-N__CXCL12beta/run1/structures/it1/water/SARS-CoV-2-BA.1.1-N__CXCL12beta_6w.pdb,4,-101.86,14.25,-82.15,13.96,-197.15,15.65,2708.88,324.72,11.1,3.545,46.5,0,0,0,2673.35,383.8,160.412,34.264,-14.3,3.4E-11,22.8491,3.63823,-7.80403,251.919,30.4995
SARS-CoV-N__IL-1alpha,SARS-CoV-N,IL-1alpha,3,./results/SARS-CoV-N__IL-1alpha/run1/structures/it1/water/SARS-CoV-N__IL-1alpha_120w.pdb,4,-97.81,4.41,-67.08,2.71,-307.24,34.13,3063.7,186.79,15.669,2.979,52,0,0,0,2577.275,98.449,193.506,23.161,-11.2,6E-09,26.197,16.3781,-7.76198,277.062,29.0702
OC43-N__IFNlambda1,OC43-N,IFNlambda1,1,./results/OC43-N__IFNlambda1/run1/structures/it1/water/OC43-N__IFNlambda1_28w.pdb,6,-77.61,6.55,-39.72,7.98,-378.97,26.24,4115,190.67,14.182,7.915,70.67,0,0,0,2415.44,104.006,298.567,25.702,-10.5,1.9E-08,26.9418,8.93803,-7.75314,289.04,31.2793
SARS-CoV-2-B.1.1.529-N__CXCL5,SARS-CoV-2-B.1.1.529-N,CXCL5,2,./results/SARS-CoV-2-B.1.1.529-N__CXCL5/run1/structures/it1/water/SARS-CoV-2-B.1.1.529-N__CXCL5_163w.pdb,10,-107.89,11.2,-77.94,11.71,-299.55,53.17,2904.11,145.6,13.725,4.161,48.6,0,0,0,3037.014,135.58,166.292,14.405,-11.7,2.4E-09,25.6914,3.93867,-7.75105,274.882,31.8311
BANAL-20-52-N__CCL3,BANAL-20-52-N,CCL3,10,./results/BANAL-20-52-N__CCL3/run1/structures/it1/water/BANAL-20-52-N__CCL3_86w.pdb,4,-105.73,16.34,-83.91,15.91,-218.25,59.48,2757.09,36.83,-7.531,7.702,45.75,0,0,0,2350.463,109.091,140.621,16.056,-12.2,1.1E-09,24.0928,6.91164,-7.72564,249.691,16.125
SARS-CoV-2-B.1.1-N__CXCL13,SARS-CoV-2-B.1.1-N,CXCL13,1,./results/SARS-CoV-2-B.1.1-N__CXCL13/run1/structures/it1/water/SARS-CoV-2-B.1.1-N__CXCL13_136w.pdb,6,-101.21,9.7,-64.57,11.07,-366.43,51.01,2924.57,148.9,12.784,3.204,49,0,0,0,2637.908,209.111,167.388,14.594,-13.7,8.7E-11,25.8565,8.27144,-7.72562,253.89,30.8811
SARS-CoV-2-B.1.1.7-N__CXCL3,SARS-CoV-2-B.1.1.7-N,CXCL3,2,./results/SARS-CoV-2-B.1.1.7-N__CXCL3/run1/structures/it1/water/SARS-CoV-2-B.1.1.7-N__CXCL3_150w.pdb,7,-93.68,8.35,-79.01,9.84,-146.67,21.46,2754.47,147.89,6.791,4.59,45,0,0,0,2518.273,215.892,173.892,15.015,-13.8,7.8E-11,24.592,2.60073,-7.71981,246.058,33.8636
SARS-CoV-2-B.1.1.529-N__CCL21,SARS-CoV-2-B.1.1.529-N,CCL21,1,./results/SARS-CoV-2-B.1.1.529-N__CCL21/run1/structures/it1/water/SARS-CoV-2-B.1.1.529-N__CCL21_135w.pdb,17,-101.21,7.74,-61.02,6.14,-401.83,58.36,2962.13,181.73,18.087,2.111,49.65,0,0,0,2444.298,114.657,172.911,17.463,-10.5,2.1E-08,29.6513,7.80266,-7.67417,280.763,63.7892
SARS-CoV-2-BQ.1-N__CXCL10,SARS-CoV-2-BQ.1-N,CXCL10,1,./results/SARS-CoV-2-BQ.1-N__CXCL10/run1/structures/it1/water/SARS-CoV-2-BQ.1-N__CXCL10_198w.pdb,4,-90.82,7.61,-53.3,12.15,-375.17,54.32,2797.47,418.3,27.121,3.849,45,0,0,0,2660.21,249.645,178.531,45.532,-11.3,5.2E-09,28.3842,6.66946,-7.66884,272.274,34.1298
SARS-CoV-2-P.1-N__IL-27,SARS-CoV-2-P.1-N,IL-27,1,./results/SARS-CoV-2-P.1-N__IL-27/run1/structures/it1/water/SARS-CoV-2-P.1-N__IL-27_191w.pdb,8,-89.37,4.55,-32.63,5.03,-567.38,58.23,5202.64,208.55,27.309,3.866,86.88,0,0,0,2397.994,110.645,401.464,21.762,-9.9,5.8E-08,22.6252,25.7341,-7.65002,254.247,2.74567
SARS-CoV-2-B.1.351-N__CXCL3,SARS-CoV-2-B.1.351-N,CXCL3,1,./results/SARS-CoV-2-B.1.351-N__CXCL3/run1/structures/it1/water/SARS-CoV-2-B.1.351-N__CXCL3_156w.pdb,15,-100.11,13.89,-75.2,14.34,-249.07,41.5,2977.94,109.62,9.511,4.488,50.27,0,0,0,2737.682,149.927,182.291,20.187,-12,1.5E-09,30.3394,6.75435,-7.62621,275.83,32.217
SARS-CoV-2-B.1.1-N__IFNbeta,SARS-CoV-2-B.1.1-N,IFNbeta,1,./results/SARS-CoV-2-B.1.1-N__IFNbeta/run1/structures/it1/water/SARS-CoV-2-B.1.1-N__IFNbeta_168w.pdb,4,-98.66,4.83,-70.46,4.3,-282.02,43.47,3343.7,38.96,14.536,2.429,54.75,0,0,0,2549.972,91.893,222.044,10.171,-11.8,2.1E-09,26.9449,8.32234,-7.62364,272.6,-19.9576
OC43-N__IFNomega,OC43-N,IFNomega,3,./results/OC43-N__IFNomega/run1/structures/it1/water/OC43-N__IFNomega_122w.pdb,5,-73.28,2.09,-45.55,2.17,-277.32,5.08,3664.29,175.3,12.21,1.664,64,0,0,0,2203.926,32.409,277.623,17.064,-10.3,2.8E-08,33.6304,14.647,-7.61088,280.774,11.2909
SARS-CoV-2-B.1.1.529-N__IL-1alpha,SARS-CoV-2-B.1.1.529-N,IL-1alpha,8,./results/SARS-CoV-2-B.1.1.529-N__IL-1alpha/run1/structures/it1/water/SARS-CoV-2-B.1.1.529-N__IL-1alpha_26w.pdb,4,-92.62,15.92,-67.85,12.87,-247.73,40.63,3006.84,216.82,6.049,1.84,48.75,0,0,0,2364.485,183.455,189.338,36.284,-14.9,1.2E-11,24.5148,13.6093,-7.60705,254.983,35.5817
SARS-CoV-2-BQ.1-N__IL-1beta,SARS-CoV-2-BQ.1-N,IL-1beta,6,./results/SARS-CoV-2-BQ.1-N__IL-1beta/run1/structures/it1/water/SARS-CoV-2-BQ.1-N__IL-1beta_140w.pdb,7,-104.61,19.87,-79.66,19.01,-249.53,37.33,3167.87,233.23,17.296,4.642,55.43,0,0,0,3018.049,383.338,204.523,25.063,-15.2,7.2E-12,29.5987,9.52181,-7.60183,265.07,40.629
SARS-CoV-2-B.1.1.529-N__IL-35,SARS-CoV-2-B.1.1.529-N,IL-35,1,./results/SARS-CoV-2-B.1.1.529-N__IL-35/run1/structures/it1/water/SARS-CoV-2-B.1.1.529-N__IL-35_152w.pdb,5,-92.72,2.54,-60.57,2.86,-321.49,11.49,4175.15,80.81,32.23,1.255,72.2,0,0,0,2608.774,51.97,324.88,7.761,-11.5,3.8E-09,29.2794,23.5394,-7.59304,271.314,1.65829
SARS-CoV-2-B.1.617.2-DeltaA-N__CCL26,SARS-CoV-2-B.1.617.2-DeltaA-N,CCL26,3,./results/SARS-CoV-2-B.1.617.2-DeltaA-N__CCL26/run1/structures/it1/water/SARS-CoV-2-B.1.617.2-DeltaA-N__CCL26_91w.pdb,4,-69.4,9.95,-60.81,11.33,-85.9,24.79,2943.8,119.08,8.536,3.002,43.5,0,0,0,2155.865,156.485,224.928,16.479,-12.1,1.4E-09,29.9403,6.87877,-7.58424,277.368,18.9463
SARS-CoV-2-BQ.1-N__CXCL1,SARS-CoV-2-BQ.1-N,CXCL1,4,./results/SARS-CoV-2-BQ.1-N__CXCL1/run1/structures/it1/water/SARS-CoV-2-BQ.1-N__CXCL1_150w.pdb,6,-86.2,8.07,-74.21,7.04,-119.92,19.63,3151.8,84.06,5.183,3.736,48.83,0,0,0,2463.14,96.827,222.172,11.053,-12.6,5.5E-10,25.5395,4.80717,-7.55314,253.546,22.8276
SARS-CoV-2-P.1-N__CCL28,SARS-CoV-2-P.1-N,CCL28,24,./results/SARS-CoV-2-P.1-N__CCL28/run1/structures/it1/water/SARS-CoV-2-P.1-N__CCL28_15w.pdb,2,-157.97,5.51,-89.48,6.2,-684.92,6.85,2997.11,238.26,29.215,2.021,54,0,0,0,3515.005,46.335,102.465,26.631,-16.6,6.2E-13,28.2104,9.16514,-7.55182,288.203,51.0653
MERS-CoV-N__CCL16,MERS-CoV-N,CCL16,3,./results/MERS-CoV-N__CCL16/run1/structures/it1/water/MERS-CoV-N__CCL16_64w.pdb,8,-100.65,5.82,-85.51,5.74,-151.4,22.12,3308.1,198.16,-10.285,2.412,49.5,0,0,0,2805.559,124.524,204.734,19.111,-11.4,4.3E-09,37.25,4.28716,-7.533,307.707,37.3356
SARS-CoV-2-BA.1.1-N__IFNlambda1,SARS-CoV-2-BA.1.1-N,IFNlambda1,1,./results/SARS-CoV-2-BA.1.1-N__IFNlambda1/run1/structures/it1/water/SARS-CoV-2-BA.1.1-N__IFNlambda1_78w.pdb,5,-101.1,3.02,-46,3.81,-551.03,8.57,3633.13,193.51,15.791,1.056,61,0,0,0,2768.876,35.787,222.901,19.512,-12.2,1.1E-09,26.25,9.21792,-7.52377,287.757,29.3938
SARS-CoV-2-B.1.1.7-N__CCL20,SARS-CoV-2-B.1.1.7-N,CCL20,6,./results/SARS-CoV-2-B.1.1.7-N__CCL20/run1/structures/it1/water/SARS-CoV-2-B.1.1.7-N__CCL20_194w.pdb,4,-88.09,11.47,-69.06,11.95,-190.25,41.29,3029.93,101.1,-5.886,4.886,48,0,0,0,2012.087,163.723,189.992,20.038,-10.7,1.5E-08,21.9478,3.47216,-7.51433,254.339,20.9166
SARS-CoV-2-B.1.617.2-DeltaA-N__IFNomega,SARS-CoV-2-B.1.617.2-DeltaA-N,IFNomega,3,./results/SARS-CoV-2-B.1.617.2-DeltaA-N__IFNomega/run1/structures/it1/water/SARS-CoV-2-B.1.617.2-DeltaA-N__IFNomega_29w.pdb,4,-88.7,14.9,-64.2,14.11,-245.03,28.37,3086.1,333.44,14.117,7.62,52.5,0,0,0,2441.002,364.59,209.52,43.008,-12.3,9.2E-10,31.2332,12.9257,-7.49542,270.464,8.86111
SARS-CoV-2-BA.2-N__CXCL5,SARS-CoV-2-BA.2-N,CXCL5,9,./results/SARS-CoV-2-BA.2-N__CXCL5/run1/structures/it1/water/SARS-CoV-2-BA.2-N__CXCL5_93w.pdb,4,-109.37,5.18,-84.19,7.89,-251.77,39.59,2506.13,226.36,19.139,1.871,39.25,0,0,0,2797.885,138.623,135.204,28.455,-13.1,2.3E-10,23.9399,5.8104,-7.48572,274.792,44.9819
SARS-CoV-2-BA.2-N__CCL1,SARS-CoV-2-BA.2-N,CCL1,2,./results/SARS-CoV-2-BA.2-N__CCL1/run1/structures/it1/water/SARS-CoV-2-BA.2-N__CCL1_148w.pdb,7,-92.6,14.2,-72.84,13.47,-197.59,29.98,2842.8,154.19,-5.369,7.011,47.86,0,0,0,2419.224,260.379,166.551,26.319,-12.4,8.3E-10,26.9301,4.78701,-7.48195,224.981,33.7876
SARS-CoV-2-B.1.617.2-DeltaA-N__CCL7,SARS-CoV-2-B.1.617.2-DeltaA-N,CCL7,3,./results/SARS-CoV-2-B.1.617.2-DeltaA-N__CCL7/run1/structures/it1/water/SARS-CoV-2-B.1.617.2-DeltaA-N__CCL7_79w.pdb,4,-71.78,17.2,-42.82,6.36,-289.66,130.73,3246.61,57.16,19.755,7.693,51.25,0,0,0,2154.387,371.461,243.668,25.632,-12.1,1.4E-09,27.6145,4.2491,-7.47231,282.364,27.523
