,n_protein,cytokine_protein,experiment_name,best_cluster,best_pdb_path,Nstruc,Evdw+0.1Eelec,Evdw+0.1Eelec_sd,Evdw,Evdw_sd,Eelec,Eelec_sd,Eair,Eair_sd,Edesolv,Edesolv_sd,AIRviol,AIRviol_sd,dihedviol,dihedviol_sd,BSA,BSA_sd,haddock-score,haddock-score_sd,prodigy_deltaG_kcalpermol,prodigy_dissociation_constant_M
359,SARS-CoV-2-BA.2-N,XCL1,SARS-CoV-2-BA.2-N__XCL1,2,./results/SARS-CoV-2-BA.2-N__XCL1/run1/structures/it1/water/SARS-CoV-2-BA.2-N__XCL1_77w.pdb,4,-135.31,9.91,-94.15,8.56,-411.58,40.07,2922.42,80.47,29.191,3.285,50.5,0.0,0.0,0.0,3305.413,142.128,144.965,17.957,-12.2,1.1e-09
360,SARS-CoV-2-B.1.1-N,CCL24,SARS-CoV-2-B.1.1-N__CCL24,4,./results/SARS-CoV-2-B.1.1-N__CCL24/run1/structures/it1/water/SARS-CoV-2-B.1.1-N__CCL24_128w.pdb,6,-120.17,16.69,-87.43,13.23,-327.47,56.21,2700.89,186.0,25.365,2.954,51.67,0.0,0.0,0.0,3166.013,214.296,142.534,30.219,-14.5,2.2e-11
361,BANAL-20-52-N,CCL1,BANAL-20-52-N__CCL1,3,./results/BANAL-20-52-N__CCL1/run1/structures/it1/water/BANAL-20-52-N__CCL1_92w.pdb,4,-99.52,3.59,-78.27,4.94,-212.5,23.71,3078.07,159.32,7.6,2.433,51.0,0.0,0.0,0.0,2387.062,99.461,194.634,16.181,-12.4,7.5e-10
362,SARS-CoV-2-B.1.1.7-N,IL-13,SARS-CoV-2-B.1.1.7-N__IL-13,1,./results/SARS-CoV-2-B.1.1.7-N__IL-13/run1/structures/it1/water/SARS-CoV-2-B.1.1.7-N__IL-13_60w.pdb,5,-89.44,3.85,-77.89,3.82,-115.47,8.57,3402.06,138.7,-0.107,4.454,51.8,0.0,0.0,0.0,2250.038,75.772,245.297,20.399,-12.9,3.3e-10
363,RaTG13-N,CCL27,RaTG13-N__CCL27,4,./results/RaTG13-N__CCL27/run1/structures/it1/water/RaTG13-N__CCL27_88w.pdb,4,-132.05,17.72,-92.96,18.02,-390.95,43.15,3065.51,142.28,14.031,2.075,52.75,0.0,0.0,0.0,3166.988,171.102,149.434,23.052,-16.5,7.9e-13
364,SARS-CoV-2-B.1.617.2-DeltaA-N,CCL17,SARS-CoV-2-B.1.617.2-DeltaA-N__CCL17,2,./results/SARS-CoV-2-B.1.617.2-DeltaA-N__CCL17/run1/structures/it1/water/SARS-CoV-2-B.1.617.2-DeltaA-N__CCL17_111w.pdb,4,-90.81,8.51,-67.37,6.45,-234.4,25.91,2788.36,188.42,24.835,3.196,45.25,0.0,0.0,0.0,1997.198,215.69,189.424,25.302,-11.2,5.8e-09
365,BANAL-20-52-N,IL-1beta,BANAL-20-52-N__IL-1beta,1,./results/BANAL-20-52-N__IL-1beta/run1/structures/it1/water/BANAL-20-52-N__IL-1beta_152w.pdb,6,-88.17,3.4,-49.82,4.58,-383.51,45.95,3294.48,215.04,22.629,3.228,55.83,0.0,0.0,0.0,2023.102,117.33,225.555,20.537,-9.1,2e-07
366,OC43-N,IFNomega,OC43-N__IFNomega,3,./results/OC43-N__IFNomega/run1/structures/it1/water/OC43-N__IFNomega_122w.pdb,5,-73.28,2.09,-45.55,2.17,-277.32,5.08,3664.29,175.3,12.21,1.664,64.0,0.0,0.0,0.0,2203.926,32.409,277.623,17.064,-10.3,2.8e-08
367,SARS-CoV-2-B.1.351-N,IFNomega,SARS-CoV-2-B.1.351-N__IFNomega,1,./results/SARS-CoV-2-B.1.351-N__IFNomega/run1/structures/it1/water/SARS-CoV-2-B.1.351-N__IFNomega_25w.pdb,5,-90.22,17.83,-57.15,14.47,-330.74,36.88,3349.96,111.94,26.509,2.069,55.0,0.0,0.0,0.0,2815.452,283.41,238.211,23.629,-14.9,1.1e-11
368,SARS-CoV-2-WA1-N,CCL4,SARS-CoV-2-WA1-N__CCL4,4,./results/SARS-CoV-2-WA1-N__CCL4/run1/structures/it1/water/SARS-CoV-2-WA1-N__CCL4_180w.pdb,6,-97.6,13.9,-69.25,12.55,-283.45,20.96,3329.89,105.2,7.423,2.463,52.33,0.0,0.0,0.0,2427.348,276.435,214.47,19.558,-13.3,1.8e-10
369,SARS-CoV-2-BA.2-N,CCL13,SARS-CoV-2-BA.2-N__CCL13,2,./results/SARS-CoV-2-BA.2-N__CCL13/run1/structures/it1/water/SARS-CoV-2-BA.2-N__CCL13_126w.pdb,7,-82.17,6.8,-60.65,6.31,-215.19,33.51,3047.83,124.1,12.546,1.546,49.57,0.0,0.0,0.0,2055.871,113.381,213.639,16.632,-9.4,1.3e-07
370,SARS-CoV-2-WA1-N,IL-17a,SARS-CoV-2-WA1-N__IL-17a,1,./results/SARS-CoV-2-WA1-N__IL-17a/run1/structures/it1/water/SARS-CoV-2-WA1-N__IL-17a_14w.pdb,8,-95.97,4.22,-78.19,4.57,-177.81,9.29,3438.81,171.49,-6.028,2.789,59.88,0.0,0.0,0.0,2825.695,47.751,224.1,18.502,-11.9,1.8e-09
371,SARS-CoV-2-BA.1.1-N,CXCL3,SARS-CoV-2-BA.1.1-N__CXCL3,10,./results/SARS-CoV-2-BA.1.1-N__CXCL3/run1/structures/it1/water/SARS-CoV-2-BA.1.1-N__CXCL3_59w.pdb,4,-125.07,3.56,-83.95,4.41,-411.23,46.59,2967.63,139.39,13.781,2.183,47.0,0.0,0.0,0.0,3126.988,64.539,144.352,9.469,-14.7,1.6e-11
372,SARS-CoV-2-BQ.1-N,CCL20,SARS-CoV-2-BQ.1-N__CCL20,4,./results/SARS-CoV-2-BQ.1-N__CCL20/run1/structures/it1/water/SARS-CoV-2-BQ.1-N__CCL20_159w.pdb,6,-116.61,12.51,-80.92,14.07,-356.86,33.84,2979.36,466.45,5.878,3.8,48.17,0.0,0.0,0.0,2718.997,107.707,151.52,53.959,-13.1,2.5e-10
373,SARS-CoV-2-B.1.617.2-DeltaA-N,INFbeta,SARS-CoV-2-B.1.617.2-DeltaA-N__INFbeta,3,./results/SARS-CoV-2-B.1.617.2-DeltaA-N__INFbeta/run1/structures/it1/water/SARS-CoV-2-B.1.617.2-DeltaA-N__INFbeta_145w.pdb,4,-86.52,9.51,-57.24,5.71,-292.8,47.84,3422.25,111.31,9.125,3.001,57.5,0.0,0.0,0.0,2075.21,130.666,235.55,10.014,-10.3,2.6e-08
374,SARS-CoV-2-P.1-N,IFNomega,SARS-CoV-2-P.1-N__IFNomega,1,./results/SARS-CoV-2-P.1-N__IFNomega/run1/structures/it1/water/SARS-CoV-2-P.1-N__IFNomega_31w.pdb,6,-65.31,9.7,-44.62,11.56,-206.88,23.07,3071.3,82.95,15.244,3.243,53.83,0.0,0.0,0.0,1983.923,130.522,236.374,11.591,-9.3,1.6e-07
375,SARS-CoV-2-BA.2-N,IL-13,SARS-CoV-2-BA.2-N__IL-13,6,./results/SARS-CoV-2-BA.2-N__IL-13/run1/structures/it1/water/SARS-CoV-2-BA.2-N__IL-13_101w.pdb,4,-91.64,8.26,-72.85,5.96,-187.93,26.18,2920.05,93.76,14.593,3.436,48.75,0.0,0.0,0.0,2203.59,57.875,196.168,6.708,-12.8,3.9e-10
376,SARS-CoV-2-B.1.1.7-N,IFNlambda1,SARS-CoV-2-B.1.1.7-N__IFNlambda1,1,./results/SARS-CoV-2-B.1.1.7-N__IFNlambda1/run1/structures/it1/water/SARS-CoV-2-B.1.1.7-N__IFNlambda1_97w.pdb,6,-81.4,1.25,-52.9,3.0,-285.01,31.24,3420.99,148.04,14.851,3.606,61.0,0.0,0.0,0.0,2422.602,28.628,247.049,14.549,-10.8,1.2e-08
377,SARS-CoV-2-B.1.351-N,IL-13,SARS-CoV-2-B.1.351-N__IL-13,13,./results/SARS-CoV-2-B.1.351-N__IL-13/run1/structures/it1/water/SARS-CoV-2-B.1.351-N__IL-13_34w.pdb,4,-106.45,4.95,-84.48,3.61,-219.74,27.66,3053.2,37.69,5.943,0.965,51.0,0.0,0.0,0.0,2703.54,140.999,182.836,9.785,-13.6,1.1e-10
378,SARS-CoV-2-XBB-N,CCL25,SARS-CoV-2-XBB-N__CCL25,2,./results/SARS-CoV-2-XBB-N__CCL25/run1/structures/it1/water/SARS-CoV-2-XBB-N__CCL25_13w.pdb,4,-90.52,5.05,-59.95,7.41,-305.66,70.59,3164.3,247.09,-10.259,4.323,51.5,0.0,0.0,0.0,2508.117,242.67,185.088,30.757,-10.8,1.3e-08
379,SARS-CoV-2-BA.4-N,CXCL5,SARS-CoV-2-BA.4-N__CXCL5,9,./results/SARS-CoV-2-BA.4-N__CXCL5/run1/structures/it1/water/SARS-CoV-2-BA.4-N__CXCL5_176w.pdb,3,-100.17,3.53,-84.06,5.03,-161.18,26.1,2662.69,102.42,15.662,3.538,44.0,0.0,0.0,0.0,2806.49,117.912,165.639,11.596,-14.7,1.8e-11
380,SARS-CoV-2-WA1-N,CX3CL1,SARS-CoV-2-WA1-N__CX3CL1,9,./results/SARS-CoV-2-WA1-N__CX3CL1/run1/structures/it1/water/SARS-CoV-2-WA1-N__CX3CL1_136w.pdb,2,-97.76,3.62,-76.26,3.95,-214.94,3.32,5740.85,270.99,25.663,0.015,89.0,0.0,0.0,0.0,2989.735,68.275,480.496,23.828,-12.6,5.5e-10
381,BANAL-20-52-N,IL-17a,BANAL-20-52-N__IL-17a,2,./results/BANAL-20-52-N__IL-17a/run1/structures/it1/water/BANAL-20-52-N__IL-17a_50w.pdb,8,-81.01,6.65,-56.6,6.51,-244.09,29.24,2853.16,104.55,14.451,2.447,55.12,0.0,0.0,0.0,2775.779,286.178,194.348,15.19,-12.6,5.7e-10
382,SARS-CoV-2-BQ.1-N,XCL1,SARS-CoV-2-BQ.1-N__XCL1,1,./results/SARS-CoV-2-BQ.1-N__XCL1/run1/structures/it1/water/SARS-CoV-2-BQ.1-N__XCL1_54w.pdb,7,-100.21,8.41,-62.85,6.86,-373.57,63.91,3052.45,128.69,31.077,3.161,53.0,0.0,0.0,0.0,2655.329,232.612,198.755,18.567,-6.8,9.5e-06
383,SARS-CoV-2-BQ.1-N,IL-1beta,SARS-CoV-2-BQ.1-N__IL-1beta,6,./results/SARS-CoV-2-BQ.1-N__IL-1beta/run1/structures/it1/water/SARS-CoV-2-BQ.1-N__IL-1beta_140w.pdb,7,-104.61,19.87,-79.66,19.01,-249.53,37.33,3167.87,233.23,17.296,4.642,55.43,0.0,0.0,0.0,3018.049,383.338,204.523,25.063,-15.2,7.2e-12
384,SARS-CoV-2-B.1.617.2-DeltaA-N,IL-6Ralpha,SARS-CoV-2-B.1.617.2-DeltaA-N__IL-6Ralpha,1,./results/SARS-CoV-2-B.1.617.2-DeltaA-N__IL-6Ralpha/run1/structures/it1/water/SARS-CoV-2-B.1.617.2-DeltaA-N__IL-6Ralpha_44w.pdb,4,-45.16,3.84,-31.8,3.32,-133.59,7.34,5400.76,224.82,17.451,5.006,90.0,0.0,0.0,0.0,1778.09,61.134,499.01,28.751,-6.6,1.4e-05
385,SARS-CoV-2-B.1.351-N,TNFbeta,SARS-CoV-2-B.1.351-N__TNFbeta,1,./results/SARS-CoV-2-B.1.351-N__TNFbeta/run1/structures/it1/water/SARS-CoV-2-B.1.351-N__TNFbeta_18w.pdb,5,-83.34,2.95,-66.73,3.78,-166.12,48.7,3836.87,142.91,-12.286,2.917,65.2,0.0,0.0,0.0,2762.646,56.599,271.446,19.775,-10.5,2.1e-08
386,OC43-N,CCL2,OC43-N__CCL2,3,./results/OC43-N__CCL2/run1/structures/it1/water/OC43-N__CCL2_144w.pdb,4,-95.17,14.27,-72.09,12.46,-230.84,67.14,3270.52,143.56,19.125,4.831,52.25,0.0,0.0,0.0,2679.995,282.443,227.922,9.943,-15.1,8.7e-12
387,SARS-CoV-2-BA.1.1-N,CCL20,SARS-CoV-2-BA.1.1-N__CCL20,1,./results/SARS-CoV-2-BA.1.1-N__CCL20/run1/structures/it1/water/SARS-CoV-2-BA.1.1-N__CCL20_153w.pdb,5,-104.18,7.72,-72.51,6.0,-316.72,95.82,3057.91,113.46,18.321,5.911,49.8,0.0,0.0,0.0,2507.324,181.413,188.258,2.524,-9.6,9e-08
388,RaTG13-N,CXCL13,RaTG13-N__CXCL13,1,./results/RaTG13-N__CXCL13/run1/structures/it1/water/RaTG13-N__CXCL13_64w.pdb,5,-87.67,7.03,-73.46,6.9,-142.12,39.52,2879.35,155.57,2.648,2.777,47.6,0.0,0.0,0.0,2318.112,21.87,188.697,11.159,-8.9,3.1e-07
389,SARS-CoV-2-B.1.351-N,CCL24,SARS-CoV-2-B.1.351-N__CCL24,10,./results/SARS-CoV-2-B.1.351-N__CCL24/run1/structures/it1/water/SARS-CoV-2-B.1.351-N__CCL24_6w.pdb,2,-100.76,6.36,-83.55,2.71,-172.13,36.5,3143.46,126.52,10.058,1.953,55.0,0.0,0.0,0.0,2695.51,121.45,206.428,20.705,-10.4,2.3e-08
390,SARS-CoV-2-B.1.1-N,XCL1,SARS-CoV-2-B.1.1-N__XCL1,2,./results/SARS-CoV-2-B.1.1-N__XCL1/run1/structures/it1/water/SARS-CoV-2-B.1.1-N__XCL1_40w.pdb,5,-101.04,12.19,-67.41,11.81,-336.25,12.95,3063.05,83.94,27.35,3.245,50.8,0.0,0.0,0.0,2847.538,261.61,198.995,19.077,-14.1,4.7e-11
391,OC43-N,TNFalpha,OC43-N__TNFalpha,10,./results/OC43-N__TNFalpha/run1/structures/it1/water/OC43-N__TNFalpha_193w.pdb,4,-127.11,14.24,-80.16,16.88,-469.42,88.34,3528.79,145.24,29.066,7.889,61.25,0.0,0.0,0.0,3360.115,276.194,207.898,11.339,-15.5,4.4e-12
392,SARS-CoV-N,XCL1,SARS-CoV-N__XCL1,1,./results/SARS-CoV-N__XCL1/run1/structures/it1/water/SARS-CoV-N__XCL1_108w.pdb,7,-89.75,9.87,-52.49,8.88,-372.66,48.52,3058.9,64.12,28.799,4.891,50.71,0.0,0.0,0.0,2663.653,247.531,207.67,12.373,-9.7,7.6e-08
393,SARS-CoV-2-B.1.617.2-DeltaA-N,CCL27,SARS-CoV-2-B.1.617.2-DeltaA-N__CCL27,1,./results/SARS-CoV-2-B.1.617.2-DeltaA-N__CCL27/run1/structures/it1/water/SARS-CoV-2-B.1.617.2-DeltaA-N__CCL27_88w.pdb,5,-91.79,9.3,-65.34,9.48,-264.48,16.6,2980.37,98.25,12.495,0.845,46.4,0.0,0.0,0.0,2482.172,97.386,192.297,10.906,-12.2,1e-09
394,SARS-CoV-2-B.1.1.7-N,CCL19,SARS-CoV-2-B.1.1.7-N__CCL19,5,./results/SARS-CoV-2-B.1.1.7-N__CCL19/run1/structures/it1/water/SARS-CoV-2-B.1.1.7-N__CCL19_79w.pdb,4,-110.3,10.26,-71.42,7.2,-388.72,35.38,3026.89,144.84,33.203,7.236,49.5,0.0,0.0,0.0,2604.648,182.518,186.724,23.125,-14.1,4.2e-11
395,SARS-CoV-2-B.1.617.2-DeltaA-N,CXCL3,SARS-CoV-2-B.1.617.2-DeltaA-N__CXCL3,7,./results/SARS-CoV-2-B.1.617.2-DeltaA-N__CXCL3/run1/structures/it1/water/SARS-CoV-2-B.1.617.2-DeltaA-N__CXCL3_24w.pdb,5,-98.43,5.95,-81.92,5.03,-165.12,58.64,2818.49,64.54,7.355,4.535,46.6,0.0,0.0,0.0,2384.682,106.516,174.261,12.818,-13.4,1.6e-10
396,RaTG13-N,CXCL4,RaTG13-N__CXCL4,5,./results/RaTG13-N__CXCL4/run1/structures/it1/water/RaTG13-N__CXCL4_69w.pdb,5,-92.86,8.46,-68.43,10.0,-244.3,22.75,2788.39,109.81,10.811,2.758,45.4,0.0,0.0,0.0,2188.608,120.61,172.357,19.669,-12.1,1.3e-09
397,SARS-CoV-2-XBB-N,CCL1,SARS-CoV-2-XBB-N__CCL1,2,./results/SARS-CoV-2-XBB-N__CCL1/run1/structures/it1/water/SARS-CoV-2-XBB-N__CCL1_34w.pdb,5,-119.86,14.35,-80.19,14.83,-396.68,59.52,2992.34,175.23,22.959,3.42,48.2,0.0,0.0,0.0,2733.426,271.771,162.664,24.407,-13.5,1.3e-10
398,SARS-CoV-2-WA1-N,CCL15,SARS-CoV-2-WA1-N__CCL15,4,./results/SARS-CoV-2-WA1-N__CCL15/run1/structures/it1/water/SARS-CoV-2-WA1-N__CCL15_50w.pdb,4,-91.06,5.13,-74.43,8.64,-166.31,42.62,3186.41,106.47,-8.182,5.594,51.0,0.0,0.0,0.0,2446.99,82.855,202.769,6.793,-11.5,3.7e-09
399,SARS-CoV-2-B.1.351-N,CCL20,SARS-CoV-2-B.1.351-N__CCL20,4,./results/SARS-CoV-2-B.1.351-N__CCL20/run1/structures/it1/water/SARS-CoV-2-B.1.351-N__CCL20_143w.pdb,5,-102.66,5.81,-65.35,8.95,-373.09,34.29,2856.42,95.0,11.207,2.136,45.2,0.0,0.0,0.0,2618.734,113.741,156.882,7.267,-13.5,1.2e-10
400,MERS-CoV-N,CCL23,MERS-CoV-N__CCL23,2,./results/MERS-CoV-N__CCL23/run1/structures/it1/water/MERS-CoV-N__CCL23_94w.pdb,4,-88.72,7.38,-69.28,9.15,-194.44,22.39,3279.83,412.92,-15.72,2.376,54.75,0.0,0.0,0.0,2733.828,107.622,204.098,34.377,-12.3,9.5e-10
401,SARS-CoV-2-P.1-N,CXCL13,SARS-CoV-2-P.1-N__CXCL13,7,./results/SARS-CoV-2-P.1-N__CXCL13/run1/structures/it1/water/SARS-CoV-2-P.1-N__CXCL13_162w.pdb,4,-96.4,6.9,-74.65,5.05,-217.51,18.83,2939.07,126.61,15.275,2.719,48.25,0.0,0.0,0.0,2635.213,226.613,181.699,11.901,-13.3,1.9e-10
402,SARS-CoV-2-B.1.617.2-DeltaA-N,CXCL11,SARS-CoV-2-B.1.617.2-DeltaA-N__CXCL11,1,./results/SARS-CoV-2-B.1.617.2-DeltaA-N__CXCL11/run1/structures/it1/water/SARS-CoV-2-B.1.617.2-DeltaA-N__CXCL11_200w.pdb,6,-105.38,9.75,-81.09,7.95,-242.85,37.79,3070.53,191.66,7.617,5.278,51.0,0.0,0.0,0.0,2802.632,132.247,185.01,23.195,-12.8,4.3e-10
403,SARS-CoV-2-BA.1.1-N,CXCL16,SARS-CoV-2-BA.1.1-N__CXCL16,1,./results/SARS-CoV-2-BA.1.1-N__CXCL16/run1/structures/it1/water/SARS-CoV-2-BA.1.1-N__CXCL16_4w.pdb,6,-75.81,9.01,-37.55,9.03,-382.65,26.99,3830.81,264.78,8.587,6.042,64.0,0.0,0.0,0.0,2908.922,359.061,277.589,25.281,-9.7,8e-08
404,SARS-CoV-2-B.1.1.7-N,CCL13,SARS-CoV-2-B.1.1.7-N__CCL13,10,./results/SARS-CoV-2-B.1.1.7-N__CCL13/run1/structures/it1/water/SARS-CoV-2-B.1.1.7-N__CCL13_120w.pdb,4,-84.37,5.94,-65.43,5.2,-189.42,38.96,2774.7,109.66,9.965,2.763,46.25,0.0,0.0,0.0,2102.655,68.8,174.683,4.969,-9.8,6.4e-08
405,MERS-CoV-N,CCL7,MERS-CoV-N__CCL7,3,./results/MERS-CoV-N__CCL7/run1/structures/it1/water/MERS-CoV-N__CCL7_61w.pdb,8,-94.89,7.35,-76.27,8.37,-186.19,28.21,3104.14,264.88,5.455,3.432,46.0,0.0,0.0,0.0,2398.395,125.532,202.365,26.814,-12.1,1.4e-09
406,SARS-CoV-2-B.1.617.2-DeltaA-N,CCL4L1,SARS-CoV-2-B.1.617.2-DeltaA-N__CCL4L1,4,./results/SARS-CoV-2-B.1.617.2-DeltaA-N__CCL4L1/run1/structures/it1/water/SARS-CoV-2-B.1.617.2-DeltaA-N__CCL4L1_57w.pdb,6,-126.29,8.03,-92.93,4.79,-333.6,47.35,2551.47,115.42,11.788,3.009,41.67,0.0,0.0,0.0,2974.37,114.933,107.283,19.124,-12.9,3.4e-10
407,SARS-CoV-2-P.1-N,CCL13,SARS-CoV-2-P.1-N__CCL13,8,./results/SARS-CoV-2-P.1-N__CCL13/run1/structures/it1/water/SARS-CoV-2-P.1-N__CCL13_86w.pdb,4,-82.57,14.8,-62.38,10.35,-201.88,46.3,2985.24,70.05,9.687,0.96,47.75,0.0,0.0,0.0,2374.865,246.887,205.452,14.609,-12.0,1.5e-09
408,MERS-CoV-N,IL-1beta,MERS-CoV-N__IL-1beta,1,./results/MERS-CoV-N__IL-1beta/run1/structures/it1/water/MERS-CoV-N__IL-1beta_10w.pdb,8,-96.19,20.1,-68.41,15.22,-277.83,70.12,3423.84,249.83,7.357,4.616,50.5,0.0,0.0,0.0,2406.7,107.16,225.767,37.273,-14.2,4.1e-11
409,SARS-CoV-2-BA.4-N,CCL18,SARS-CoV-2-BA.4-N__CCL18,5,./results/SARS-CoV-2-BA.4-N__CCL18/run1/structures/it1/water/SARS-CoV-2-BA.4-N__CCL18_36w.pdb,4,-87.59,5.68,-72.21,5.88,-153.89,30.79,2943.28,139.18,13.386,4.127,50.0,0.0,0.0,0.0,2112.503,173.659,204.73,19.24,-14.3,3.4e-11
410,RaTG13-N,IFNomega,RaTG13-N__IFNomega,1,./results/RaTG13-N__IFNomega/run1/structures/it1/water/RaTG13-N__IFNomega_39w.pdb,10,-63.53,4.68,-51.12,4.24,-124.16,20.29,3283.43,207.29,8.481,1.109,56.5,0.0,0.0,0.0,2126.133,41.223,256.679,22.007,-9.6,8.4e-08
411,RaTG13-N,CCL26,RaTG13-N__CCL26,6,./results/RaTG13-N__CCL26/run1/structures/it1/water/RaTG13-N__CCL26_23w.pdb,4,-135.1,8.77,-105.22,8.18,-298.81,9.8,2525.17,279.62,7.434,3.302,42.75,0.0,0.0,0.0,2977.983,103.541,94.965,19.255,-14.0,5e-11
412,SARS-CoV-N,CCL7,SARS-CoV-N__CCL7,5,./results/SARS-CoV-N__CCL7/run1/structures/it1/water/SARS-CoV-N__CCL7_123w.pdb,4,-115.87,11.84,-82.23,8.3,-336.4,58.76,3004.81,169.11,19.18,3.049,47.0,0.0,0.0,0.0,3164.205,142.264,170.154,9.658,-9.0,2.6e-07
413,SARS-CoV-2-BA.2-N,TNFalpha,SARS-CoV-2-BA.2-N__TNFalpha,28,./results/SARS-CoV-2-BA.2-N__TNFalpha/run1/structures/it1/water/SARS-CoV-2-BA.2-N__TNFalpha_108w.pdb,2,-146.2,2.1,-102.82,1.45,-433.78,35.56,3341.45,118.48,8.185,3.288,56.0,0.0,0.0,0.0,3608.68,6.45,152.75,14.22,-17.0,3.3e-13
414,SARS-CoV-N,CCL24,SARS-CoV-N__CCL24,17,./results/SARS-CoV-N__CCL24/run1/structures/it1/water/SARS-CoV-N__CCL24_107w.pdb,2,-114.24,6.2,-98.92,1.6,-153.19,45.99,3189.03,0.28,-25.411,0.742,54.0,0.0,0.0,0.0,3221.395,142.965,163.937,11.567,-13.1,2.3e-10
415,SARS-CoV-2-BA.4-N,IL-13,SARS-CoV-2-BA.4-N__IL-13,2,./results/SARS-CoV-2-BA.4-N__IL-13/run1/structures/it1/water/SARS-CoV-2-BA.4-N__IL-13_25w.pdb,7,-110.65,10.62,-82.89,8.03,-277.57,54.34,2974.72,149.72,11.596,3.779,48.86,0.0,0.0,0.0,2630.627,116.485,170.666,28.045,-12.6,5.5e-10
416,SARS-CoV-2-B.1.1.529-N,CCL2,SARS-CoV-2-B.1.1.529-N__CCL2,1,./results/SARS-CoV-2-B.1.1.529-N__CCL2/run1/structures/it1/water/SARS-CoV-2-B.1.1.529-N__CCL2_157w.pdb,37,-87.57,8.97,-62.52,7.89,-250.51,26.79,3051.5,203.34,15.822,5.208,48.13,0.0,0.0,0.0,2357.973,135.651,208.349,24.797,-11.6,2.9e-09
417,RaTG13-N,CXCL8,RaTG13-N__CXCL8,1,./results/RaTG13-N__CXCL8/run1/structures/it1/water/RaTG13-N__CXCL8_4w.pdb,17,-81.61,17.11,-65.12,10.91,-164.83,77.05,2818.34,161.57,15.813,4.376,47.65,0.0,0.0,0.0,2143.315,224.963,199.557,36.03,-11.6,3.3e-09
418,BANAL-20-52-N,CXCL5,BANAL-20-52-N__CXCL5,2,./results/BANAL-20-52-N__CXCL5/run1/structures/it1/water/BANAL-20-52-N__CXCL5_177w.pdb,6,-102.93,14.05,-91.7,17.41,-112.3,40.08,2705.5,217.08,13.425,3.538,46.67,0.0,0.0,0.0,2836.558,301.37,169.816,32.18,-12.3,9.4e-10
419,SARS-CoV-2-BA.1.1-N,CCL23,SARS-CoV-2-BA.1.1-N__CCL23,16,./results/SARS-CoV-2-BA.1.1-N__CCL23/run1/structures/it1/water/SARS-CoV-2-BA.1.1-N__CCL23_104w.pdb,2,-124.56,0.17,-96.73,0.54,-278.31,7.14,3098.76,72.68,12.192,4.036,51.0,0.0,0.0,0.0,3345.145,108.155,169.673,2.345,-9.7,7.9e-08
420,SARS-CoV-2-B.1.351-N,CXCL9,SARS-CoV-2-B.1.351-N__CXCL9,3,./results/SARS-CoV-2-B.1.351-N__CXCL9/run1/structures/it1/water/SARS-CoV-2-B.1.351-N__CXCL9_199w.pdb,5,-103.53,10.33,-73.64,9.3,-298.86,35.58,3063.98,145.15,26.855,4.804,49.2,0.0,0.0,0.0,2632.916,186.872,199.842,14.893,-13.2,2.1e-10
421,SARS-CoV-2-BA.1.1-N,CCL25,SARS-CoV-2-BA.1.1-N__CCL25,1,./results/SARS-CoV-2-BA.1.1-N__CCL25/run1/structures/it1/water/SARS-CoV-2-BA.1.1-N__CCL25_188w.pdb,11,-83.55,9.34,-59.26,14.65,-242.86,86.79,3385.32,300.72,-1.116,5.613,55.73,0.0,0.0,0.0,2624.928,201.948,234.069,38.948,-11.5,4e-09
422,BANAL-20-52-N,CXCL2,BANAL-20-52-N__CXCL2,7,./results/BANAL-20-52-N__CXCL2/run1/structures/it1/water/BANAL-20-52-N__CXCL2_11w.pdb,4,-98.8,3.56,-81.22,3.28,-175.8,8.17,2612.18,126.82,15.729,3.935,44.5,0.0,0.0,0.0,2907.878,52.533,160.572,14.718,-14.4,2.7e-11
423,BANAL-20-52-N,IFNlambda1,BANAL-20-52-N__IFNlambda1,1,./results/BANAL-20-52-N__IFNlambda1/run1/structures/it1/water/BANAL-20-52-N__IFNlambda1_180w.pdb,7,-107.84,5.05,-72.73,5.55,-351.13,23.71,3368.39,170.32,18.403,2.254,59.0,0.0,0.0,0.0,2649.691,57.366,212.29,16.162,-10.9,1.1e-08
424,SARS-CoV-2-BQ.1-N,CCL11,SARS-CoV-2-BQ.1-N__CCL11,6,./results/SARS-CoV-2-BQ.1-N__CCL11/run1/structures/it1/water/SARS-CoV-2-BQ.1-N__CCL11_49w.pdb,6,-84.85,17.2,-63.5,14.46,-213.57,71.87,3072.8,319.29,4.819,4.55,50.33,0.0,0.0,0.0,2353.287,337.501,205.89,24.502,-13.5,1.3e-10
425,SARS-CoV-2-BA.4-N,CXCL4,SARS-CoV-2-BA.4-N__CXCL4,1,./results/SARS-CoV-2-BA.4-N__CXCL4/run1/structures/it1/water/SARS-CoV-2-BA.4-N__CXCL4_31w.pdb,8,-129.01,13.42,-93.57,10.72,-354.39,34.54,2734.0,291.63,11.183,3.348,46.12,0.0,0.0,0.0,2828.795,194.998,120.138,25.841,-15.3,5.6e-12
426,SARS-CoV-2-P.1-N,CCL24,SARS-CoV-2-P.1-N__CCL24,10,./results/SARS-CoV-2-P.1-N__CCL24/run1/structures/it1/water/SARS-CoV-2-P.1-N__CCL24_46w.pdb,4,-111.09,9.46,-80.48,5.2,-306.1,52.2,2840.01,140.19,2.341,8.145,50.25,0.0,0.0,0.0,2995.407,198.993,144.641,20.604,-14.6,2.1e-11
