,experiment_name,n_protein,cytokine_protein,best_pdb_path,prodigy_deltaG_kcalpermol,prodigy_dissociation_constant_M
577,RaTG13-N_CXCL12beta,RaTG13-N,CXCL12beta,/AF23_complexes/complex_pdbs/RaTG13-N_CXCL12beta/relaxed_model_1_multimer_v3_pred_0.pdb,-9.5,1.1e-07
578,SARS-CoV-2-B.1.1.7-N_CCL3,SARS-CoV-2-B.1.1.7-N,CCL3,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.7-N_CCL3/relaxed_model_1_multimer_v3_pred_0.pdb,-8.9,2.8e-07
579,SARS-CoV-2-P.1-N_CCL2,SARS-CoV-2-P.1-N,CCL2,/AF23_complexes/complex_pdbs/SARS-CoV-2-P.1-N_CCL2/relaxed_model_1_multimer_v3_pred_0.pdb,-9.1,2.2e-07
580,SARS-CoV-2-BA.4-N_IFNgamma,SARS-CoV-2-BA.4-N,IFNgamma,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.4-N_IFNgamma/relaxed_model_1_multimer_v3_pred_0.pdb,-5.3,0.00014
581,SARS-CoV-2-BQ.1-N_INFbeta,SARS-CoV-2-BQ.1-N,INFbeta,/AF23_complexes/complex_pdbs/SARS-CoV-2-BQ.1-N_INFbeta/relaxed_model_1_multimer_v3_pred_0.pdb,-12.1,1.4e-09
582,SARS-CoV-2-B.1.1.529-N_CCL24,SARS-CoV-2-B.1.1.529-N,CCL24,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.529-N_CCL24/relaxed_model_1_multimer_v3_pred_0.pdb,-8.4,6.5e-07
583,SARS-CoV-2-BA.1.1-N_IL-35,SARS-CoV-2-BA.1.1-N,IL-35,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.1.1-N_IL-35/relaxed_model_1_multimer_v3_pred_0.pdb,-28.6,9.8e-22
584,RaTG13-N_CXCL9,RaTG13-N,CXCL9,/AF23_complexes/complex_pdbs/RaTG13-N_CXCL9/relaxed_model_1_multimer_v3_pred_0.pdb,-8.3,8.6e-07
585,RaTG13-N_CCL27,RaTG13-N,CCL27,/AF23_complexes/complex_pdbs/RaTG13-N_CCL27/relaxed_model_1_multimer_v3_pred_0.pdb,-9.9,5.8e-08
586,SARS-CoV-2-BA.2-N_CXCL16,SARS-CoV-2-BA.2-N,CXCL16,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.2-N_CXCL16/relaxed_model_1_multimer_v3_pred_0.pdb,-9.5,1.1e-07
587,BANAL-20-52-N_CCL20,BANAL-20-52-N,CCL20,/AF23_complexes/complex_pdbs/BANAL-20-52-N_CCL20/relaxed_model_1_multimer_v3_pred_0.pdb,-10.6,1.7e-08
588,SARS-CoV-2-B.1.617.2-DeltaA-N_CCL23,SARS-CoV-2-B.1.617.2-DeltaA-N,CCL23,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.617.2-DeltaA-N_CCL23/relaxed_model_1_multimer_v3_pred_0.pdb,-9.0,2.3e-07
589,BANAL-20-52-N_IFNomega,BANAL-20-52-N,IFNomega,/AF23_complexes/complex_pdbs/BANAL-20-52-N_IFNomega/relaxed_model_1_multimer_v3_pred_0.pdb,-17.4,1.7e-13
590,SARS-CoV-2-B.1.351-N_CCL3,SARS-CoV-2-B.1.351-N,CCL3,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.351-N_CCL3/relaxed_model_1_multimer_v3_pred_0.pdb,-9.9,5.2e-08
591,SARS-CoV-2-WA1-N_IFNA2,SARS-CoV-2-WA1-N,IFNA2,/AF23_complexes/complex_pdbs/SARS-CoV-2-WA1-N_IFNA2/relaxed_model_1_multimer_v3_pred_0.pdb,-12.2,1.2e-09
592,SARS-CoV-2-BA.4-N_CXCL12beta,SARS-CoV-2-BA.4-N,CXCL12beta,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.4-N_CXCL12beta/relaxed_model_1_multimer_v3_pred_0.pdb,-6.5,1.6e-05
593,SARS-CoV-2-BA.1.1-N_IL-23,SARS-CoV-2-BA.1.1-N,IL-23,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.1.1-N_IL-23/relaxed_model_1_multimer_v3_pred_0.pdb,-23.7,4.3e-18
594,RaTG13-N_IL-1beta,RaTG13-N,IL-1beta,/AF23_complexes/complex_pdbs/RaTG13-N_IL-1beta/relaxed_model_1_multimer_v3_pred_0.pdb,-8.4,7.5e-07
595,RaTG13-N_CCL13,RaTG13-N,CCL13,/AF23_complexes/complex_pdbs/RaTG13-N_CCL13/relaxed_model_1_multimer_v3_pred_0.pdb,-6.9,8.7e-06
596,SARS-CoV-2-BA.4-N_CCL2,SARS-CoV-2-BA.4-N,CCL2,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.4-N_CCL2/relaxed_model_1_multimer_v3_pred_0.pdb,-9.3,1.5e-07
597,SARS-CoV-2-BA.4-N_IL6,SARS-CoV-2-BA.4-N,IL6,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.4-N_IL6/relaxed_model_1_multimer_v3_pred_0.pdb,-6.9,8.9e-06
598,BANAL-20-52-N_CCL15,BANAL-20-52-N,CCL15,/AF23_complexes/complex_pdbs/BANAL-20-52-N_CCL15/relaxed_model_1_multimer_v3_pred_0.pdb,-13.2,2.1e-10
599,SARS-CoV-2-WA1-N_IL6,SARS-CoV-2-WA1-N,IL6,/AF23_complexes/complex_pdbs/SARS-CoV-2-WA1-N_IL6/relaxed_model_1_multimer_v3_pred_0.pdb,-8.1,1.2e-06
600,SARS-CoV-N_CCL15,SARS-CoV-N,CCL15,/AF23_complexes/complex_pdbs/SARS-CoV-N_CCL15/relaxed_model_1_multimer_v3_pred_0.pdb,-12.9,3.5e-10
601,SARS-CoV-2-B.1.351-N_CXCL14,SARS-CoV-2-B.1.351-N,CXCL14,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.351-N_CXCL14/relaxed_model_1_multimer_v3_pred_0.pdb,-8.3,7.5e-07
602,SARS-CoV-2-B.1.1-N_CXCL5,SARS-CoV-2-B.1.1-N,CXCL5,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1-N_CXCL5/relaxed_model_1_multimer_v3_pred_0.pdb,-9.2,1.9e-07
603,OC43-N_CX3CL1,OC43-N,CX3CL1,/AF23_complexes/complex_pdbs/OC43-N_CX3CL1/relaxed_model_1_multimer_v3_pred_0.pdb,-14.2,4e-11
604,SARS-CoV-2-BQ.1-N_CCL25,SARS-CoV-2-BQ.1-N,CCL25,/AF23_complexes/complex_pdbs/SARS-CoV-2-BQ.1-N_CCL25/relaxed_model_1_multimer_v3_pred_0.pdb,-10.7,1.4e-08
605,SARS-CoV-2-B.1.351-N_CCL22,SARS-CoV-2-B.1.351-N,CCL22,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.351-N_CCL22/relaxed_model_1_multimer_v3_pred_0.pdb,-10.2,3.3e-08
606,SARS-CoV-N_CCL4,SARS-CoV-N,CCL4,/AF23_complexes/complex_pdbs/SARS-CoV-N_CCL4/relaxed_model_1_multimer_v3_pred_0.pdb,-9.4,1.4e-07
607,SARS-CoV-2-BA.4-N_IFNlambda1,SARS-CoV-2-BA.4-N,IFNlambda1,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.4-N_IFNlambda1/relaxed_model_1_multimer_v3_pred_0.pdb,-9.2,1.9e-07
608,SARS-CoV-2-P.1-N_IFNomega,SARS-CoV-2-P.1-N,IFNomega,/AF23_complexes/complex_pdbs/SARS-CoV-2-P.1-N_IFNomega/relaxed_model_1_multimer_v3_pred_0.pdb,-16.8,4.4e-13
609,SARS-CoV-2-P.1-N_CCL11,SARS-CoV-2-P.1-N,CCL11,/AF23_complexes/complex_pdbs/SARS-CoV-2-P.1-N_CCL11/relaxed_model_1_multimer_v3_pred_0.pdb,-6.8,1.1e-05
610,SARS-CoV-2-B.1.351-N_CXCL3,SARS-CoV-2-B.1.351-N,CXCL3,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.351-N_CXCL3/relaxed_model_1_multimer_v3_pred_0.pdb,-10.7,1.5e-08
611,SARS-CoV-2-BA.2-N_CCL19,SARS-CoV-2-BA.2-N,CCL19,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.2-N_CCL19/relaxed_model_1_multimer_v3_pred_0.pdb,-11.6,3.2e-09
612,SARS-CoV-2-BA.2-N_CXCL8,SARS-CoV-2-BA.2-N,CXCL8,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.2-N_CXCL8/relaxed_model_1_multimer_v3_pred_0.pdb,-11.5,3.5e-09
613,BANAL-20-52-N_TNFalpha,BANAL-20-52-N,TNFalpha,/AF23_complexes/complex_pdbs/BANAL-20-52-N_TNFalpha/relaxed_model_1_multimer_v3_pred_0.pdb,-8.2,8.9e-07
614,BANAL-20-52-N_IL-27,BANAL-20-52-N,IL-27,/AF23_complexes/complex_pdbs/BANAL-20-52-N_IL-27/relaxed_model_1_multimer_v3_pred_0.pdb,-11.2,6e-09
615,SARS-CoV-2-BA.2-N_CCL3L1,SARS-CoV-2-BA.2-N,CCL3L1,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.2-N_CCL3L1/relaxed_model_1_multimer_v3_pred_0.pdb,-8.6,4.5e-07
616,SARS-CoV-2-WA1-N_IL-17a,SARS-CoV-2-WA1-N,IL-17a,/AF23_complexes/complex_pdbs/SARS-CoV-2-WA1-N_IL-17a/relaxed_model_1_multimer_v3_pred_0.pdb,-10.1,3.9e-08
617,SARS-CoV-2-P.1-N_CCL20,SARS-CoV-2-P.1-N,CCL20,/AF23_complexes/complex_pdbs/SARS-CoV-2-P.1-N_CCL20/relaxed_model_1_multimer_v3_pred_0.pdb,-9.2,1.8e-07
618,SARS-CoV-2-XBB-N_IL-23,SARS-CoV-2-XBB-N,IL-23,/AF23_complexes/complex_pdbs/SARS-CoV-2-XBB-N_IL-23/relaxed_model_1_multimer_v3_pred_0.pdb,-17.6,1.1e-13
619,SARS-CoV-2-WA1-N_CCL11,SARS-CoV-2-WA1-N,CCL11,/AF23_complexes/complex_pdbs/SARS-CoV-2-WA1-N_CCL11/relaxed_model_1_multimer_v3_pred_0.pdb,-9.3,1.4e-07
620,SARS-CoV-2-BA.4-N_CXCL13,SARS-CoV-2-BA.4-N,CXCL13,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.4-N_CXCL13/relaxed_model_1_multimer_v3_pred_0.pdb,-13.0,2.7e-10
621,SARS-CoV-2-WA1-N_CXCL12beta,SARS-CoV-2-WA1-N,CXCL12beta,/AF23_complexes/complex_pdbs/SARS-CoV-2-WA1-N_CXCL12beta/relaxed_model_1_multimer_v3_pred_0.pdb,-9.0,2.5e-07
622,SARS-CoV-2-BA.2-N_CXCL10,SARS-CoV-2-BA.2-N,CXCL10,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.2-N_CXCL10/relaxed_model_1_multimer_v3_pred_0.pdb,-7.9,1.7e-06
623,OC43-N_IL6Ralpha,OC43-N,IL6Ralpha,/AF23_complexes/complex_pdbs/OC43-N_IL6Ralpha/relaxed_model_1_multimer_v3_pred_0.pdb,-11.6,3e-09
624,SARS-CoV-2-WA1-N_CXCL8,SARS-CoV-2-WA1-N,CXCL8,/AF23_complexes/complex_pdbs/SARS-CoV-2-WA1-N_CXCL8/relaxed_model_1_multimer_v3_pred_0.pdb,-10.2,3.6e-08
625,SARS-CoV-2-WA1-N_CX3CL1,SARS-CoV-2-WA1-N,CX3CL1,/AF23_complexes/complex_pdbs/SARS-CoV-2-WA1-N_CX3CL1/relaxed_model_1_multimer_v3_pred_0.pdb,-8.3,7.7e-07
626,SARS-CoV-2-BA.1.1-N_IL-13,SARS-CoV-2-BA.1.1-N,IL-13,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.1.1-N_IL-13/relaxed_model_1_multimer_v3_pred_0.pdb,-8.0,1.3e-06
627,SARS-CoV-2-BA.4-N_CXCL14,SARS-CoV-2-BA.4-N,CXCL14,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.4-N_CXCL14/relaxed_model_1_multimer_v3_pred_0.pdb,-10.0,4.7e-08
628,SARS-CoV-2-P.1-N_IL6Ralpha,SARS-CoV-2-P.1-N,IL6Ralpha,/AF23_complexes/complex_pdbs/SARS-CoV-2-P.1-N_IL6Ralpha/relaxed_model_1_multimer_v3_pred_0.pdb,-11.7,2.5e-09
629,SARS-CoV-2-WA1-N_XCL1,SARS-CoV-2-WA1-N,XCL1,/AF23_complexes/complex_pdbs/SARS-CoV-2-WA1-N_XCL1/relaxed_model_1_multimer_v3_pred_0.pdb,-7.4,3.6e-06
630,RaTG13-N_CXCL2,RaTG13-N,CXCL2,/AF23_complexes/complex_pdbs/RaTG13-N_CXCL2/relaxed_model_1_multimer_v3_pred_0.pdb,-11.4,4.6e-09
631,SARS-CoV-2-B.1.1.7-N_CCL21,SARS-CoV-2-B.1.1.7-N,CCL21,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.7-N_CCL21/relaxed_model_1_multimer_v3_pred_0.pdb,-10.6,1.6e-08
632,SARS-CoV-2-XBB-N_CCL11,SARS-CoV-2-XBB-N,CCL11,/AF23_complexes/complex_pdbs/SARS-CoV-2-XBB-N_CCL11/relaxed_model_1_multimer_v3_pred_0.pdb,-7.5,2.9e-06
633,SARS-CoV-2-BQ.1-N_CCL27,SARS-CoV-2-BQ.1-N,CCL27,/AF23_complexes/complex_pdbs/SARS-CoV-2-BQ.1-N_CCL27/relaxed_model_1_multimer_v3_pred_0.pdb,-11.1,6.8e-09
634,SARS-CoV-2-B.1.351-N_IL-23,SARS-CoV-2-B.1.351-N,IL-23,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.351-N_IL-23/relaxed_model_1_multimer_v3_pred_0.pdb,-18.0,6.7e-14
635,SARS-CoV-2-P.1-N_CXCL10,SARS-CoV-2-P.1-N,CXCL10,/AF23_complexes/complex_pdbs/SARS-CoV-2-P.1-N_CXCL10/relaxed_model_1_multimer_v3_pred_0.pdb,-9.3,1.4e-07
636,SARS-CoV-2-B.1.1-N_CCL5,SARS-CoV-2-B.1.1-N,CCL5,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1-N_CCL5/relaxed_model_1_multimer_v3_pred_0.pdb,-12.7,4.6e-10
637,SARS-CoV-2-B.1.351-N_IL-17a,SARS-CoV-2-B.1.351-N,IL-17a,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.351-N_IL-17a/relaxed_model_1_multimer_v3_pred_0.pdb,-16.0,1.8e-12
638,SARS-CoV-N_IL-35,SARS-CoV-N,IL-35,/AF23_complexes/complex_pdbs/SARS-CoV-N_IL-35/relaxed_model_1_multimer_v3_pred_0.pdb,-12.7,4.6e-10
639,OC43-N_TNFbeta,OC43-N,TNFbeta,/AF23_complexes/complex_pdbs/OC43-N_TNFbeta/relaxed_model_1_multimer_v3_pred_0.pdb,-7.6,2.9e-06
640,SARS-CoV-2-BA.4-N_CCL22,SARS-CoV-2-BA.4-N,CCL22,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.4-N_CCL22/relaxed_model_1_multimer_v3_pred_0.pdb,-10.8,1.2e-08
641,OC43-N_IFNA2,OC43-N,IFNA2,/AF23_complexes/complex_pdbs/OC43-N_IFNA2/relaxed_model_1_multimer_v3_pred_0.pdb,-14.6,1.9e-11
642,SARS-CoV-2-B.1.617.2-DeltaA-N_CXCL4,SARS-CoV-2-B.1.617.2-DeltaA-N,CXCL4,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.617.2-DeltaA-N_CXCL4/relaxed_model_1_multimer_v3_pred_0.pdb,-10.4,2.3e-08
643,SARS-CoV-2-BQ.1-N_CCL4L1,SARS-CoV-2-BQ.1-N,CCL4L1,/AF23_complexes/complex_pdbs/SARS-CoV-2-BQ.1-N_CCL4L1/relaxed_model_1_multimer_v3_pred_0.pdb,-7.8,1.8e-06
644,SARS-CoV-2-B.1.1.529-N_CCL13,SARS-CoV-2-B.1.1.529-N,CCL13,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.529-N_CCL13/relaxed_model_1_multimer_v3_pred_0.pdb,-7.2,5.6e-06
645,SARS-CoV-2-BQ.1-N_IFNA2,SARS-CoV-2-BQ.1-N,IFNA2,/AF23_complexes/complex_pdbs/SARS-CoV-2-BQ.1-N_IFNA2/relaxed_model_1_multimer_v3_pred_0.pdb,-9.6,9.5e-08
646,SARS-CoV-2-B.1.1-N_CCL3L1,SARS-CoV-2-B.1.1-N,CCL3L1,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1-N_CCL3L1/relaxed_model_1_multimer_v3_pred_0.pdb,-8.8,3.3e-07
647,RaTG13-N_CXCL16,RaTG13-N,CXCL16,/AF23_complexes/complex_pdbs/RaTG13-N_CXCL16/relaxed_model_1_multimer_v3_pred_0.pdb,-7.5,3e-06
648,BANAL-20-52-N_IFNgamma,BANAL-20-52-N,IFNgamma,/AF23_complexes/complex_pdbs/BANAL-20-52-N_IFNgamma/relaxed_model_1_multimer_v3_pred_0.pdb,-6.1,3.3e-05
649,SARS-CoV-2-B.1.1.7-N_CXCL2,SARS-CoV-2-B.1.1.7-N,CXCL2,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.7-N_CXCL2/relaxed_model_1_multimer_v3_pred_0.pdb,-10.8,1.3e-08
650,RaTG13-N_CXCL11,RaTG13-N,CXCL11,/AF23_complexes/complex_pdbs/RaTG13-N_CXCL11/relaxed_model_1_multimer_v3_pred_0.pdb,-8.0,1.4e-06
651,SARS-CoV-2-BQ.1-N_IL-35,SARS-CoV-2-BQ.1-N,IL-35,/AF23_complexes/complex_pdbs/SARS-CoV-2-BQ.1-N_IL-35/relaxed_model_1_multimer_v3_pred_0.pdb,-21.8,1.1e-16
652,BANAL-20-52-N_CCL5,BANAL-20-52-N,CCL5,/AF23_complexes/complex_pdbs/BANAL-20-52-N_CCL5/relaxed_model_1_multimer_v3_pred_0.pdb,-11.6,2.9e-09
653,SARS-CoV-2-B.1.1.529-N_CCL22,SARS-CoV-2-B.1.1.529-N,CCL22,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.529-N_CCL22/relaxed_model_1_multimer_v3_pred_0.pdb,-12.4,8.6e-10
654,RaTG13-N_CCL14,RaTG13-N,CCL14,/AF23_complexes/complex_pdbs/RaTG13-N_CCL14/relaxed_model_1_multimer_v3_pred_0.pdb,-9.4,1.3e-07
655,SARS-CoV-2-BA.1.1-N_IL-27,SARS-CoV-2-BA.1.1-N,IL-27,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.1.1-N_IL-27/relaxed_model_1_multimer_v3_pred_0.pdb,-12.3,9.5e-10
656,SARS-CoV-2-B.1.1.529-N_CXCL9,SARS-CoV-2-B.1.1.529-N,CXCL9,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.529-N_CXCL9/relaxed_model_1_multimer_v3_pred_0.pdb,-8.0,1.5e-06
657,SARS-CoV-2-B.1.1.7-N_CCL5,SARS-CoV-2-B.1.1.7-N,CCL5,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.7-N_CCL5/relaxed_model_1_multimer_v3_pred_0.pdb,-11.3,5e-09
658,BANAL-20-52-N_CXCL8,BANAL-20-52-N,CXCL8,/AF23_complexes/complex_pdbs/BANAL-20-52-N_CXCL8/relaxed_model_1_multimer_v3_pred_0.pdb,-11.4,4.1e-09
659,SARS-CoV-2-B.1.1-N_IFNlambda1,SARS-CoV-2-B.1.1-N,IFNlambda1,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1-N_IFNlambda1/relaxed_model_1_multimer_v3_pred_0.pdb,-7.9,1.6e-06
660,SARS-CoV-N_CCL27,SARS-CoV-N,CCL27,/AF23_complexes/complex_pdbs/SARS-CoV-N_CCL27/relaxed_model_1_multimer_v3_pred_0.pdb,-13.3,1.8e-10
661,SARS-CoV-2-B.1.1.529-N_CXCL4,SARS-CoV-2-B.1.1.529-N,CXCL4,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.529-N_CXCL4/relaxed_model_1_multimer_v3_pred_0.pdb,-11.2,6.3e-09
662,SARS-CoV-2-B.1.351-N_CCL11,SARS-CoV-2-B.1.351-N,CCL11,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.351-N_CCL11/relaxed_model_1_multimer_v3_pred_0.pdb,-7.3,4.1e-06
663,SARS-CoV-2-B.1.617.2-DeltaA-N_CCL4L1,SARS-CoV-2-B.1.617.2-DeltaA-N,CCL4L1,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.617.2-DeltaA-N_CCL4L1/relaxed_model_1_multimer_v3_pred_0.pdb,-8.8,3.3e-07
664,SARS-CoV-2-BA.1.1-N_CX3CL1,SARS-CoV-2-BA.1.1-N,CX3CL1,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.1.1-N_CX3CL1/relaxed_model_1_multimer_v3_pred_0.pdb,-7.4,3.6e-06
665,SARS-CoV-2-BA.4-N_CCL20,SARS-CoV-2-BA.4-N,CCL20,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.4-N_CCL20/relaxed_model_1_multimer_v3_pred_0.pdb,-9.8,6.1e-08
666,SARS-CoV-2-BA.4-N_CXCL5,SARS-CoV-2-BA.4-N,CXCL5,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.4-N_CXCL5/relaxed_model_1_multimer_v3_pred_0.pdb,-9.5,1.1e-07
667,SARS-CoV-2-B.1.1.7-N_CXCL5,SARS-CoV-2-B.1.1.7-N,CXCL5,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.7-N_CXCL5/relaxed_model_1_multimer_v3_pred_0.pdb,-8.3,7.6e-07
668,SARS-CoV-2-P.1-N_CX3CL1,SARS-CoV-2-P.1-N,CX3CL1,/AF23_complexes/complex_pdbs/SARS-CoV-2-P.1-N_CX3CL1/relaxed_model_1_multimer_v3_pred_0.pdb,-8.1,1.2e-06
669,SARS-CoV-N_IL-1alpha,SARS-CoV-N,IL-1alpha,/AF23_complexes/complex_pdbs/SARS-CoV-N_IL-1alpha/relaxed_model_1_multimer_v3_pred_0.pdb,-10.0,4.6e-08
670,OC43-N_INFbeta,OC43-N,INFbeta,/AF23_complexes/complex_pdbs/OC43-N_INFbeta/relaxed_model_1_multimer_v3_pred_0.pdb,-11.1,6.9e-09
671,SARS-CoV-N_IL-12p70,SARS-CoV-N,IL-12p70,/AF23_complexes/complex_pdbs/SARS-CoV-N_IL-12p70/relaxed_model_1_multimer_v3_pred_0.pdb,-18.3,4e-14
672,SARS-CoV-2-B.1.1.529-N_IL-23,SARS-CoV-2-B.1.1.529-N,IL-23,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.529-N_IL-23/relaxed_model_1_multimer_v3_pred_0.pdb,-17.0,3.6e-13
673,SARS-CoV-2-BA.4-N_IL-27,SARS-CoV-2-BA.4-N,IL-27,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.4-N_IL-27/relaxed_model_1_multimer_v3_pred_0.pdb,-13.2,2e-10
674,SARS-CoV-N_CXCL4,SARS-CoV-N,CXCL4,/AF23_complexes/complex_pdbs/SARS-CoV-N_CXCL4/relaxed_model_1_multimer_v3_pred_0.pdb,-10.8,1.2e-08
675,SARS-CoV-2-BA.1.1-N_CCL4,SARS-CoV-2-BA.1.1-N,CCL4,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.1.1-N_CCL4/relaxed_model_1_multimer_v3_pred_0.pdb,-9.7,7.7e-08
676,SARS-CoV-N_CXCL5,SARS-CoV-N,CXCL5,/AF23_complexes/complex_pdbs/SARS-CoV-N_CXCL5/relaxed_model_1_multimer_v3_pred_0.pdb,-9.2,1.8e-07
677,SARS-CoV-2-B.1.351-N_CXCL4,SARS-CoV-2-B.1.351-N,CXCL4,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.351-N_CXCL4/relaxed_model_1_multimer_v3_pred_0.pdb,-10.4,2.6e-08
678,SARS-CoV-2-WA1-N_IL-18,SARS-CoV-2-WA1-N,IL-18,/AF23_complexes/complex_pdbs/SARS-CoV-2-WA1-N_IL-18/relaxed_model_1_multimer_v3_pred_0.pdb,-14.5,2.2e-11
679,MERS-CoV-N_IL-1beta,MERS-CoV-N,IL-1beta,/AF23_complexes/complex_pdbs/MERS-CoV-N_IL-1beta/relaxed_model_1_multimer_v3_pred_0.pdb,-11.1,6.9e-09
680,RaTG13-N_CCL23,RaTG13-N,CCL23,/AF23_complexes/complex_pdbs/RaTG13-N_CCL23/relaxed_model_1_multimer_v3_pred_0.pdb,-8.9,2.8e-07
681,SARS-CoV-2-XBB-N_IL-35,SARS-CoV-2-XBB-N,IL-35,/AF23_complexes/complex_pdbs/SARS-CoV-2-XBB-N_IL-35/relaxed_model_1_multimer_v3_pred_0.pdb,-15.6,3.6e-12
682,SARS-CoV-2-B.1.1-N_IL-12p70,SARS-CoV-2-B.1.1-N,IL-12p70,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1-N_IL-12p70/relaxed_model_1_multimer_v3_pred_0.pdb,-13.2,2.2e-10
683,SARS-CoV-2-XBB-N_CCL15,SARS-CoV-2-XBB-N,CCL15,/AF23_complexes/complex_pdbs/SARS-CoV-2-XBB-N_CCL15/relaxed_model_1_multimer_v3_pred_0.pdb,-13.5,1.3e-10
684,MERS-CoV-N_CCL23,MERS-CoV-N,CCL23,/AF23_complexes/complex_pdbs/MERS-CoV-N_CCL23/relaxed_model_1_multimer_v3_pred_0.pdb,-10.9,1.1e-08
685,SARS-CoV-2-B.1.1.529-N_IFNomega,SARS-CoV-2-B.1.1.529-N,IFNomega,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.529-N_IFNomega/relaxed_model_1_multimer_v3_pred_0.pdb,-16.7,5.4e-13
686,MERS-CoV-N_CCL5,MERS-CoV-N,CCL5,/AF23_complexes/complex_pdbs/MERS-CoV-N_CCL5/relaxed_model_1_multimer_v3_pred_0.pdb,-7.6,2.7e-06
687,SARS-CoV-2-BA.1.1-N_IL-17a,SARS-CoV-2-BA.1.1-N,IL-17a,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.1.1-N_IL-17a/relaxed_model_1_multimer_v3_pred_0.pdb,-14.0,5.1e-11
688,SARS-CoV-2-BA.1.1-N_IL-1beta,SARS-CoV-2-BA.1.1-N,IL-1beta,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.1.1-N_IL-1beta/relaxed_model_1_multimer_v3_pred_0.pdb,-8.8,3.6e-07
689,SARS-CoV-2-BA.2-N_CCL4,SARS-CoV-2-BA.2-N,CCL4,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.2-N_CCL4/relaxed_model_1_multimer_v3_pred_0.pdb,-8.3,8.8e-07
690,SARS-CoV-2-B.1.1.529-N_IL-10,SARS-CoV-2-B.1.1.529-N,IL-10,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.529-N_IL-10/relaxed_model_1_multimer_v3_pred_0.pdb,-5.3,0.00013
691,SARS-CoV-N_CCL2,SARS-CoV-N,CCL2,/AF23_complexes/complex_pdbs/SARS-CoV-N_CCL2/relaxed_model_1_multimer_v3_pred_0.pdb,-8.9,2.9e-07
692,SARS-CoV-2-B.1.351-N_CCL3L1,SARS-CoV-2-B.1.351-N,CCL3L1,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.351-N_CCL3L1/relaxed_model_1_multimer_v3_pred_0.pdb,-7.4,3.9e-06
693,MERS-CoV-N_IL-18,MERS-CoV-N,IL-18,/AF23_complexes/complex_pdbs/MERS-CoV-N_IL-18/relaxed_model_1_multimer_v3_pred_0.pdb,-10.4,2.4e-08
