experiment_name,n_protein,cytokine_protein,haddock_best_cluster,haddock_best_pdb_path,haddock_Nstruc,haddock_Evdw+0.1Eelec,haddock_Evdw+0.1Eelec_sd,haddock_Evdw,haddock_Evdw_sd,haddock_Eelec,haddock_Eelec_sd,haddock_Eair,Eair_sd,haddock_Edesolv,haddock_Edesolv_sd,haddock_AIRviol,haddock_AIRviol_sd,haddock_dihedviol,haddock_dihedviol_sd,haddock_BSA,haddock_BSA_sd,haddock-score,haddock-score_sd,haddock_prodigy_deltaG_kcalpermol,haddock_prodigy_dissociation_constant_M,haddock_foldx_intraclashes_group1,haddock_foldx_intraclashes_group2,haddock_foldx_deltaG_kcalpermol,haddock_foldx_stability_group1,haddock_foldx_stability_group2,cytokine_class,dist_from_SARS-CoV-2-WA1-N_A,af2_experiment_name,af2_best_model_pred,af2_iptm+ptm,af2_gdock,af2_total_score,af2_negative_energy,af2_Group1,af2_Group2,af2_IntraclashesGroup1,af2_IntraclashesGroup2,af2_foldx_dG,af2_Backbone Hbond,af2_Sidechain Hbond,af2_Van der Waals,af2_Electrostatics,af2_Solvation Polar,af2_Solvation Hydrophobic,af2_Van der Waals clashes,af2_entropy sidechain,af2_entropy mainchain,af2_sloop_entropy,af2_mloop_entropy,af2_cis_bond,af2_torsional clash,af2_backbone clash,af2_helix dipole,af2_water bridge,af2_disulfide,af2_electrostatic kon,af2_partial covalent bonds,af2_energy Ionisation,af2_Entropy Complex,af2_Number of Residues,af2_Interface Residues,af2_Interface Residues Clashing,af2_Interface Residues VdW Clashing,af2_Interface Residues BB Clashing,af2_wet_hit,af2_best_pdb_path,af2_prodigy_deltaG_kcalpermol,af2_prodigy_dissociation_constant_M,wa1_wet_hit,oc43_wet_hit,wet_hit
SARS-CoV-2-BA.1.1-N__CXCL16,SARS-CoV-2-BA.1.1-N,CXCL16,1,./results/SARS-CoV-2-BA.1.1-N__CXCL16/run1/structures/it1/water/SARS-CoV-2-BA.1.1-N__CXCL16_4w.pdb,6,-75.81,9.01,-37.55,9.03,-382.65,26.99,3830.81,264.78,8.587,6.042,64,0,0,0,2908.922,359.061,277.589,25.281,-9.7,8e-8,25.7192,35.0951,-7.28584,278.465,194.769,α-Chemokine,0.09805806756909202,SARS-CoV-2-BA.1.1-N__CXCL16,model_3_multimer_v3_pred_0,0.168861088,0.894081663293013,1.06294275167894,FALSE,A,B,31.539,51.3735,19.4189,-9.35235,-11.8639,-47.1554,-4.0862,72.3158,-60.3547,40.1051,18.0551,16.4218,0,0,0.457468,6.00973,16.0195,-0.0260648,0,0,-1.40892,0,0.301474,2.384,641,108,5,5,0,FALSE,./best_AF2_and_GDock/SARS-CoV-2-BA.1.1-N_CXCL16_relaxed_model_3_multimer_v3_pred_0.pdb,-21.1,3.3e-16,FALSE,FALSE,Not Wet Hit
BANAL-20-52-N__TNFbeta,BANAL-20-52-N,TNFbeta,4,./results/BANAL-20-52-N__TNFbeta/run1/structures/it1/water/BANAL-20-52-N__TNFbeta_66w.pdb,4,-91.96,3.17,-67.28,4.8,-246.75,21.06,3021.2,276.47,-13.214,0.972,52,0,0,0,2722.93,34.008,172.273,30.207,-12.5,7e-10,25.4502,11.5597,-7.28488,251.951,36.5473,Tumor Necrosis Factor,0.08461621909897774,BANAL-20-52-N__TNFbeta,model_3_multimer_v3_pred_2,0.183318534,0.89352995233535,1.07684848606246,FALSE,A,B,39.166,17.0888,9.59332,-3.0597,-4.20923,-23.6436,-1.00676,40.1439,-30.522,7.02985,9.64569,9.77314,0,0,1.98774,3.32165,7.97606,0,0,0,-0.0443206,0,0.176946,2.384,590,58,3,1,2,FALSE,./best_AF2_and_GDock/BANAL-20-52-N_TNFbeta_relaxed_model_3_multimer_v3_pred_2.pdb,-13,2.9e-10,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-BA.4-N__IFNA2,SARS-CoV-2-BA.4-N,IFNA2,2,./results/SARS-CoV-2-BA.4-N__IFNA2/run1/structures/it1/water/SARS-CoV-2-BA.4-N__IFNA2_57w.pdb,4,-93.73,14.2,-44.15,11.21,-495.73,30.49,3319.02,191.23,19.318,2.13,56.5,0,0,0,2602.267,216.722,207.92,26.817,-12.8,3.8e-10,23.8529,13.2814,-7.27249,276.671,-4.90927,Interferon,0.10963225241337865,SARS-CoV-2-BA.4-N__IFNA2,model_4_multimer_v3_pred_0,0.70205615,0.983287906574027,1.68534405674191,TRUE,A,B,31.5016,5.67189,-33.4629,-4.16461,-14.5251,-24.7505,-5.61542,28.0927,-37.4735,1.45285,20.5145,3.25647,0,0,0,0.201338,5.82607,0.337479,0,0,-0.902863,0,0.113826,2.384,581,66,0,0,0,FALSE,./best_AF2_and_GDock/SARS-CoV-2-BA.4-N_IFNA2_relaxed_model_4_multimer_v3_pred_0.pdb,-12,1.5e-9,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-BA.4-N__CCL25,SARS-CoV-2-BA.4-N,CCL25,18,./results/SARS-CoV-2-BA.4-N__CCL25/run1/structures/it1/water/SARS-CoV-2-BA.4-N__CCL25_9w.pdb,2,-98.97,20.82,-65.95,22,-330.15,11.73,3058.05,135.7,10.762,2.999,50,0,0,0,2401.315,546.025,184.584,36.22,-13.1,2.6e-10,25.4389,25.1494,-7.26952,272.583,96.4528,β-Chemokine,0.10963225241337865,SARS-CoV-2-BA.4-N__CCL25,model_4_multimer_v3_pred_0,0.497985266,0.706019639752436,1.20400490545177,TRUE,A,B,11.0212,14.203,-18.0088,-10.6991,-6.43676,-29.1469,-5.57569,42.9424,-33.9206,2.95882,11.5036,10.776,0,0,0,0.631652,7.28703,-0.0925226,0,0,-0.958049,0,0.00838567,2.384,542,75,1,1,0,FALSE,./best_AF2_and_GDock/SARS-CoV-2-BA.4-N_CCL25_relaxed_model_4_multimer_v3_pred_0.pdb,-14.6,2.1e-11,FALSE,TRUE,HCoV-OC43 Wet Hit
SARS-CoV-2-B.1.1.7-N__IL-1alpha,SARS-CoV-2-B.1.1.7-N,IL-1alpha,1,./results/SARS-CoV-2-B.1.1.7-N__IL-1alpha/run1/structures/it1/water/SARS-CoV-2-B.1.1.7-N__IL-1alpha_142w.pdb,4,-79.83,3.06,-69.37,2.21,-104.55,35.24,3457.14,319.98,5.04,1.264,54.5,0,0,0,2197.283,37.761,260.474,36.321,-11.6,2.9e-9,24.4451,13.8334,-7.24596,253.24,28.9454,Interleukin,0.09770639374920631,SARS-CoV-2-B.1.1.7-N__IL-1alpha,model_3_multimer_v3_pred_3,0.189769977,0.944526123455066,1.13429610044463,TRUE,A,B,39.1223,5.92466,-3.65421,-3.92192,-14.2561,-26.8753,-0.765873,44.6617,-34.163,6.3573,12.5921,12.2738,0,0,0,0.55696,13.9847,0.017599,0,0,-0.188159,0,0.056607,2.384,569,64,3,1,3,FALSE,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.7-N_IL-1alpha_relaxed_model_3_multimer_v3_pred_3.pdb,-15.1,8.3e-12,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-WA1-N__XCL1,SARS-CoV-2-WA1-N,XCL1,3,./results/SARS-CoV-2-WA1-N__XCL1/run1/structures/it1/water/SARS-CoV-2-WA1-N__XCL1_73w.pdb,6,-100.8,9.13,-80.06,8.63,-207.36,44.03,3126.38,254.81,11.278,3.339,53.83,0,0,0,2838.573,168.153,202.383,17.531,-11.9,2e-9,23.4464,6.64259,-7.2184,258.922,56.6354,γ-Chemokine,0,SARS-CoV-2-WA1-N__XCL1,model_3_multimer_v3_pred_3,0.181494205,0.93192170703717,1.11341591240818,FALSE,A,B,19.5548,8.92332,18.7556,-3.84003,-4.5681,-18.808,-1.53709,30.1128,-25.4875,16.5223,11.7979,11.6045,0,0,1.89233,1.81041,22.1446,-0.0429749,0,0,-0.708626,0,0.00767102,2.384,512,41,6,3,6,FALSE,./best_AF2_and_GDock/SARS-CoV-2-WA1-N_XCL1_relaxed_model_3_multimer_v3_pred_3.pdb,-11.9,1.9e-9,FALSE,FALSE,Not Wet Hit
OC43-N__CXCL5,OC43-N,CXCL5,6,./results/OC43-N__CXCL5/run1/structures/it1/water/OC43-N__CXCL5_166w.pdb,5,-72.71,13.65,-50.92,10.61,-217.92,69.67,3216.55,158.72,-2.753,3.049,52.4,0,0,0,2175.614,287.639,224.402,20.177,-14.5,2.3e-11,30.2804,4.92578,-7.21646,286.497,23.8113,α-Chemokine,0.7985957062499249,OC43-N__CXCL5,model_2_multimer_v3_pred_0,0.323946249,0.964975819188011,1.28892206844756,TRUE,A,B,26.9268,5.37547,-11.0994,-3.01116,-4.74558,-29.0392,-1.04702,41.5035,-39.6683,3.92743,14.3375,6.09692,0,0,0,0.589246,6.48163,-0.295768,0,0,0.229396,0,0.0235976,2.384,525,69,0,0,0,FALSE,./best_AF2_and_GDock/OC43-N_CXCL5_relaxed_model_2_multimer_v3_pred_0.pdb,-14.4,2.7e-11,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-B.1.617.2-DeltaA-N__CCL20,SARS-CoV-2-B.1.617.2-DeltaA-N,CCL20,5,./results/SARS-CoV-2-B.1.617.2-DeltaA-N__CCL20/run1/structures/it1/water/SARS-CoV-2-B.1.617.2-DeltaA-N__CCL20_164w.pdb,4,-91.11,7.1,-76.08,6.1,-150.36,29.2,3049.82,104.39,-1.124,2.636,50.25,0,0,0,2221.575,60.374,193.206,7.957,-11.1,7.8e-9,26.2188,6.09932,-7.21607,269.801,14.7596,β-Chemokine,0.08461621909897774,SARS-CoV-2-B.1.617.2-DeltaA-N__CCL20,model_3_multimer_v3_pred_3,0.29228961,0.952256353343856,1.24454596365012,FALSE,A,B,25.8947,4.86242,5.39758,-2.24733,-2.2836,-18.1412,-1.47321,28.4689,-22.9796,8.45727,6.95185,8.29868,0,0,0,1.25174,8.9147,0.0711499,0,0,-1.02126,0,0.0442266,2.384,489,58,3,2,3,FALSE,./best_AF2_and_GDock/SARS-CoV-2-B.1.617.2-DeltaA-N_CCL20_relaxed_model_3_multimer_v3_pred_3.pdb,-11.6,3.2e-9,FALSE,TRUE,HCoV-OC43 Wet Hit
SARS-CoV-2-XBB-N__CCL4,SARS-CoV-2-XBB-N,CCL4,13,./results/SARS-CoV-2-XBB-N__CCL4/run1/structures/it1/water/SARS-CoV-2-XBB-N__CCL4_41w.pdb,4,-114.27,15.26,-85.27,14.03,-290,33.05,2577.6,145.85,0.392,3.505,44.5,0,0,0,2629.517,96.382,114.885,33.625,-13.6,1.1e-10,21.5791,5.80095,-7.21432,243.21,36.7162,β-Chemokine,0.10963225241337865,SARS-CoV-2-XBB-N__CCL4,model_4_multimer_v3_pred_1,0.632069356,0.906890310858452,1.53895966670823,TRUE,A,B,18.6721,1.90328,-19.2041,-4.81518,-8.98281,-22.0185,-8.08758,34.6281,-26.6618,2.44298,9.53467,6.5878,0,0,0,0.223495,5.15902,0.0701172,0,0,-2.12539,0,0,2.384,485,68,0,0,0,FALSE,./best_AF2_and_GDock/SARS-CoV-2-XBB-N_CCL4_relaxed_model_4_multimer_v3_pred_1.pdb,-12.3,9.1e-10,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-B.1.1-N__XCL1,SARS-CoV-2-B.1.1-N,XCL1,2,./results/SARS-CoV-2-B.1.1-N__XCL1/run1/structures/it1/water/SARS-CoV-2-B.1.1-N__XCL1_40w.pdb,5,-101.04,12.19,-67.41,11.81,-336.25,12.95,3063.05,83.94,27.35,3.245,50.8,0,0,0,2847.538,261.61,198.995,19.077,-14.1,4.7e-11,28.2748,8.08341,-7.20768,264.545,58.0048,γ-Chemokine,0.06908885358534668,SARS-CoV-2-B.1.1-N__XCL1,model_3_multimer_v3_pred_1,0.20446252,0.973804879414816,1.1782673996504,FALSE,A,B,38.7396,13.9038,17.2754,-1.79516,-5.95522,-21.6623,-2.09266,33.3835,-28.9878,20.3916,10.6898,13.0551,0,0,0,1.20729,16.7045,-0.423467,0,0,-0.548016,0,0.0127434,2.384,512,50,10,7,7,FALSE,./best_AF2_and_GDock/SARS-CoV-2-B.1.1-N_XCL1_relaxed_model_3_multimer_v3_pred_1.pdb,-13.4,1.5e-10,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-BQ.1-N__CCL16,SARS-CoV-2-BQ.1-N,CCL16,1,./results/SARS-CoV-2-BQ.1-N__CCL16/run1/structures/it1/water/SARS-CoV-2-BQ.1-N__CCL16_169w.pdb,7,-93.89,7.23,-62.33,6.78,-315.65,44.63,2984.52,166.69,28.316,1.303,48.29,0,0,0,2911.114,278.844,201.311,12.242,-12.8,4.2e-10,26.7744,8.10512,-7.18893,252.426,45.0053,β-Chemokine,0.10963225241337865,SARS-CoV-2-BQ.1-N__CCL16,model_3_multimer_v3_pred_4,0.194514578,0.935344654026385,1.1298592320599,FALSE,A,B,35.3846,8.56218,4.66559,-7.36487,-8.87457,-26.9132,-3.52737,45.997,-35.2589,15.482,13.871,7.91831,0,0,0,3.46463,18.4107,-0.0629976,0,0,-0.173759,0,0.108309,2.384,513,65,9,5,7,FALSE,./best_AF2_and_GDock/SARS-CoV-2-BQ.1-N_CCL16_relaxed_model_3_multimer_v3_pred_4.pdb,-14,5.1e-11,FALSE,FALSE,Not Wet Hit
OC43-N__IL-12p70,OC43-N,IL-12p70,1,./results/OC43-N__IL-12p70/run1/structures/it1/water/OC43-N__IL-12p70_52w.pdb,4,-122.47,3.05,-40.61,3.28,-818.62,24.94,5562.04,96.28,50.534,2.95,92,0,0,0,3379.122,62.027,402.403,6.956,-12.7,4.7e-10,32.4914,34.2533,-7.14189,288.828,36.5902,Interleukin,0.7985957062499249,OC43-N__IL-12p70,model_2_multimer_v3_pred_3,0.442971019,0.961848735317608,1.40481975478058,TRUE,A,B,75.6406,12.0092,34.3978,-4.8466,-9.47399,-19.8845,-4.88244,34.5033,-24.8335,43.8993,12.6644,7.43923,0,0,0,0.517404,7.01809,0.00186051,0,0,-0.706652,0,0,2.384,951,59,5,4,2,FALSE,./best_AF2_and_GDock/OC43-N_IL-12p70_relaxed_model_2_multimer_v3_pred_3.pdb,-19.9,2.7e-15,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-P.1-N__CXCL7,SARS-CoV-2-P.1-N,CXCL7,6,./results/SARS-CoV-2-P.1-N__CXCL7/run1/structures/it1/water/SARS-CoV-2-P.1-N__CXCL7_14w.pdb,5,-113.11,14.3,-85.34,10.35,-277.66,61.67,2659.7,128.94,20.71,3.252,47.8,0,0,0,2975.702,392.978,145.803,26.405,-14.6,2.1e-11,24.044,3.49335,-7.09341,279.725,53.8328,α-Chemokine,0.08461621909897774,SARS-CoV-2-P.1-N__CXCL7,model_4_multimer_v3_pred_4,0.274954733,0.958619697678551,1.23357443033433,TRUE,A,B,16.2328,2.88398,-8.37114,-6.54543,-7.98424,-13.837,-2.59932,21.5762,-16.4202,1.54895,10.4508,6.36279,0,0,0,0.38095,1.12031,-0.0737725,0,0,-1.25047,0,0.0196821,2.384,513,48,0,0,0,FALSE,./best_AF2_and_GDock/SARS-CoV-2-P.1-N_CXCL7_relaxed_model_4_multimer_v3_pred_4.pdb,-10,4.4e-8,FALSE,FALSE,Not Wet Hit
OC43-N__CXCL6,OC43-N,CXCL6,1,./results/OC43-N__CXCL6/run1/structures/it1/water/OC43-N__CXCL6_144w.pdb,5,-99.3,9.27,-72.88,9.99,-264.23,9.66,3341.73,138.14,16.999,4.107,51.6,0,0,0,2740.128,181.216,225.446,15.447,-13.2,2e-10,28.0788,2.94013,-7.07591,289.308,26.1295,α-Chemokine,0.7985957062499249,OC43-N__CXCL6,model_4_multimer_v3_pred_4,0.528737353,0.972099946904945,1.50083729968078,TRUE,A,B,14.1546,4.45396,-24.213,-6.09521,-15.397,-30.0897,-5.01713,38.7418,-42.887,2.13061,25.9551,9.87411,0,0,0.0204731,1.3433,7.67468,-1.10896,0,8.88e-16,-1.68332,0,0,2.384,525,102,1,0,1,FALSE,./best_AF2_and_GDock/OC43-N_CXCL6_relaxed_model_4_multimer_v3_pred_4.pdb,-13.1,2.3e-10,FALSE,FALSE,Not Wet Hit
SARS-CoV-N__CXCL7,SARS-CoV-N,CXCL7,1,./results/SARS-CoV-N__CXCL7/run1/structures/it1/water/SARS-CoV-N__CXCL7_64w.pdb,4,-106.7,8.73,-69.03,9.24,-376.7,52.71,3138.4,108.61,11.306,7.327,50,0,0,0,2770.315,148.577,180.776,13.643,-11.9,2e-9,27.2209,3.57181,-7.05563,271.926,47.0462,α-Chemokine,0.29716239543411815,SARS-CoV-N__CXCL7,model_1_multimer_v3_pred_3,0.249632304,0.965515939687236,1.2151482433453,TRUE,A,B,22.196,3.90183,-9.85079,-4.20142,-12.2104,-18.4435,-2.65873,27.6614,-24.5788,2.53874,14.3283,7.84229,0,0,0,0.262001,2.72799,-0.194365,0,-8.88e-16,-0.217764,0,0.0215073,2.384,516,48,0,0,0,FALSE,./best_AF2_and_GDock/SARS-CoV-N_CXCL7_relaxed_model_1_multimer_v3_pred_3.pdb,-10.9,9.3e-9,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-B.1.351-N__CCL17,SARS-CoV-2-B.1.351-N,CCL17,10,./results/SARS-CoV-2-B.1.351-N__CCL17/run1/structures/it1/water/SARS-CoV-2-B.1.351-N__CCL17_108w.pdb,4,-105.6,9.2,-74.22,7.71,-313.84,27.77,2806.29,77.5,16.642,2.545,46,0,0,0,2620.035,134.54,160.285,10.818,-13,2.7e-10,32.0554,5.28553,-7.01286,277.84,14.0921,β-Chemokine,0.048853196874603155,SARS-CoV-2-B.1.351-N__CCL17,model_4_multimer_v3_pred_1,0.253353105,0.939380920687261,1.19273402588549,TRUE,A,B,26.3005,10.7808,-2.44578,-6.49711,-11.5701,-34.4751,-4.23813,54.5786,-43.1228,14.4808,17.2296,10.9226,0,0,0,0.948619,32.6956,0.279886,0,-8.88e-16,-0.982695,0,0,2.384,490,67,15,5,12,FALSE,./best_AF2_and_GDock/SARS-CoV-2-B.1.351-N_CCL17_relaxed_model_4_multimer_v3_pred_1.pdb,-15.3,6.3e-12,FALSE,FALSE,Not Wet Hit
OC43-N__CCL24,OC43-N,CCL24,1,./results/OC43-N__CCL24/run1/structures/it1/water/OC43-N__CCL24_29w.pdb,17,-112.22,9.52,-101.77,8.2,-104.54,25.86,3335.38,373.44,-9.05,3.695,54.59,0,0,0,3230.106,196.451,201.811,39.387,-15.6,3.8e-12,29.0015,5.88821,-7.00584,294.496,36.5301,β-Chemokine,0.7985957062499249,OC43-N__CCL24,model_5_multimer_v3_pred_0,0.26982612,0.969946622343181,1.23977274229289,TRUE,A,B,38.2315,4.42191,-6.74955,-5.44096,-8.58127,-34.2827,-1.71702,49.3411,-44.2469,6.94246,15.4517,16.2158,0,0,0,0.314402,13.4427,0.0591865,0,-8.88e-16,-0.805337,0,4.16e-17,2.384,549,74,4,2,2,FALSE,./best_AF2_and_GDock/OC43-N_CCL24_relaxed_model_5_multimer_v3_pred_0.pdb,-13,3.1e-10,FALSE,FALSE,Not Wet Hit
SARS-CoV-N__CXCL12alpha,SARS-CoV-N,CXCL12alpha,5,./results/SARS-CoV-N__CXCL12alpha/run1/structures/it1/water/SARS-CoV-N__CXCL12alpha_125w.pdb,8,-106.2,11.04,-69.42,9.95,-367.88,42.45,2660.47,117.31,20.086,2.797,44.25,0,0,0,2471.154,168.79,143.141,21.581,-14.8,1.3e-11,25.5283,4.93262,-6.98971,250.63,40.1056,α-Chemokine,0.29716239543411815,SARS-CoV-N__CXCL12alpha,model_4_multimer_v3_pred_3,0.358832003,0.959727687388583,1.31855969074586,TRUE,A,B,22.3525,3.69771,-6.62017,-9.54309,-15.9566,-28.3213,-1.6385,41.774,-32.4466,4.15046,21.1077,14.6175,0,0,0,0.482367,6.5829,-0.0301902,0,0,-0.859361,0,0.0433479,2.384,490,70,0,0,0,FALSE,./best_AF2_and_GDock/SARS-CoV-N_CXCL12alpha_relaxed_model_4_multimer_v3_pred_3.pdb,-14.3,3.3e-11,FALSE,TRUE,HCoV-OC43 Wet Hit
SARS-CoV-2-BA.2-N__CXCL6,SARS-CoV-2-BA.2-N,CXCL6,3,./results/SARS-CoV-2-BA.2-N__CXCL6/run1/structures/it1/water/SARS-CoV-2-BA.2-N__CXCL6_130w.pdb,5,-94.14,10.32,-71.97,13.76,-221.69,40.11,2681.96,136.46,5.32,3.486,43.8,0,0,0,2611.394,83.306,157.211,13.391,-14.4,2.9e-11,18.3356,5.43286,-6.95959,247.84,25.6266,α-Chemokine,0.09805806756909202,SARS-CoV-2-BA.2-N__CXCL6,model_3_multimer_v3_pred_0,0.325407477,0.97589031055827,1.30129778740859,TRUE,A,B,20.3199,4.4335,-13.2472,-4.02228,-5.08776,-19.8176,-1.45144,23.8555,-28.5252,2.1865,13.1552,6.44559,0,0,0,0.647931,7.44705,-0.155686,0,0,-0.477915,0,0,2.384,493,55,2,0,2,FALSE,./best_AF2_and_GDock/SARS-CoV-2-BA.2-N_CXCL6_relaxed_model_3_multimer_v3_pred_0.pdb,-9.3,1.5e-7,FALSE,FALSE,Not Wet Hit
RaTG13-N__TNFbeta,RaTG13-N,TNFbeta,1,./results/RaTG13-N__TNFbeta/run1/structures/it1/water/RaTG13-N__TNFbeta_14w.pdb,6,-113.04,6.31,-84.08,6.59,-289.66,49.69,3342.24,225.67,-1.061,3.299,59.17,0,0,0,2884.733,177.557,191.153,22.158,-14.1,4.3e-11,30.436,12.1334,-6.95091,267.136,45.2822,Tumor Necrosis Factor,0.09770639374920631,RaTG13-N__TNFbeta,model_3_multimer_v3_pred_3,0.182873846,0.964632118498266,1.14750596440578,FALSE,A,B,52.8949,8.00636,0.905162,-1.82025,-5.18451,-18.3981,0.253362,26.8631,-23.6702,5.68244,7.48975,9.16544,0,0,0,0.318935,6.79193,0,0,0,0.16617,0,0.0390951,2.384,590,55,3,2,1,FALSE,./best_AF2_and_GDock/RaTG13-N_TNFbeta_relaxed_model_3_multimer_v3_pred_3.pdb,-11.5,3.5e-9,FALSE,FALSE,Not Wet Hit
SARS-CoV-N__IL-13,SARS-CoV-N,IL-13,9,./results/SARS-CoV-N__IL-13/run1/structures/it1/water/SARS-CoV-N__IL-13_47w.pdb,4,-97.35,7.74,-65.17,5.68,-321.88,28.41,3239.63,64.33,11.988,2.474,51.5,0,0,0,2444.793,125.666,206.409,8.152,-12.7,5.1e-10,22.0965,8.7119,-6.94657,272.618,18.5104,Interleukin,0.29716239543411815,SARS-CoV-N__IL-13,model_3_multimer_v3_pred_3,0.207788703,0.916724483272584,1.12451318656231,TRUE,A,B,25.4567,5.83215,-1.59952,-4.97249,-5.31972,-24.1743,0.264497,38.6768,-30.2563,6.16022,8.20796,8.18126,0,0,0,2.02782,6.29815,-0.650054,0,0,0.221158,0,0.0335995,2.384,532,49,2,1,1,FALSE,./best_AF2_and_GDock/SARS-CoV-N_IL-13_relaxed_model_3_multimer_v3_pred_3.pdb,-11.2,6.3e-9,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-B.1.1.529-N__CXCL10,SARS-CoV-2-B.1.1.529-N,CXCL10,2,./results/SARS-CoV-2-B.1.1.529-N__CXCL10/run1/structures/it1/water/SARS-CoV-2-B.1.1.529-N__CXCL10_73w.pdb,5,-89.19,12.99,-68.9,14,-202.91,60.02,2817.29,86.62,16.119,2.911,49,0,0,0,2415.592,179.315,188.369,13.954,-14.2,4.2e-11,22.8293,2.8246000000000002,-6.92064,263.116,15.4839,α-Chemokine,0.08492077756084468,SARS-CoV-2-B.1.1.529-N__CXCL10,model_3_multimer_v3_pred_2,0.346278472,0.957403439958451,1.30368191211722,TRUE,A,B,25.4588,2.28932,-4.01762,-2.9207,-2.76787,-12.0096,-0.496389,18.5225,-16.5706,0.393758,6.80799,5.01696,0,0,0,0.0245374,2.44461,-0.122193,0,0,0.104026,0,0,2.384,493,42,0,0,0,TRUE,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.529-N_CXCL10_relaxed_model_3_multimer_v3_pred_2.pdb,-7.9,1.6e-6,TRUE,TRUE,SARS-CoV-2 Wet Hit
SARS-CoV-2-WA1-N__CCL28,SARS-CoV-2-WA1-N,CCL28,1,./results/SARS-CoV-2-WA1-N__CCL28/run1/structures/it1/water/SARS-CoV-2-WA1-N__CCL28_200w.pdb,5,-101.78,23.27,-68.88,21.83,-328.96,56.95,3080.49,246.17,15.271,4.16,52,0,0,0,2908.144,496.331,198.177,39.404,-16.1,1.4e-12,22.6943,6.87094,-6.90499,265.625,65.886,β-Chemokine,0,SARS-CoV-2-WA1-N__CCL28,model_2_multimer_v3_pred_3,0.20757065,0.97810931830447,1.18567996826099,TRUE,A,B,31.692,11.0338,-0.987037,-4.73181,-7.54788,-19.7038,-5.548,32.8447,-24.0024,13.32,8.63733,6.39936,0,0,0,1.03272,4.84848,-0.117783,0,0,-1.56947,0,-2.22e-16,2.384,527,53,7,7,1,TRUE,./best_AF2_and_GDock/SARS-CoV-2-WA1-N_CCL28_relaxed_model_2_multimer_v3_pred_3.pdb,-13.5,1.2e-10,TRUE,TRUE,SARS-CoV-2 Wet Hit
SARS-CoV-N__IFNomega,SARS-CoV-N,IFNomega,2,./results/SARS-CoV-N__IFNomega/run1/structures/it1/water/SARS-CoV-N__IFNomega_83w.pdb,5,-90.13,3.4,-66.43,5,-237.03,22.83,3215.41,183.96,14.889,2.069,56.4,0,0,0,2567.904,141.461,222.592,18.905,-12.8,4e-10,23.4192,11.3011,-6.90386,276.113,-1.02928,Interferon,0.29716239543411815,SARS-CoV-N__IFNomega,model_1_multimer_v3_pred_4,0.303744787,0.985423844393323,1.28916863118485,TRUE,A,B,40.4547,9.06726,-17.5452,-3.15568,-3.1271,-40.8235,-7.03408,48.4775,-58.5217,20.056,19.0496,7.36195,0,0,0,1.02826,8.70489,0.209301,0,0,-1.17575,0,0.109877,2.384,596,101,6,6,0,FALSE,./best_AF2_and_GDock/SARS-CoV-N_IFNomega_relaxed_model_1_multimer_v3_pred_4.pdb,-14.5,2.2e-11,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-B.1.1.529-N__IFNbeta,SARS-CoV-2-B.1.1.529-N,IFNbeta,21,./results/SARS-CoV-2-B.1.1.529-N__IFNbeta/run1/structures/it1/water/SARS-CoV-2-B.1.1.529-N__IFNbeta_64w.pdb,2,-134.97,0.47,-94.11,1.69,-408.54,21.57,3109.52,83.97,20.949,1.646,51,0,0,0,3340.015,33.855,156.077,4.123,-13.4,1.5e-10,25.4747,7.93032,-6.88019,260.072,-5.66793,Interferon,0.08492077756084468,SARS-CoV-2-B.1.1.529-N__IFNbeta,model_1_multimer_v3_pred_1,0.270772526,0.893896879464954,1.16466940512675,TRUE,A,B,67.1976,7.26875,-21.1547,-4.43304,-5.69449,-21.5012,-2.34908,26.5319,-30.1804,3.07091,11.5654,2.26073,0,0,0,0.704637,7.46042,-0.192379,0,0,-0.95087,0,0.0133225,2.384,582,61,0,0,0,FALSE,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.529-N_IFNbeta_relaxed_model_1_multimer_v3_pred_1.pdb,-11.7,2.7e-9,FALSE,FALSE,Not Wet Hit
