protein_A,protein_B,experiment,model,iptm+ptm,Interaction Energy,Pdb,Group1,Group2,IntraclashesGroup1,IntraclashesGroup2,Backbone Hbond,Sidechain Hbond,Van der Waals,Electrostatics,Solvation Polar,Solvation Hydrophobic,Van der Waals clashes,entropy sidechain,entropy mainchain,sloop_entropy,mloop_entropy,cis_bond,torsional clash,backbone clash,helix dipole,water bridge,disulfide,electrostatic kon,partial covalent bonds,energy Ionisation,Entropy Complex,Number of Residues,Interface Residues,Interface Residues Clashing,Interface Residues VdW Clashing,Interface Residues BB Clashing,wet_hit,is_max
OC43-N,IL-6,OC43-N_IL-6,model_2_multimer_v3_pred_2,0.31256485,-13.9015,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/OC43-N_IL-6/relaxed_model_2_multimer_v3_pred_2_Repair.pdb,A,B,46.291,5.96626,-6.23557,-6.55295,-16.9125,-2.51815,21.271,-22.6922,1.46985,15.7022,4.64739,0,0,0,0.235355,4.30996,-0.582264,0,8.88E-16,-1.73378,0,-5.55E-17,2.384,633,76,0,0,0,FALSE,TRUE
SARS-CoV-2-BA.4-N,CXCL2,SARS-CoV-2-BA.4-N_CXCL2,model_1_multimer_v3_pred_3,0.43690058,-13.8864,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BA.4-N_CXCL2/relaxed_model_1_multimer_v3_pred_3_Repair.pdb,A,B,10.7326,1.98222,-6.65344,-6.56796,-12.797,-0.694633,15.6877,-18.0279,0.0862132,10.8575,4.49513,0,0,0,0.0576321,1.35879,0.0959597,0,0,-0.425688,0,-5.55E-17,2.384,489,44,0,0,0,FALSE,TRUE
SARS-CoV-2-B.1.1.7-N,CXCL5,SARS-CoV-2-B.1.1.7-N_CXCL5,model_1_multimer_v3_pred_4,0.310393268,-13.8818,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.1.7-N_CXCL5/relaxed_model_1_multimer_v3_pred_4_Repair.pdb,A,B,35.9419,4.67435,-3.94382,-9.98845,-21.7005,-2.06359,28.5343,-29.7872,4.72841,13.0171,6.96277,0,0,0,0.532237,3.6776,-0.0295108,0,8.88E-16,-0.143621,0,-6.94E-18,2.384,496,59,0,0,0,FALSE,TRUE
SARS-CoV-2-XBB-N,IL-18BP,SARS-CoV-2-XBB-N_IL-18BP,model_1_multimer_v3_pred_0,0.287375619,-13.8515,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-XBB-N_IL-18BP/relaxed_model_1_multimer_v3_pred_0_Repair.pdb,A,B,21.7358,5.19089,-1.91996,-4.25687,-12.5979,-3.49685,15.329,-18.9025,0.852623,9.23654,2.12202,0,0,0,0.237676,2.4688,-0.167894,0,0,-0.350594,0,0.0631615,2.384,580,44,0,0,0,FALSE,TRUE
SARS-CoV-2-P.1-N,IFNomega,SARS-CoV-2-P.1-N_IFNomega,model_1_multimer_v3_pred_0,0.294105932,-13.8508,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-P.1-N_IFNomega/relaxed_model_1_multimer_v3_pred_0_Repair.pdb,A,B,47.5249,11.415,-8.07801,-14.5575,-49.3066,-3.65474,67.6737,-67.9154,19.9373,29.418,11.3637,0,0,0.172081,1.93523,17.3004,-0.0140797,0,0,-0.857478,0,0.0329598,2.384,593,99,9,7,2,FALSE,TRUE
SARS-CoV-2-XBB-N,CCL23,SARS-CoV-2-XBB-N_CCL23,model_2_multimer_v3_pred_4,0.422591774,-13.8264,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-XBB-N_CCL23/relaxed_model_2_multimer_v3_pred_4_Repair.pdb,A,B,25.2714,3.92023,-1.46979,-8.7271,-21.1699,-1.41819,23.0695,-31.0088,4.06389,16.9,5.75885,0,0,0,0.673348,3.74363,-0.306427,0,0,-0.191846,0,4.16E-17,2.384,532,63,2,2,0,FALSE,TRUE
SARS-CoV-2-B.1.1.7-N,CCL25,SARS-CoV-2-B.1.1.7-N_CCL25,model_4_multimer_v3_pred_0,0.51372034,-13.7961,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.1.7-N_CCL25/relaxed_model_4_multimer_v3_pred_0_Repair.pdb,A,B,12.3322,7.20408,-5.03175,-3.15743,-21.3418,-4.12565,30.3298,-25.8661,1.0873,7.24123,7.74966,0,0,0,0.196696,4.6257,-0.0594459,0,0,-0.874989,0,0.0563953,2.384,545,67,0,0,0,FALSE,TRUE
BANAL-20-52-N,CXCL4,BANAL-20-52-N_CXCL4,model_5_multimer_v3_pred_0,0.322511172,-13.7896,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/BANAL-20-52-N_CXCL4/relaxed_model_5_multimer_v3_pred_0_Repair.pdb,A,B,17.9034,3.44981,-8.27037,-7.69852,-17.0238,-0.793297,22.9978,-23.2822,0.178763,13.1657,6.91221,0,0,0,0.123326,2.66809,0.1921,0,0,-0.336769,0,0.0455111,2.384,489,49,0,0,0,TRUE,TRUE
SARS-CoV-2-BA.2-N,IFNbeta,SARS-CoV-2-BA.2-N_IFNbeta,model_2_multimer_v3_pred_1,0.315206346,-13.7388,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BA.2-N_IFNbeta/relaxed_model_2_multimer_v3_pred_1_Repair.pdb,A,B,35.8249,5.99835,-3.3118,-8.84073,-20.2873,-4.20064,28.3581,-26.3131,1.69916,16.1732,3.67608,0,0,0,0.414128,3.55221,0.48898,0,0,-1.59497,0,0,2.384,582,61,0,0,0,FALSE,TRUE
SARS-CoV-N,CXCL8,SARS-CoV-N_CXCL8,model_4_multimer_v3_pred_3,0.352062531,-13.7208,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-N_CXCL8/relaxed_model_4_multimer_v3_pred_3_Repair.pdb,A,B,22.4267,4.78599,-5.7527,-9.75832,-27.2817,-4.70757,39.7621,-37.2278,4.44559,21.1239,6.81894,0,0,0,0.281978,5.48084,-0.236015,0,0,-1.23602,0,0.0469285,2.384,499,65,0,0,0,FALSE,TRUE
BANAL-20-52-N,CXCL3,BANAL-20-52-N_CXCL3,model_4_multimer_v3_pred_2,0.398836862,-13.6916,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/BANAL-20-52-N_CXCL3/relaxed_model_4_multimer_v3_pred_2_Repair.pdb,A,B,12.7333,4.00359,-7.41491,-6.01364,-17.323,-1.31804,23.7538,-22.1144,0.911061,7.45832,8.92202,0,0,0,0.132676,7.40082,-0.0387208,0,-8.88E-16,-0.735484,0,0.0887291,2.384,492,62,3,0,3,FALSE,TRUE
SARS-CoV-2-B.1.1-N,CXCL2,SARS-CoV-2-B.1.1-N_CXCL2,model_1_multimer_v3_pred_3,0.406218566,-13.6531,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.1-N_CXCL2/relaxed_model_1_multimer_v3_pred_3_Repair.pdb,A,B,12.2286,2.36337,-5.93175,-6.95664,-12.5614,-0.677586,15.5159,-17.914,0.282925,10.6616,4.17985,0,0,0,0.074437,2.75011,0.0975707,0,0,-0.424112,0,5.55E-17,2.384,492,34,0,0,0,FALSE,TRUE
SARS-CoV-2-BA.2-N,CXCL8,SARS-CoV-2-BA.2-N_CXCL8,model_2_multimer_v3_pred_1,0.340299219,-13.5921,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BA.2-N_CXCL8/relaxed_model_2_multimer_v3_pred_1_Repair.pdb,A,B,23.2725,3.13502,-6.8483,-5.99989,-23.0905,-4.61872,33.1997,-31.2954,3.36718,16.0187,6.18087,0,0,0,0.62053,4.55848,-0.404806,0,0,-0.776286,0,0.0547067,2.384,493,60,1,0,1,FALSE,TRUE
SARS-CoV-2-B.1.351-N,IL-12p70,SARS-CoV-2-B.1.351-N_IL-12p70,model_1_multimer_v3_pred_4,0.642430557,-13.5413,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.351-N_IL-12p70/relaxed_model_1_multimer_v3_pred_4_Repair.pdb,A,B,21.0171,10.6499,-5.30309,-7.07463,-13.0766,-2.94203,19.722,-16.3626,0.403735,7.0894,5.02255,0,0,0,0.044768,1.10819,-0.314332,0,0,-0.818436,0,0.0680319,2.384,922,54,0,0,0,FALSE,TRUE
SARS-CoV-2-BA.4-N,CXCL1,SARS-CoV-2-BA.4-N_CXCL1,model_2_multimer_v3_pred_0,0.382458878,-13.5381,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BA.4-N_CXCL1/relaxed_model_2_multimer_v3_pred_0_Repair.pdb,A,B,19.6925,4.56403,-7.49905,-6.74554,-13.2909,-1.03069,17.2667,-17.6493,1.4125,8.65226,5.46512,0,0,0,0.446356,3.70694,-0.0155498,0,0,-0.562175,0,0.0122098,2.384,489,41,1,0,1,FALSE,TRUE
SARS-CoV-N,CXCL1,SARS-CoV-N_CXCL1,model_2_multimer_v3_pred_2,0.396705693,-13.4046,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-N_CXCL1/relaxed_model_2_multimer_v3_pred_2_Repair.pdb,A,B,12.6501,5.14761,-8.08907,-4.75035,-13.0751,-0.765951,16.4441,-17.0637,1.05651,8.03981,5.2032,0,0,0,0.0613623,2.12138,-0.0574068,0,0,-0.425374,0,0.0173773,2.384,495,39,0,0,0,FALSE,TRUE
SARS-CoV-2-P.1-N,IFNlambda1,SARS-CoV-2-P.1-N_IFNlambda1,model_1_multimer_v3_pred_4,0.532248847,-13.3691,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-P.1-N_IFNlambda1/relaxed_model_1_multimer_v3_pred_4_Repair.pdb,A,B,39.4332,2.86868,-4.08435,-5.03289,-10.3133,-1.79829,14.1254,-14.7065,0.680929,6.5548,1.2873,0,0,0,0.0807224,2.81211,0.156009,0,0,-0.318881,0,1.11E-16,2.384,600,35,0,0,0,FALSE,TRUE
BANAL-20-52-N,CXCL6,BANAL-20-52-N_CXCL6,model_3_multimer_v3_pred_4,0.353951217,-13.3131,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/BANAL-20-52-N_CXCL6/relaxed_model_3_multimer_v3_pred_4_Repair.pdb,A,B,25.3187,2.92589,-5.92016,-9.08044,-15.5541,-2.9134,21.5427,-21.3611,1.01461,12.779,6.5366,0,0,0,0.349915,4.9617,0.0358286,0,0,-0.742614,0,0,2.384,496,49,1,0,1,FALSE,TRUE
OC43-N,CXCL10,OC43-N_CXCL10,model_1_multimer_v3_pred_1,0.270490842,-13.2938,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/OC43-N_CXCL10/relaxed_model_1_multimer_v3_pred_1_Repair.pdb,A,B,20.4706,5.64968,-4.86324,-11.2697,-23.848,-3.23059,33.817,-31.4716,5.30133,17.3149,6.42772,0,0,0,0.416888,7.78963,-0.177222,0,0,-1.71128,0,0,2.384,525,74,1,1,0,TRUE,TRUE
SARS-CoV-2-WA1-N,IL-6Ralpha,SARS-CoV-2-WA1-N_IL-6Ralpha,model_1_multimer_v3_pred_1,0.501335992,-13.2493,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-WA1-N_IL-6Ralpha/relaxed_model_1_multimer_v3_pred_1_Repair.pdb,A,B,18.9826,55.6044,-2.36474,-9.97741,-11.6874,-3.82682,16.8194,-13.1102,1.79101,8.37456,1.56609,0,0,-4.44E-16,0.0772952,1.63374,-0.0904744,0,0,-0.820605,0,-1.11E-16,2.384,868,46,0,0,0,FALSE,TRUE
SARS-CoV-2-BA.2-N,CXCL6,SARS-CoV-2-BA.2-N_CXCL6,model_3_multimer_v3_pred_0,0.325407477,-13.2472,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BA.2-N_CXCL6/relaxed_model_3_multimer_v3_pred_0_Repair.pdb,A,B,20.3199,4.4335,-4.02228,-5.08776,-19.8176,-1.45144,23.8555,-28.5252,2.1865,13.1552,6.44559,0,0,0,0.647931,7.44705,-0.155686,0,0,-0.477915,0,0,2.384,493,55,2,0,2,FALSE,TRUE
SARS-CoV-2-XBB-N,IFNlambda1,SARS-CoV-2-XBB-N_IFNlambda1,model_3_multimer_v3_pred_1,0.590603016,-13.2426,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-XBB-N_IFNlambda1/relaxed_model_3_multimer_v3_pred_1_Repair.pdb,A,B,27.8098,4.60974,-5.13553,-10.8368,-32.8624,-3.76256,39.0551,-46.3433,20.1263,17.8365,9.84581,0,0,0.0183593,0.456964,9.90437,-0.577037,0,0,-1.11274,0,0.0487325,2.384,597,99,5,5,2,FALSE,TRUE
SARS-CoV-2-B.1.1-N,IL-23,SARS-CoV-2-B.1.1-N_IL-23,model_2_multimer_v3_pred_2,0.547615204,-13.1322,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.1-N_IL-23/relaxed_model_2_multimer_v3_pred_2_Repair.pdb,A,C,20.12,6.9,-5.08143,-9.91923,-16.8444,-2.81568,25.0235,-21.1603,1.56436,11.2909,6.22503,0,0,4.44E-16,0.0672486,2.02222,-0.258592,0,0,-1.27359,0,0.0499628,2.384,895,65,0,0,0,FALSE,TRUE
SARS-CoV-2-BA.2-N,CXCL12alpha,SARS-CoV-2-BA.2-N_CXCL12alpha,model_4_multimer_v3_pred_2,0.412545381,-13.1225,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BA.2-N_CXCL12alpha/relaxed_model_4_multimer_v3_pred_2_Repair.pdb,A,B,12.2692,3.03964,-5.46436,-7.17634,-14.7488,-3.66391,20.7506,-19.9363,0.457749,11.428,7.09163,0,0,0,0.0458233,1.16925,-0.0516256,0,-8.88E-16,-1.96295,0,0.10793,2.384,484,53,0,0,0,FALSE,TRUE
SARS-CoV-N,CXCL3,SARS-CoV-N_CXCL3,model_3_multimer_v3_pred_3,0.380179369,-13.0825,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-N_CXCL3/relaxed_model_3_multimer_v3_pred_3_Repair.pdb,A,B,38.003,3.16461,-7.43917,-10.9932,-23.0719,-1.88001,34.1272,-29.9573,2.51145,14.8401,8.78176,0,0,0,0.214362,2.91319,0.0528467,0,0,-0.279556,0,0.0108794,2.384,495,56,0,0,0,FALSE,TRUE
SARS-CoV-2-BQ.1-N,CXCL12beta,SARS-CoV-2-BQ.1-N_CXCL12beta,model_1_multimer_v3_pred_3,0.308457562,-12.9632,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BQ.1-N_CXCL12beta/relaxed_model_1_multimer_v3_pred_3_Repair.pdb,A,B,23.9604,8.67899,-1.82987,-8.59669,-12.9604,-2.7611,17.4158,-17.6715,0.339563,9.78933,4.608,0,0,0,0.0650098,1.50615,0.194148,0,0,-1.5554,0,0,2.384,488,49,0,0,0,FALSE,TRUE
SARS-CoV-N,CCL4,SARS-CoV-N_CCL4,model_4_multimer_v3_pred_1,0.403316252,-12.9304,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-N_CCL4/relaxed_model_4_multimer_v3_pred_1_Repair.pdb,A,B,22.3836,2.42473,-2.93518,-11.2467,-20.1988,-8.1264,32.251,-23.0556,6.31187,10.5783,5.33875,0,0,0,0.318565,4.44427,0.108069,0,0,-2.27418,0,0,2.384,491,68,1,1,0,FALSE,TRUE
RaTG13-N,CXCL1,RaTG13-N_CXCL1,model_2_multimer_v3_pred_3,0.391668077,-12.9158,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/RaTG13-N_CXCL1/relaxed_model_2_multimer_v3_pred_3_Repair.pdb,A,B,18.4953,5.32797,-7.83892,-9.20972,-11.3836,-1.81866,16.602,-13.863,0.167298,8.68089,6.15229,0,0,0,0.0667183,1.59314,-0.00995771,0,0,-0.461145,0,-2.78E-17,2.384,492,40,0,0,0,FALSE,TRUE
OC43-N,IL-27,OC43-N_IL-27,model_1_multimer_v3_pred_0,0.650575534,-12.7997,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/OC43-N_IL-27/relaxed_model_1_multimer_v3_pred_0_Repair.pdb,A,B,39.5517,9.25911,-3.45369,-8.29839,-22.1045,-4.77501,29.9379,-28.5001,2.70823,13.6823,8.16715,0,0,0,1.07587,7.58143,-0.214833,0,0,-1.028,0,0.00338396,2.384,872,62,2,0,2,FALSE,TRUE
RaTG13-N,IL-6Ralpha,RaTG13-N_IL-6Ralpha,model_1_multimer_v3_pred_2,0.52225923,-12.7532,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/RaTG13-N_IL-6Ralpha/relaxed_model_1_multimer_v3_pred_2_Repair.pdb,A,B,10.6399,54.3376,-2.08003,-10.0658,-12.3059,-4.3719,17.8734,-13.8836,0.316988,9.25272,3.26154,0,0,0,0.0435279,1.89919,0.0403291,0,0,-0.83436,0,-2.22E-16,2.384,868,49,0,0,0,FALSE,TRUE
SARS-CoV-2-B.1.1-N,CCL25,SARS-CoV-2-B.1.1-N_CCL25,model_4_multimer_v3_pred_3,0.509958616,-12.7329,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.1-N_CCL25/relaxed_model_4_multimer_v3_pred_3_Repair.pdb,A,B,11.8574,11.3795,-5.08167,-3.12077,-20.9284,-4.02049,30.8394,-25.3603,1.40798,6.8332,7.47964,0,0,0,0.185956,4.41728,-0.0976239,0,0,-0.873704,0,0.00386354,2.384,545,65,0,0,0,FALSE,TRUE
SARS-CoV-2-P.1-N,CXCL6,SARS-CoV-2-P.1-N_CXCL6,model_3_multimer_v3_pred_1,0.352105312,-12.7077,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-P.1-N_CXCL6/relaxed_model_3_multimer_v3_pred_1_Repair.pdb,A,B,17.3177,3.37696,-4.35671,-4.73241,-14.4148,-1.05243,17.6841,-20.6678,0.164999,8.73255,6.18687,0,0,0,0.0736447,4.31352,-0.0772916,0,0,-0.2484,0,0,2.384,496,49,0,0,0,FALSE,TRUE
SARS-CoV-2-B.1.351-N,CCL2,SARS-CoV-2-B.1.351-N_CCL2,model_4_multimer_v3_pred_0,0.591079918,-12.69,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.351-N_CCL2/relaxed_model_4_multimer_v3_pred_0_Repair.pdb,A,B,15.3901,1.51381,-3.43707,-7.03342,-14.7156,-1.61689,19.6434,-20.2714,1.83017,7.74646,5.3244,0,0,0,0.104199,3.65279,-0.0209671,0,0,-0.243294,0,0,2.384,495,50,0,0,0,FALSE,TRUE
SARS-CoV-2-BA.2-N,CXCL1,SARS-CoV-2-BA.2-N_CXCL1,model_3_multimer_v3_pred_2,0.330863094,-12.6631,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BA.2-N_CXCL1/relaxed_model_3_multimer_v3_pred_2_Repair.pdb,A,B,25.6407,2.35428,-7.26721,-8.51174,-17.2052,-0.94421,25.3448,-22.042,1.06204,9.63846,7.45432,0,0,0,0.0724834,5.52845,-0.085469,0,0,-0.21299,0,0.0335607,2.384,489,49,1,0,1,FALSE,TRUE
RaTG13-N,IL-18BP,RaTG13-N_IL-18BP,model_1_multimer_v3_pred_4,0.2918787,-12.5839,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/RaTG13-N_IL-18BP/relaxed_model_1_multimer_v3_pred_4_Repair.pdb,A,B,14.7037,4.6068,-1.12697,-1.92213,-7.4759,-3.09654,8.11395,-12.1776,0.353614,4.67094,0.473549,0,0,0,0.0605507,0.845043,-0.150263,0,0,-0.307119,0,2.78E-17,2.384,583,28,0,0,0,FALSE,TRUE
SARS-CoV-2-B.1.351-N,CXCL9,SARS-CoV-2-B.1.351-N_CXCL9,model_4_multimer_v3_pred_0,0.536906439,-12.5827,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.351-N_CXCL9/relaxed_model_4_multimer_v3_pred_0_Repair.pdb,A,B,13.8456,3.3492,-5.63397,-4.43179,-9.95341,-1.72733,11.4673,-13.4805,1.19843,8.08533,2.81309,0,0,0,0.0349877,1.24647,-0.199515,0,8.88E-16,-0.755318,0,-1.39E-17,2.384,522,35,0,0,0,TRUE,TRUE
SARS-CoV-2-BA.4-N,TNFalpha,SARS-CoV-2-BA.4-N_TNFalpha,model_2_multimer_v3_pred_2,0.561652856,-12.5613,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BA.4-N_TNFalpha/relaxed_model_2_multimer_v3_pred_2_Repair.pdb,A,B,19.2412,3.40062,-6.24576,-7.52569,-11.5653,-4.727,18.8769,-12.9687,0.172676,7.07554,5.56046,0,0,0,0.130682,0.55897,0,0,0,-1.34508,0,-1.11E-16,2.384,573,43,0,0,0,FALSE,TRUE
SARS-CoV-2-B.1.1-N,IFNlambda1,SARS-CoV-2-B.1.1-N_IFNlambda1,model_1_multimer_v3_pred_3,0.491604214,-12.5237,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.1-N_IFNlambda1/relaxed_model_1_multimer_v3_pred_3_Repair.pdb,A,B,50.7983,4.178,-2.67421,-3.7637,-9.8763,-2.05346,13.4654,-14.3727,0.375452,5.53222,1.1524,0,0,0,0.0373234,1.98608,0.139914,0,0,-0.485985,0,0,2.384,600,34,0,0,0,FALSE,TRUE
SARS-CoV-2-B.1.1.7-N,IFNomega,SARS-CoV-2-B.1.1.7-N_IFNomega,model_4_multimer_v3_pred_3,0.453472332,-12.5196,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.1.7-N_IFNomega/relaxed_model_4_multimer_v3_pred_3_Repair.pdb,A,B,18.3441,11.8925,-1.66604,-5.37206,-33.0085,-4.36607,40.3928,-46.6025,11.5529,18.3971,8.2054,0,0,0.00642315,0.696619,8.60181,0.0124252,0,0,-0.771359,0,0.0032013,2.384,593,92,5,4,1,FALSE,TRUE
OC43-N,CCL18,OC43-N_CCL18,model_2_multimer_v3_pred_2,0.295077764,-12.4048,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/OC43-N_CCL18/relaxed_model_2_multimer_v3_pred_2_Repair.pdb,A,B,29.8663,5.60555,-4.44619,-8.77491,-25.8235,-3.17909,33.0968,-33.9164,9.10555,15.5798,7.26798,0,0,0,0.211863,3.43951,-0.210169,0,0,-1.31648,0,0,2.384,517,75,3,3,0,FALSE,TRUE
RaTG13-N,IFNlambda1,RaTG13-N_IFNlambda1,model_1_multimer_v3_pred_3,0.505419052,-12.403,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/RaTG13-N_IFNlambda1/relaxed_model_1_multimer_v3_pred_3_Repair.pdb,A,B,27.8187,4.13159,-2.06808,-4.67561,-9.41815,-2.04135,13.0925,-13.5681,0.379733,5.2878,0.996759,0,0,0,0.0290974,2.15674,0.0406766,0,0,-0.45819,0,-1.11E-16,2.384,600,31,0,0,0,FALSE,TRUE
SARS-CoV-2-BA.2-N,TNFalpha,SARS-CoV-2-BA.2-N_TNFalpha,model_3_multimer_v3_pred_3,0.672225253,-12.4023,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BA.2-N_TNFalpha/relaxed_model_3_multimer_v3_pred_3_Repair.pdb,A,B,24.3802,3.68538,-5.47011,-7.47226,-13.1059,-5.01932,21.3278,-15.0721,0.539486,7.81098,4.99001,0,0,0,0.0756483,0.625889,0,0,0,-1.00648,0,0,2.384,573,61,0,0,0,FALSE,TRUE
SARS-CoV-N,IL-6Ralpha,SARS-CoV-N_IL-6Ralpha,model_1_multimer_v3_pred_2,0.51089721,-12.3767,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-N_IL-6Ralpha/relaxed_model_1_multimer_v3_pred_2_Repair.pdb,A,B,8.03509,60.9273,-2.22673,-7.90196,-12.5597,-2.60176,16.6328,-15.0412,0.745846,8.7387,2.47485,0,0,0,0.10195,1.64153,0.118154,0,0,-0.857514,0,0,2.384,871,55,0,0,0,FALSE,TRUE
SARS-CoV-2-BA.4-N,CCL3,SARS-CoV-2-BA.4-N_CCL3,model_4_multimer_v3_pred_4,0.670601898,-12.3733,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BA.4-N_CCL3/relaxed_model_4_multimer_v3_pred_4_Repair.pdb,A,B,12.9762,2.72978,-5.67597,-10.4169,-21.7621,-9.41126,38.0454,-23.5982,3.64719,10.6553,8.18893,0,0,0,0.261334,4.2446,-0.322866,0,0,-1.9842,0,0,2.384,482,76,0,0,0,FALSE,TRUE
RaTG13-N,CCL2,RaTG13-N_CCL2,model_1_multimer_v3_pred_3,0.501041386,-12.3534,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/RaTG13-N_CCL2/relaxed_model_1_multimer_v3_pred_3_Repair.pdb,A,B,14.5881,2.36489,-3.47896,-1.84678,-9.7884,-0.401633,9.87881,-14.3047,0.366186,4.73618,2.73184,0,0,0,0.0514574,2.93002,0.0278807,0,8.88E-16,-0.32531,0,0,2.384,495,36,0,0,0,FALSE,TRUE
SARS-CoV-2-B.1.1.529-N,IFNlambda1,SARS-CoV-2-B.1.1.529-N_IFNlambda1,model_1_multimer_v3_pred_2,0.491985462,-12.2836,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.1.529-N_IFNlambda1/relaxed_model_1_multimer_v3_pred_2_Repair.pdb,A,B,37.1344,3.62481,-3.91413,-4.99915,-9.99276,-1.82372,14.5222,-13.9997,0.549834,6.1402,1.29908,0,0,0,0.0716596,2.54123,0.160304,0,0,-0.297367,0,0,2.384,597,34,0,0,0,FALSE,TRUE
SARS-CoV-2-BA.2-N,IL-18BP,SARS-CoV-2-BA.2-N_IL-18BP,model_1_multimer_v3_pred_4,0.27285681,-12.2701,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BA.2-N_IL-18BP/relaxed_model_1_multimer_v3_pred_4_Repair.pdb,A,B,18.1864,5.31697,-2.32975,-4.09339,-13.8717,-3.39873,18.1811,-20.1022,1.49946,6.55139,5.78141,0,0,-2.22E-16,0.0751514,3.73826,-0.25538,0,0,-0.418157,0,0.110643,2.384,580,42,0,0,0,FALSE,TRUE
