experiment	model	iptm+ptm	gdock	n_protein	cytokine	wet_hit	total_score	negative_energy
SARS-CoV-2-B.1.351-N_IL-23	model_4_multimer_v3_pred_2	0.516371002402403	0.017910150807859	SARS-CoV-2-B.1.351-N	IL-23	False	0.5342811532102619	True
SARS-CoV-2-BA.4-N_IL-23	model_4_multimer_v3_pred_0	0.516316780174341	0.074613437259343	SARS-CoV-2-BA.4-N	IL-23	False	0.590930217433684	True
BANAL-20-52-N_IL-6Ralpha	model_2_multimer_v3_pred_2	0.516287251746143	0.529746661121322	BANAL-20-52-N	IL-6Ralpha	False	1.046033912867465	True
SARS-CoV-2-B.1.1.7-N_IL-23	model_4_multimer_v3_pred_3	0.515871439802929	0.061975077339533	SARS-CoV-2-B.1.1.7-N	IL-23	False	0.577846517142462	True
SARS-CoV-2-BQ.1-N_CXCL11	model_5_multimer_v3_pred_0	0.51571223493692	0.953613627019633	SARS-CoV-2-BQ.1-N	CXCL11	True	1.469325861956553	True
OC43-N_CXCL3	model_2_multimer_v3_pred_4	0.515371206232774	0.974003431432887	OC43-N	CXCL3	False	1.489374637665661	True
BANAL-20-52-N_IL-6Ralpha	model_1_multimer_v3_pred_0	0.514734843351556	0.298981239585126	BANAL-20-52-N	IL-6Ralpha	False	0.813716082936682	True
SARS-CoV-2-B.1.351-N_IL-35	model_1_multimer_v3_pred_2	0.514712134371292	0.986507428459581	SARS-CoV-2-B.1.351-N	IL-35	False	1.5012195628308729	True
SARS-CoV-2-P.1-N_IL-6Ralpha	model_1_multimer_v3_pred_3	0.51463926116121	0.335262204139691	SARS-CoV-2-P.1-N	IL-6Ralpha	False	0.8499014653009009	True
SARS-CoV-2-P.1-N_IL-35	model_1_multimer_v3_pred_1	0.51430474928315	0.993708390148436	SARS-CoV-2-P.1-N	IL-35	False	1.5080131394315859	True
OC43-N_CXCL8	model_3_multimer_v3_pred_3	0.514173900583035	0.893643180146519	OC43-N	CXCL8	False	1.407817080729554	True
MERS-CoV-N_IL-12p70	model_3_multimer_v3_pred_4	0.514091965908627	0.34428390189871	MERS-CoV-N	IL-12p70	False	0.858375867807337	True
SARS-CoV-2-BQ.1-N_CXCL11	model_5_multimer_v3_pred_3	0.513985592976931	0.953580237980462	SARS-CoV-2-BQ.1-N	CXCL11	True	1.4675658309573931	True
SARS-CoV-2-B.1.1.7-N_CCL25	model_4_multimer_v3_pred_0	0.51372034019948	0.667001065186065	SARS-CoV-2-B.1.1.7-N	CCL25	False	1.1807214053855448	True
MERS-CoV-N_IL-35	model_1_multimer_v3_pred_3	0.513488464478387	0.987520159934492	MERS-CoV-N	IL-35	False	1.501008624412879	True
OC43-N_CCL28	model_2_multimer_v3_pred_4	0.513318496378562	0.922328201390503	OC43-N	CCL28	True	1.435646697769065	True
SARS-CoV-2-BQ.1-N_IL-35	model_1_multimer_v3_pred_1	0.513011336838263	0.986159047880712	SARS-CoV-2-BQ.1-N	IL-35	False	1.499170384718975	True
SARS-CoV-2-BQ.1-N_IFNgamma	model_1_multimer_v3_pred_3	0.512925613402219	0.01065934260471	SARS-CoV-2-BQ.1-N	IFNgamma	False	0.523584956006929	True
BANAL-20-52-N_IL-6Ralpha	model_1_multimer_v3_pred_2	0.512759099666113	0.335311707346108	BANAL-20-52-N	IL-6Ralpha	False	0.8480708070122209	True
SARS-CoV-2-BA.1.1-N_IL-35	model_1_multimer_v3_pred_4	0.512438068103988	0.988665742330876	SARS-CoV-2-BA.1.1-N	IL-35	False	1.501103810434864	True
SARS-CoV-2-B.1.351-N_IFNgamma	model_1_multimer_v3_pred_3	0.512420702032186	0.008208089113877	SARS-CoV-2-B.1.351-N	IFNgamma	False	0.5206287911460631	True
SARS-CoV-2-B.1.1.529-N_CCL25	model_4_multimer_v3_pred_0	0.512391755208699	0.687463478199403	SARS-CoV-2-B.1.1.529-N	CCL25	False	1.199855233408102	True
SARS-CoV-2-P.1-N_IL-12p70	model_4_multimer_v3_pred_0	0.512148225322342	0.881663898224318	SARS-CoV-2-P.1-N	IL-12p70	False	1.39381212354666	True
MERS-CoV-N_IL-12p70	model_3_multimer_v3_pred_0	0.512141999032044	0.303976876242776	MERS-CoV-N	IL-12p70	False	0.8161188752748201	True
OC43-N_CCL5	model_3_multimer_v3_pred_3	0.51198298903556	0.78839547805796	OC43-N	CCL5	True	1.3003784670935201	True
SARS-CoV-2-BA.4-N_IFNgamma	model_1_multimer_v3_pred_3	0.511695908256481	0.010499911899867	SARS-CoV-2-BA.4-N	IFNgamma	False	0.522195820156348	False
RaTG13-N_IL-12p70	model_4_multimer_v3_pred_0	0.511231839207861	0.772104338659805	RaTG13-N	IL-12p70	False	1.283336177867666	True
OC43-N_CCL28	model_2_multimer_v3_pred_1	0.511116563653587	0.909041174779858	OC43-N	CCL28	True	1.4201577384334452	True
RaTG13-N_IL-6Ralpha	model_1_multimer_v3_pred_4	0.511114323780109	0.237252834400332	RaTG13-N	IL-6Ralpha	False	0.748367158180441	True
SARS-CoV-2-B.1.617.2-DeltaA-N_IL-6Ralpha	model_1_multimer_v3_pred_3	0.511091337051422	0.284106270777432	SARS-CoV-2-B.1.617.2-DeltaA-N	IL-6Ralpha	False	0.795197607828854	True
SARS-CoV-N_IL-6Ralpha	model_1_multimer_v3_pred_2	0.510897210027099	0.226374746780806	SARS-CoV-N	IL-6Ralpha	False	0.7372719568079049	True
SARS-CoV-2-BQ.1-N_IL-6Ralpha	model_1_multimer_v3_pred_3	0.510871481999379	0.293761942795219	SARS-CoV-2-BQ.1-N	IL-6Ralpha	False	0.8046334247945981	True
SARS-CoV-2-BA.1.1-N_IL-6Ralpha	model_1_multimer_v3_pred_2	0.510859472864161	0.440499581264236	SARS-CoV-2-BA.1.1-N	IL-6Ralpha	False	0.9513590541283969	True
SARS-CoV-2-B.1.617.2-DeltaA-N_CCL25	model_4_multimer_v3_pred_2	0.510790364743437	0.62973581412061	SARS-CoV-2-B.1.617.2-DeltaA-N	CCL25	False	1.140526178864047	True
SARS-CoV-2-BQ.1-N_IL-23	model_4_multimer_v3_pred_1	0.510303231927138	0.053539369361484	SARS-CoV-2-BQ.1-N	IL-23	False	0.563842601288622	True
SARS-CoV-2-B.1.1-N_CCL25	model_4_multimer_v3_pred_3	0.509958615569414	0.680344073075428	SARS-CoV-2-B.1.1-N	CCL25	False	1.190302688644842	True
SARS-CoV-2-XBB-N_IL-6Ralpha	model_2_multimer_v3_pred_2	0.509917508090392	0.251981560845882	SARS-CoV-2-XBB-N	IL-6Ralpha	False	0.7618990689362741	True
SARS-CoV-2-B.1.617.2-DeltaA-N_IL-6Ralpha	model_1_multimer_v3_pred_2	0.509842576385812	0.282737025529356	SARS-CoV-2-B.1.617.2-DeltaA-N	IL-6Ralpha	False	0.792579601915168	True
MERS-CoV-N_CCL13	model_4_multimer_v3_pred_1	0.509125793686859	0.737737559069999	MERS-CoV-N	CCL13	False	1.246863352756858	True
SARS-CoV-2-B.1.1-N_IL-6Ralpha	model_1_multimer_v3_pred_4	0.509124498995175	0.339908761828042	SARS-CoV-2-B.1.1-N	IL-6Ralpha	False	0.849033260823217	True
SARS-CoV-2-BQ.1-N_IL-23	model_4_multimer_v3_pred_0	0.509108093157443	0.036768444485963	SARS-CoV-2-BQ.1-N	IL-23	False	0.545876537643406	True
SARS-CoV-2-B.1.1.7-N_CCL25	model_4_multimer_v3_pred_3	0.50884510070474	0.701230707786829	SARS-CoV-2-B.1.1.7-N	CCL25	False	1.210075808491569	True
SARS-CoV-2-BQ.1-N_IL-6Ralpha	model_1_multimer_v3_pred_4	0.508820170159521	0.344145824145076	SARS-CoV-2-BQ.1-N	IL-6Ralpha	False	0.852965994304597	True
SARS-CoV-2-XBB-N_IL-6Ralpha	model_1_multimer_v3_pred_4	0.508816356676734	0.314834740565289	SARS-CoV-2-XBB-N	IL-6Ralpha	False	0.823651097242023	True
OC43-N_CXCL8	model_3_multimer_v3_pred_4	0.508782999548247	0.813709992632558	OC43-N	CXCL8	False	1.322492992180805	True
SARS-CoV-2-B.1.1.7-N_CCL25	model_4_multimer_v3_pred_1	0.508753947750729	0.676350115705624	SARS-CoV-2-B.1.1.7-N	CCL25	False	1.185104063456353	True
OC43-N_CCL28	model_2_multimer_v3_pred_0	0.508303149970675	0.89888286237423	OC43-N	CCL28	True	1.407186012344905	True
SARS-CoV-2-BA.2-N_CCL22	model_4_multimer_v3_pred_1	0.508072727277928	0.832403163437522	SARS-CoV-2-BA.2-N	CCL22	False	1.34047589071545	True
MERS-CoV-N_CXCL14	model_1_multimer_v3_pred_1	0.508045394138644	0.932767297634772	MERS-CoV-N	CXCL14	True	1.440812691773416	True
SARS-CoV-2-P.1-N_CCL4	model_4_multimer_v3_pred_3	0.507742914280973	0.863162097898187	SARS-CoV-2-P.1-N	CCL4	False	1.37090501217916	True
SARS-CoV-2-BA.4-N_IL-6Ralpha	model_1_multimer_v3_pred_0	0.507166324179183	0.332004145451398	SARS-CoV-2-BA.4-N	IL-6Ralpha	False	0.839170469630581	True
SARS-CoV-2-BA.4-N_IFNgamma	model_1_multimer_v3_pred_0	0.506758330177195	0.012447624475254	SARS-CoV-2-BA.4-N	IFNgamma	False	0.519205954652449	True
SARS-CoV-2-B.1.617.2-DeltaA-N_CXCL13	model_4_multimer_v3_pred_0	0.506695652041943	0.908768147441417	SARS-CoV-2-B.1.617.2-DeltaA-N	CXCL13	False	1.4154637994833599	True
SARS-CoV-2-BA.4-N_IL-6Ralpha	model_1_multimer_v3_pred_1	0.50660220244774	0.31467759179487	SARS-CoV-2-BA.4-N	IL-6Ralpha	False	0.82127979424261	True
SARS-CoV-2-B.1.617.2-DeltaA-N_CCL25	model_4_multimer_v3_pred_4	0.506584785289242	0.763364724675895	SARS-CoV-2-B.1.617.2-DeltaA-N	CCL25	False	1.269949509965137	True
RaTG13-N_IFNgamma	model_1_multimer_v3_pred_0	0.506570196441994	0.022633201902552	RaTG13-N	IFNgamma	False	0.529203398344546	False
MERS-CoV-N_CCL22	model_5_multimer_v3_pred_1	0.506322469428971	0.874002624832916	MERS-CoV-N	CCL22	False	1.380325094261887	True
OC43-N_CCL28	model_2_multimer_v3_pred_3	0.50606630690709	0.856269077484944	OC43-N	CCL28	True	1.362335384392034	True
SARS-CoV-2-P.1-N_IL-35	model_1_multimer_v3_pred_3	0.505727405388637	0.991805604413832	SARS-CoV-2-P.1-N	IL-35	False	1.497533009802469	True
SARS-CoV-2-BQ.1-N_IL-6Ralpha	model_1_multimer_v3_pred_2	0.505682568330184	0.319508041788077	SARS-CoV-2-BQ.1-N	IL-6Ralpha	False	0.825190610118261	True
RaTG13-N_IL-6Ralpha	model_2_multimer_v3_pred_0	0.505582117483877	0.83952753099303	RaTG13-N	IL-6Ralpha	False	1.3451096484769072	True
SARS-CoV-2-B.1.1.529-N_CCL25	model_4_multimer_v3_pred_2	0.505568872390591	0.74528469556031	SARS-CoV-2-B.1.1.529-N	CCL25	False	1.250853567950901	True
RaTG13-N_IFNlambda1	model_1_multimer_v3_pred_3	0.505419051653242	0.363974781466849	RaTG13-N	IFNlambda1	False	0.869393833120091	True
SARS-CoV-2-BA.2-N_CCL25	model_4_multimer_v3_pred_0	0.505294692476257	0.707869090895493	SARS-CoV-2-BA.2-N	CCL25	False	1.21316378337175	True
SARS-CoV-2-BQ.1-N_IL-23	model_4_multimer_v3_pred_4	0.50492720963813	0.050477481575396	SARS-CoV-2-BQ.1-N	IL-23	False	0.555404691213526	True
OC43-N_CCL28	model_2_multimer_v3_pred_2	0.504903715762011	0.897454589642021	OC43-N	CCL28	True	1.4023583054040318	True
RaTG13-N_IL-35	model_5_multimer_v3_pred_2	0.504756710408481	0.978476608365073	RaTG13-N	IL-35	False	1.483233318773554	True
SARS-CoV-2-P.1-N_CCL25	model_4_multimer_v3_pred_0	0.504659895646533	0.646370173556633	SARS-CoV-2-P.1-N	CCL25	False	1.1510300692031659	True
SARS-CoV-2-BQ.1-N_CCL22	model_4_multimer_v3_pred_2	0.504578016564612	0.576413771631761	SARS-CoV-2-BQ.1-N	CCL22	False	1.080991788196373	False
SARS-CoV-2-B.1.617.2-DeltaA-N_CCL22	model_4_multimer_v3_pred_0	0.504563238341871	0.409100100723629	SARS-CoV-2-B.1.617.2-DeltaA-N	CCL22	False	0.9136633390655	False
SARS-CoV-2-P.1-N_CCL2	model_1_multimer_v3_pred_4	0.504488826556557	0.524487360710135	SARS-CoV-2-P.1-N	CCL2	False	1.028976187266692	True
SARS-CoV-2-BA.4-N_IL-6Ralpha	model_1_multimer_v3_pred_2	0.504319048154107	0.293864790139969	SARS-CoV-2-BA.4-N	IL-6Ralpha	False	0.798183838294076	True
SARS-CoV-2-P.1-N_CCL2	model_1_multimer_v3_pred_3	0.504249613370786	0.691445016915133	SARS-CoV-2-P.1-N	CCL2	False	1.195694630285919	True
BANAL-20-52-N_CCL25	model_4_multimer_v3_pred_1	0.504181348977907	0.756575990672653	BANAL-20-52-N	CCL25	False	1.26075733965056	True
SARS-CoV-N_IL-23	model_4_multimer_v3_pred_1	0.504015618136614		SARS-CoV-N	IL-23	False		True
SARS-CoV-2-B.1.1.7-N_IL-6Ralpha	model_1_multimer_v3_pred_2	0.503728874672087	0.374336035108536	SARS-CoV-2-B.1.1.7-N	IL-6Ralpha	False	0.878064909780623	True
OC43-N_CXCL8	model_3_multimer_v3_pred_0	0.503707653887276	0.956758948730308	OC43-N	CXCL8	False	1.460466602617584	True
SARS-CoV-2-BQ.1-N_CXCL11	model_5_multimer_v3_pred_1	0.503684864075794	0.961631785552893	SARS-CoV-2-BQ.1-N	CXCL11	True	1.465316649628687	True
SARS-CoV-N_CCL2	model_1_multimer_v3_pred_3	0.503391329719659	0.679548531034216	SARS-CoV-N	CCL2	False	1.182939860753875	True
SARS-CoV-N_CCL25	model_4_multimer_v3_pred_0	0.503222381577625	0.79358608572884	SARS-CoV-N	CCL25	False	1.296808467306465	True
SARS-CoV-2-WA1-N_TNFalpha	model_2_multimer_v3_pred_3	0.503099684335538	0.042852971220018	SARS-CoV-2-WA1-N	TNFalpha	False	0.5459526555555559	True
OC43-N_IFNbeta	model_3_multimer_v3_pred_0	0.502965852386508	0.821810060957533	OC43-N	IFNbeta	False	1.324775913344041	True
SARS-CoV-2-BA.4-N_CCL20	model_2_multimer_v3_pred_0	0.50294335456438	0.660529456768016	SARS-CoV-2-BA.4-N	CCL20	False	1.163472811332396	True
SARS-CoV-2-B.1.351-N_IFNgamma	model_1_multimer_v3_pred_4	0.502855613492214	0.013326091512315	SARS-CoV-2-B.1.351-N	IFNgamma	False	0.516181705004529	False
SARS-CoV-2-B.1.617.2-DeltaA-N_IFNlambda1	model_1_multimer_v3_pred_1	0.502855503977442	0.399591985542137	SARS-CoV-2-B.1.617.2-DeltaA-N	IFNlambda1	False	0.9024474895195791	True
SARS-CoV-2-BA.1.1-N_IL-12p70	model_4_multimer_v3_pred_1	0.502458169858874	0.838130347977808	SARS-CoV-2-BA.1.1-N	IL-12p70	False	1.340588517836682	True
MERS-CoV-N_IL-23	model_1_multimer_v3_pred_2	0.502267928940981	0.013002654498763	MERS-CoV-N	IL-23	False	0.5152705834397441	True
MERS-CoV-N_IL-12p70	model_3_multimer_v3_pred_2	0.501924648313961	0.18435991799134	MERS-CoV-N	IL-12p70	False	0.686284566305301	True
SARS-CoV-2-BQ.1-N_IFNgamma	model_1_multimer_v3_pred_0	0.501708912008313	0.009977767061803	SARS-CoV-2-BQ.1-N	IFNgamma	False	0.511686679070116	False
OC43-N_IFNbeta	model_4_multimer_v3_pred_2	0.501708428288697	0.914298884105266	OC43-N	IFNbeta	False	1.4160073123939632	True
SARS-CoV-2-B.1.1.529-N_IFNgamma	model_1_multimer_v3_pred_4	0.501616267871858	0.010402876529112	SARS-CoV-2-B.1.1.529-N	IFNgamma	False	0.51201914440097	True
SARS-CoV-2-BA.2-N_IL-23	model_4_multimer_v3_pred_4	0.501603321814995	0.098698836988834	SARS-CoV-2-BA.2-N	IL-23	False	0.600302158803829	True
SARS-CoV-2-WA1-N_IL-6Ralpha	model_1_multimer_v3_pred_1	0.501335992111907	0.261088154134073	SARS-CoV-2-WA1-N	IL-6Ralpha	False	0.76242414624598	True
SARS-CoV-2-B.1.351-N_CCL2	model_1_multimer_v3_pred_1	0.501171810458312	0.714015904242687	SARS-CoV-2-B.1.351-N	CCL2	False	1.215187714700999	True
SARS-CoV-N_IL-23	model_4_multimer_v3_pred_3	0.501142420172073		SARS-CoV-N	IL-23	False		True
RaTG13-N_CCL2	model_1_multimer_v3_pred_3	0.501041386323068	0.661550102386733	RaTG13-N	CCL2	False	1.162591488709801	True
SARS-CoV-2-BA.1.1-N_IL-6Ralpha	model_1_multimer_v3_pred_0	0.501037719103884	0.32465937086521	SARS-CoV-2-BA.1.1-N	IL-6Ralpha	False	0.825697089969094	True
BANAL-20-52-N_IL-23	model_4_multimer_v3_pred_1	0.501031228880356	0.955660461050821	BANAL-20-52-N	IL-23	False	1.456691689931177	True
SARS-CoV-2-B.1.1.529-N_IL-18BP	model_2_multimer_v3_pred_4	0.500961849012633	0.977217915871305	SARS-CoV-2-B.1.1.529-N	IL-18BP	False	1.4781797648839379	True
BANAL-20-52-N_CCL2	model_1_multimer_v3_pred_0	0.500615154036598	0.660733134988976	BANAL-20-52-N	CCL2	False	1.161348289025574	True
SARS-CoV-2-B.1.1.529-N_CCL2	model_1_multimer_v3_pred_0	0.500448968811097	0.444150164925942	SARS-CoV-2-B.1.1.529-N	CCL2	False	0.944599133737039	True
SARS-CoV-2-B.1.1.529-N_IL-35	model_5_multimer_v3_pred_4	0.500387897583438	0.971836172871871	SARS-CoV-2-B.1.1.529-N	IL-35	False	1.472224070455309	True
MERS-CoV-N_CCL13	model_3_multimer_v3_pred_2	0.500333720551327	0.740177359872043	MERS-CoV-N	CCL13	False	1.2405110804233699	True
SARS-CoV-2-B.1.351-N_IFNgamma	model_1_multimer_v3_pred_2	0.499877978828108	0.013121669044727	SARS-CoV-2-B.1.351-N	IFNgamma	False	0.512999647872835	True
SARS-CoV-2-B.1.1.7-N_IL-12p70	model_4_multimer_v3_pred_3	0.499727443116314	0.620852716470511	SARS-CoV-2-B.1.1.7-N	IL-12p70	False	1.120580159586825	True
SARS-CoV-2-BA.2-N_IFNgamma	model_1_multimer_v3_pred_4	0.499721261247096	0.009198338547414	SARS-CoV-2-BA.2-N	IFNgamma	False	0.50891959979451	True
SARS-CoV-2-B.1.351-N_CCL25	model_4_multimer_v3_pred_3	0.499545175606581	0.699343347783586	SARS-CoV-2-B.1.351-N	CCL25	False	1.198888523390167	True
SARS-CoV-2-B.1.1.7-N_IL-6Ralpha	model_1_multimer_v3_pred_4	0.499386116650013	0.355642452644588	SARS-CoV-2-B.1.1.7-N	IL-6Ralpha	False	0.8550285692946009	True
SARS-CoV-N_IL-35	model_3_multimer_v3_pred_1	0.499360264214609	0.973577011969016	SARS-CoV-N	IL-35	False	1.472937276183625	True
SARS-CoV-N_CCL25	model_4_multimer_v3_pred_3	0.498468745908904	0.758802374418946	SARS-CoV-N	CCL25	False	1.2572711203278502	True
SARS-CoV-N_CCL25	model_4_multimer_v3_pred_4	0.498332608862179	0.842965668945361	SARS-CoV-N	CCL25	False	1.34129827780754	True
SARS-CoV-2-B.1.1.529-N_IL-12p70	model_4_multimer_v3_pred_4	0.498294985416308	0.611888073370322	SARS-CoV-2-B.1.1.529-N	IL-12p70	False	1.11018305878663	True
SARS-CoV-2-XBB-N_IL-12p70	model_4_multimer_v3_pred_1	0.498223834124395	0.475056025265111	SARS-CoV-2-XBB-N	IL-12p70	False	0.973279859389506	True
OC43-N_IFNbeta	model_3_multimer_v3_pred_4	0.498215365787295	0.828813630060088	OC43-N	IFNbeta	False	1.327028995847383	True
SARS-CoV-2-B.1.617.2-DeltaA-N_IFNlambda1	model_1_multimer_v3_pred_2	0.498199855698744	0.43494117974156	SARS-CoV-2-B.1.617.2-DeltaA-N	IFNlambda1	False	0.933141035440304	True
SARS-CoV-2-P.1-N_IFNgamma	model_1_multimer_v3_pred_3	0.498151157641202	0.009527462338842	SARS-CoV-2-P.1-N	IFNgamma	False	0.507678619980044	False
SARS-CoV-2-BA.4-N_CCL25	model_4_multimer_v3_pred_0	0.49798526569933	0.706019639752436	SARS-CoV-2-BA.4-N	CCL25	False	1.2040049054517659	True
SARS-CoV-2-XBB-N_CXCL11	model_5_multimer_v3_pred_2	0.497733734514475	0.933911773252557	SARS-CoV-2-XBB-N	CXCL11	True	1.431645507767032	True
SARS-CoV-2-P.1-N_IL-6Ralpha	model_1_multimer_v3_pred_1	0.497707544073771	0.371191583571194	SARS-CoV-2-P.1-N	IL-6Ralpha	False	0.8688991276449649	True
SARS-CoV-2-B.1.351-N_IFNgamma	model_1_multimer_v3_pred_1	0.497560044898975	0.011708964676251	SARS-CoV-2-B.1.351-N	IFNgamma	False	0.509269009575226	True
SARS-CoV-2-BA.1.1-N_CCL25	model_4_multimer_v3_pred_3	0.49748269521998	0.631025681391193	SARS-CoV-2-BA.1.1-N	CCL25	False	1.128508376611173	True
BANAL-20-52-N_IL-6Ralpha	model_3_multimer_v3_pred_1	0.497227807307549	0.32862786563962	BANAL-20-52-N	IL-6Ralpha	False	0.825855672947169	True
SARS-CoV-N_IL-23	model_4_multimer_v3_pred_2	0.497225699678681	0.012570277744124	SARS-CoV-N	IL-23	False	0.509795977422805	True
SARS-CoV-2-B.1.1.7-N_IL-23	model_4_multimer_v3_pred_0	0.496937057011667	0.05405400044562	SARS-CoV-2-B.1.1.7-N	IL-23	False	0.550991057457287	True
SARS-CoV-2-B.1.1.7-N_IL-35	model_1_multimer_v3_pred_3	0.49674625612918	0.986963266138876	SARS-CoV-2-B.1.1.7-N	IL-35	False	1.483709522268056	True
OC43-N_IFNomega	model_1_multimer_v3_pred_1	0.495348017345322	0.980497033884278	OC43-N	IFNomega	False	1.4758450512296	True
SARS-CoV-2-B.1.1-N_IL-12p70	model_4_multimer_v3_pred_0	0.494726828298612	0.846639434936758	SARS-CoV-2-B.1.1-N	IL-12p70	False	1.34136626323537	True
BANAL-20-52-N_IL-6Ralpha	model_4_multimer_v3_pred_3	0.494608372302841	0.514119507064659	BANAL-20-52-N	IL-6Ralpha	False	1.0087278793675	True
SARS-CoV-N_CCL2	model_1_multimer_v3_pred_0	0.494331370436161	0.538513439799071	SARS-CoV-N	CCL2	False	1.032844810235232	True
SARS-CoV-2-XBB-N_CXCL12beta	model_4_multimer_v3_pred_1	0.494257863336189	0.974130982893471	SARS-CoV-2-XBB-N	CXCL12beta	True	1.46838884622966	True
MERS-CoV-N_CXCL11	model_3_multimer_v3_pred_2	0.494074273702024	0.775788579150593	MERS-CoV-N	CXCL11	True	1.269862852852617	True
SARS-CoV-2-B.1.617.2-DeltaA-N_IL-12p70	model_4_multimer_v3_pred_3	0.493838043411073	0.564099945063154	SARS-CoV-2-B.1.617.2-DeltaA-N	IL-12p70	False	1.057937988474227	True
SARS-CoV-2-BA.1.1-N_CCL4	model_4_multimer_v3_pred_4	0.493763954815966	0.864150776256385	SARS-CoV-2-BA.1.1-N	CCL4	False	1.3579147310723512	True
SARS-CoV-2-WA1-N_IL-35	model_2_multimer_v3_pred_0	0.493702036599254	0.994666520579019	SARS-CoV-2-WA1-N	IL-35	False	1.488368557178273	True
SARS-CoV-2-B.1.1-N_CCL22	model_4_multimer_v3_pred_2	0.493619418799112	0.357847797233956	SARS-CoV-2-B.1.1-N	CCL22	False	0.851467216033068	True
OC43-N_CCL28	model_4_multimer_v3_pred_1	0.493475228571021	0.776948212387229	OC43-N	CCL28	True	1.27042344095825	True
BANAL-20-52-N_IFNlambda1	model_1_multimer_v3_pred_3	0.493451896258798	0.350813741122024	BANAL-20-52-N	IFNlambda1	False	0.8442656373808219	True
SARS-CoV-2-BA.4-N_CXCL12alpha	model_4_multimer_v3_pred_1	0.493084592419968	0.972807074973677	SARS-CoV-2-BA.4-N	CXCL12alpha	False	1.465891667393645	True
BANAL-20-52-N_IL-6Ralpha	model_3_multimer_v3_pred_4	0.492730577110393	0.324317858041467	BANAL-20-52-N	IL-6Ralpha	False	0.81704843515186	True
SARS-CoV-N_IL-23	model_4_multimer_v3_pred_4	0.492671686396362	0.044328242837168	SARS-CoV-N	IL-23	False	0.53699992923353	True
SARS-CoV-2-B.1.1.529-N_IFNlambda1	model_1_multimer_v3_pred_2	0.491985462057935	0.416645024799825	SARS-CoV-2-B.1.1.529-N	IFNlambda1	False	0.9086304868577599	True
RaTG13-N_CCL2	model_1_multimer_v3_pred_4	0.491862785906436	0.66463376979212	RaTG13-N	CCL2	False	1.156496555698556	True
SARS-CoV-2-BA.4-N_IL-23	model_4_multimer_v3_pred_3	0.491800793599852	0.04147189427969	SARS-CoV-2-BA.4-N	IL-23	False	0.533272687879542	True
SARS-CoV-2-BA.1.1-N_IFNgamma	model_1_multimer_v3_pred_2	0.491750334492406	0.009883185715725	SARS-CoV-2-BA.1.1-N	IFNgamma	False	0.501633520208131	False
SARS-CoV-2-B.1.1-N_IFNlambda1	model_1_multimer_v3_pred_3	0.49160421411058	0.420913741193472	SARS-CoV-2-B.1.1-N	IFNlambda1	False	0.912517955304052	True
SARS-CoV-2-B.1.351-N_CCL25	model_3_multimer_v3_pred_4	0.491521387246316	0.780461323558612	SARS-CoV-2-B.1.351-N	CCL25	False	1.271982710804928	True
SARS-CoV-2-B.1.617.2-DeltaA-N_CCL25	model_4_multimer_v3_pred_3	0.49151834994126	0.80367590825463	SARS-CoV-2-B.1.617.2-DeltaA-N	CCL25	False	1.29519425819589	True
SARS-CoV-2-BA.1.1-N_IL-35	model_1_multimer_v3_pred_2	0.490517307218122	0.98288130355196	SARS-CoV-2-BA.1.1-N	IL-35	False	1.473398610770082	True
BANAL-20-52-N_IL-6Ralpha	model_4_multimer_v3_pred_4	0.490418902446991	0.350225266397793	BANAL-20-52-N	IL-6Ralpha	False	0.840644168844784	True
MERS-CoV-N_CXCL14	model_1_multimer_v3_pred_2	0.490277423703688	0.952452551629485	MERS-CoV-N	CXCL14	True	1.4427299753331728	True
SARS-CoV-2-BA.1.1-N_CCL25	model_4_multimer_v3_pred_1	0.490155307977259	0.680779080189361	SARS-CoV-2-BA.1.1-N	CCL25	False	1.1709343881666199	True
SARS-CoV-2-B.1.1.7-N_IL-35	model_2_multimer_v3_pred_3	0.490114977092918	0.983426751042131	SARS-CoV-2-B.1.1.7-N	IL-35	False	1.473541728135049	True
BANAL-20-52-N_IFNlambda1	model_1_multimer_v3_pred_1	0.490093745294814	0.382528865294058	BANAL-20-52-N	IFNlambda1	False	0.8726226105888719	True
SARS-CoV-2-WA1-N_IFNgamma	model_1_multimer_v3_pred_4	0.489741453760364	0.014838494042912	SARS-CoV-2-WA1-N	IFNgamma	False	0.504579947803276	True
SARS-CoV-2-P.1-N_CCL25	model_4_multimer_v3_pred_1	0.489688493566865	0.67088311718897	SARS-CoV-2-P.1-N	CCL25	False	1.160571610755835	True
SARS-CoV-2-B.1.617.2-DeltaA-N_IL-12p70	model_4_multimer_v3_pred_0	0.489563882278569	0.510634389750574	SARS-CoV-2-B.1.617.2-DeltaA-N	IL-12p70	False	1.000198272029143	True
RaTG13-N_IFNlambda1	model_1_multimer_v3_pred_0	0.489563349888839	0.515881917132814	RaTG13-N	IFNlambda1	False	1.005445267021653	True
OC43-N_CCL1	model_1_multimer_v3_pred_0	0.489532441481492	0.881219310329912	OC43-N	CCL1	False	1.370751751811404	True
SARS-CoV-2-XBB-N_CXCL11	model_5_multimer_v3_pred_4	0.489449778601355	0.96104995302167	SARS-CoV-2-XBB-N	CXCL11	True	1.450499731623025	True
OC43-N_CXCL8	model_3_multimer_v3_pred_1	0.489359605296796	0.85164456512245	OC43-N	CXCL8	False	1.3410041704192461	True
