experiment_name,best_model_pred,iptm+ptm,gdock,total_score,negative_energy,Group1,Group2,IntraclashesGroup1,IntraclashesGroup2,af2_foldx_dG,Backbone Hbond,Sidechain Hbond,Van der Waals,Electrostatics,Solvation Polar,Solvation Hydrophobic,Van der Waals clashes,entropy sidechain,entropy mainchain,sloop_entropy,mloop_entropy,cis_bond,torsional clash,backbone clash,helix dipole,water bridge,disulfide,electrostatic kon,partial covalent bonds,energy Ionisation,Entropy Complex,Number of Residues,Interface Residues,Interface Residues Clashing,Interface Residues VdW Clashing,Interface Residues BB Clashing,wet_hit,n_protein,cytokine_protein,af2_best_pdb_path,af2_prodigy_deltaG_kcalpermol,af2_prodigy_dissociation_constant_M
BANAL-20-52-N__CCL20,model_4_multimer_v3_pred_2,0.636538883,0.775982369644733,1.41252125263536,True,A,B,10.9469,3.80925,-18.0373,-5.22286,-15.202,-24.9862,-3.21278,34.0625,-32.9189,1.14516,19.8649,8.90094,0,0,0,0.554076,4.40446,-0.184222,0,0,-0.951434,0,0.113491,2.384,489,81,0,0,0,False,BANAL-20-52-N,CCL20,./best_AF2_and_GDock/BANAL-20-52-N_CCL20_relaxed_model_4_multimer_v3_pred_2.pdb,-13.5,1.3E-10
SARS-CoV-2-B.1.1-N__CCL20,model_2_multimer_v3_pred_4,0.307476763,0.894316452872787,1.20179321592382,True,A,B,19.763,5.8737,-2.80058,-4.32553,-9.00047,-23.0914,-1.80355,33.9278,-29.1668,9.73297,11.3909,8.17042,0,0,0,1.55163,11.1833,0.100122,0,0,-0.393109,0,0.10645,2.384,489,66,6,5,2,False,SARS-CoV-2-B.1.1-N,CCL20,./best_AF2_and_GDock/SARS-CoV-2-B.1.1-N_CCL20_relaxed_model_2_multimer_v3_pred_4.pdb,-12.4,8E-10
SARS-CoV-2-BQ.1-N__CCL20,model_2_multimer_v3_pred_0,0.333299161,0.931964234279302,1.26526339521366,False,A,B,31.3417,10.9318,11.5455,-2.9312,-6.59839,-23.1833,-0.692433,35.9916,-29.9779,19.4531,9.70223,8.878,0,0,0,0.918016,11.0093,0.0237559,0,0,-0.0952355,0,0.0572509,2.384,486,65,7,6,1,False,SARS-CoV-2-BQ.1-N,CCL20,./best_AF2_and_GDock/SARS-CoV-2-BQ.1-N_CCL20_relaxed_model_2_multimer_v3_pred_0.pdb,-15.3,6.5E-12
SARS-CoV-2-BA.4-N__CCL20,model_3_multimer_v3_pred_2,0.263505744,0.964683378383619,1.22818912285028,False,A,B,21.3458,7.88184,9.14764,-4.25172,-10.9362,-19.2935,-3.79385,31.9159,-24.863,15.127,13.9579,9.88875,0,0,0,2.46149,9.4976,0.0058211,0,8.88E-16,-1.10329,0,0.0324455,2.384,486,52,3,2,1,False,SARS-CoV-2-BA.4-N,CCL20,./best_AF2_and_GDock/SARS-CoV-2-BA.4-N_CCL20_relaxed_model_3_multimer_v3_pred_2.pdb,-10.7,1.4E-08
SARS-CoV-2-WA1-N__CCL20,model_2_multimer_v3_pred_2,0.23300155,0.965099303158124,1.19810085317707,False,A,B,24.1247,9.7958,21.7231,-4.27132,-6.90904,-21.2939,-1.3705,35.8985,-25.0253,22.5906,9.99875,11.0885,0,0,0,1.46961,9.15828,-0.0648168,0,0,-0.391445,0,0.00342591,2.384,489,57,7,7,0,False,SARS-CoV-2-WA1-N,CCL20,./best_AF2_and_GDock/SARS-CoV-2-WA1-N_CCL20_relaxed_model_2_multimer_v3_pred_2.pdb,-12.8,4.4E-10
OC43-N__CCL20,model_1_multimer_v3_pred_2,0.283220247,0.982082510720163,1.26530275805638,True,A,B,32.1771,10.2246,-3.83184,-4.49932,-4.0752,-25.7084,-6.38813,35.3806,-35.247,12.7027,16.3989,7.56081,0,0,0,2.53707,9.03085,-0.230797,0,0,-2.26651,0,0.0033975,2.384,518,76,8,6,2,False,OC43-N,CCL20,./best_AF2_and_GDock/OC43-N_CCL20_relaxed_model_1_multimer_v3_pred_2.pdb,-12.8,3.9E-10
SARS-CoV-N__CCL20,model_4_multimer_v3_pred_3,0.588347458,0.677085487538851,1.2654329457118,True,A,B,10.5663,4.28235,-5.9942,-6.83526,-14.2142,-21.7645,-3.66314,35.2626,-25.4932,3.74194,15.3287,12.5162,0,0,0,0.410716,3.33861,-0.271282,0,-8.88E-16,-1.01286,0,5.55E-17,2.384,492,71,0,0,0,False,SARS-CoV-N,CCL20,./best_AF2_and_GDock/SARS-CoV-N_CCL20_relaxed_model_4_multimer_v3_pred_3.pdb,-12,1.5E-09
SARS-CoV-2-B.1.351-N__IFNomega,model_2_multimer_v3_pred_2,0.302234571,0.992112554119869,1.29434712467757,True,A,B,59.6414,13.9248,-1.54673,-8.67099,-12.4835,-44.2648,-3.09513,55.8637,-61.7982,37.0512,27.919,5.68749,0,0,0,2.5231,13.3837,0.83198,0,0,-1.22162,0,0.111029,2.384,593,96,13,12,1,False,SARS-CoV-2-B.1.351-N,IFNomega,./best_AF2_and_GDock/SARS-CoV-2-B.1.351-N_IFNomega_relaxed_model_2_multimer_v3_pred_2.pdb,-19.5,4.8E-15
SARS-CoV-2-B.1.1.7-N__IFNomega,model_4_multimer_v3_pred_3,0.453472332,0.983418621065991,1.43689095324365,True,A,B,18.3441,11.8925,-12.5196,-1.66604,-5.37206,-33.0085,-4.36607,40.3928,-46.6025,11.5529,18.3971,8.2054,0,0,0.00642315,0.696619,8.60181,0.0124252,0,0,-0.771359,0,0.0032013,2.384,593,92,5,4,1,False,SARS-CoV-2-B.1.1.7-N,IFNomega,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.7-N_IFNomega_relaxed_model_4_multimer_v3_pred_3.pdb,-17.2,2.5E-13
RaTG13-N__IFNomega,model_1_multimer_v3_pred_4,0.305422456,0.98600273004194,1.29142518593229,True,A,B,36.3187,11.5158,-3.91437,-3.24792,-5.01479,-38.9533,-5.7612,47.8341,-57.9108,34.3086,18.7353,6.26656,0,0,0,1.00997,9.97515,-0.100422,0,0,-1.19423,0,0.113826,2.384,593,99,11,11,0,False,RaTG13-N,IFNomega,./best_AF2_and_GDock/RaTG13-N_IFNomega_relaxed_model_1_multimer_v3_pred_4.pdb,-15.7,3.1E-12
MERS-CoV-N__IFNomega,model_1_multimer_v3_pred_1,0.322259779,0.935834688534195,1.25809446799595,True,A,B,34.7543,6.2358,-16.3364,-2.85079,-3.66233,-24.7038,-2.46169,29.5011,-35.2868,4.52351,13.7341,4.85716,0,0,0,0.218979,3.52196,0.327077,0,0,-0.645855,0,0.112975,2.384,585,79,0,0,0,False,MERS-CoV-N,IFNomega,./best_AF2_and_GDock/MERS-CoV-N_IFNomega_relaxed_model_1_multimer_v3_pred_1.pdb,-12.3,9.8E-10
SARS-CoV-2-B.1.1.529-N__IFNomega,model_1_multimer_v3_pred_4,0.318574887,0.990832338293735,1.30940722503121,True,A,B,42.5091,11.8288,-16.9954,-3.84576,-6.49183,-41.4179,-5.78502,50.3793,-58.5812,19.8324,18.6845,10.1785,0,0,0,1.22739,10.9958,-0.253037,0,0,-0.986602,0,0.0638549,2.384,590,98,5,5,0,False,SARS-CoV-2-B.1.1.529-N,IFNomega,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.529-N_IFNomega_relaxed_model_1_multimer_v3_pred_4.pdb,-15.3,5.8E-12
SARS-CoV-2-P.1-N__IFNomega,model_1_multimer_v3_pred_0,0.294105932,0.990314150168998,1.28442008227922,True,A,B,47.5249,11.415,-13.8508,-8.07801,-14.5575,-49.3066,-3.65474,67.6737,-67.9154,19.9373,29.418,11.3637,0,0,0.172081,1.93523,17.3004,-0.0140797,0,0,-0.857478,0,0.0329598,2.384,593,99,9,7,2,False,SARS-CoV-2-P.1-N,IFNomega,./best_AF2_and_GDock/SARS-CoV-2-P.1-N_IFNomega_relaxed_model_1_multimer_v3_pred_0.pdb,-16.8,4.4E-13
SARS-CoV-2-B.1.617.2-DeltaA-N__IFNomega,model_1_multimer_v3_pred_0,0.351100896,0.990933889161615,1.34203478498934,False,A,B,57.5913,16.5041,11.6349,-4.58841,-6.66001,-40.8524,-5.26536,47.5752,-59.4877,50.1019,20.4259,9.60624,0,0,0,2.09242,11.1712,-0.276055,0,0,-1.14625,0,0.109393,2.384,593,93,17,17,0,False,SARS-CoV-2-B.1.617.2-DeltaA-N,IFNomega,./best_AF2_and_GDock/SARS-CoV-2-B.1.617.2-DeltaA-N_IFNomega_relaxed_model_1_multimer_v3_pred_0.pdb,-16.1,1.7E-12
SARS-CoV-2-BA.2-N__IFNomega,model_5_multimer_v3_pred_2,0.280552088,0.992736336273704,1.27328842383,True,A,B,50.4152,10.4128,-22.6296,-5.24997,-6.75918,-35.4258,-2.96696,41.3658,-51.7666,14.5541,15.5153,6.29763,0,0,0,2.68663,10.8416,-0.25622,0,0,-0.769104,0,0.144792,2.384,590,83,4,4,0,False,SARS-CoV-2-BA.2-N,IFNomega,./best_AF2_and_GDock/SARS-CoV-2-BA.2-N_IFNomega_relaxed_model_5_multimer_v3_pred_2.pdb,-17.2,2.4E-13
SARS-CoV-2-XBB-N__IFNomega,model_1_multimer_v3_pred_1,0.313140678,0.985805101613285,1.29894578001274,True,A,B,46.1926,14.3538,-9.80191,-5.08625,-10.0197,-40.9529,-5.14691,48.9283,-58.9525,31.8421,21.7794,8.21125,0,0,0,1.64385,10.7369,-1.01561,0,0,-1.1297,0,0.0967139,2.384,590,100,11,11,0,False,SARS-CoV-2-XBB-N,IFNomega,./best_AF2_and_GDock/SARS-CoV-2-XBB-N_IFNomega_relaxed_model_1_multimer_v3_pred_1.pdb,-15,1E-11
SARS-CoV-2-BA.1.1-N__IFNomega,model_1_multimer_v3_pred_4,0.296159705,0.986695264355188,1.28285496919421,False,A,B,73.1503,20.0873,26.7888,-3.29718,-6.68562,-39.2482,-5.49042,48.2181,-57.3243,62.5816,20.5913,6.54401,0,0,0,2.15382,11.2539,-0.190647,0,0,-1.14863,0,0.0849659,2.384,590,95,14,14,0,False,SARS-CoV-2-BA.1.1-N,IFNomega,./best_AF2_and_GDock/SARS-CoV-2-BA.1.1-N_IFNomega_relaxed_model_1_multimer_v3_pred_4.pdb,-16.1,1.7E-12
BANAL-20-52-N__IFNomega,model_1_multimer_v3_pred_0,0.297981577,0.991261259808724,1.289242837208,True,A,B,38.4823,11.9816,-16.7497,-5.79908,-6.34915,-41.7539,-3.3374,49.085,-60.78,18.8011,22.186,10.6303,0,0,0,0.777084,10.9209,0.525531,0,0,-0.78221,0,0.0470626,2.384,593,90,7,7,0,False,BANAL-20-52-N,IFNomega,./best_AF2_and_GDock/BANAL-20-52-N_IFNomega_relaxed_model_1_multimer_v3_pred_0.pdb,-17.4,1.7E-13
SARS-CoV-2-B.1.1-N__IFNomega,model_1_multimer_v3_pred_0,0.302000694,0.986226950151011,1.28822764438546,True,A,B,38.9497,13.415,-2.65335,-4.11015,-13.9192,-44.6546,-5.14602,57.4942,-63.4096,36.6762,23.3809,10.7749,0,0,0,1.35587,12.275,-0.0710135,0,0,-1.11355,0,0.0887551,2.384,593,97,15,15,0,False,SARS-CoV-2-B.1.1-N,IFNomega,./best_AF2_and_GDock/SARS-CoV-2-B.1.1-N_IFNomega_relaxed_model_1_multimer_v3_pred_0.pdb,-15.9,2.2E-12
SARS-CoV-2-BQ.1-N__IFNomega,model_2_multimer_v3_pred_2,0.294499972,0.980606665203512,1.27510663699061,True,A,B,86.3567,9.97714,-22.5518,-4.18435,-14.3665,-28.176,-3.45658,35.3035,-40.022,9.13371,19.3725,4.04744,0,0,0,0.767517,7.19808,-0.299831,0,0,-0.755146,0,0.0839301,2.384,590,81,3,3,0,False,SARS-CoV-2-BQ.1-N,IFNomega,./best_AF2_and_GDock/SARS-CoV-2-BQ.1-N_IFNomega_relaxed_model_2_multimer_v3_pred_2.pdb,-14.6,2E-11
SARS-CoV-2-BA.4-N__IFNomega,model_2_multimer_v3_pred_2,0.358352978,0.994051500250098,1.3524044779379,False,A,B,60.174,9.89435,3.02761,-3.74025,-8.60663,-35.6292,-2.68678,50.9835,-50.0947,24.1306,20.57,8.04992,0,0,0,0.583782,14.6844,-0.141761,0,0,-0.504823,0,0.113826,2.384,590,79,10,8,3,False,SARS-CoV-2-BA.4-N,IFNomega,./best_AF2_and_GDock/SARS-CoV-2-BA.4-N_IFNomega_relaxed_model_2_multimer_v3_pred_2.pdb,-17.4,1.9E-13
SARS-CoV-2-WA1-N__IFNomega,model_4_multimer_v3_pred_0,0.295907836,0.990196286713687,1.28610412244523,False,A,B,46.1772,18.0801,5.5597,-5.14513,-7.39721,-34.0889,-4.92288,47.3855,-45.8452,29.1583,13.2174,8.95824,0,0,0.803534,5.30465,91.2592,-0.960662,0,0,-1.0065,0,0.0986121,2.384,593,76,19,9,15,False,SARS-CoV-2-WA1-N,IFNomega,./best_AF2_and_GDock/SARS-CoV-2-WA1-N_IFNomega_relaxed_model_4_multimer_v3_pred_0.pdb,-13.6,1.1E-10
OC43-N__IFNomega,model_3_multimer_v3_pred_1,0.633758845,0.964461645387024,1.59822049071225,True,A,B,54.2383,11.3558,-1.48643,-1.63762,-9.49283,-35.9856,-5.15664,53.2279,-47.8578,11.1007,21.6908,10.7214,0,0,0.362898,3.12857,30.5635,-0.135859,0,0,-1.54137,0,0.0889603,2.384,622,101,12,4,12,False,OC43-N,IFNomega,./best_AF2_and_GDock/OC43-N_IFNomega_relaxed_model_3_multimer_v3_pred_1.pdb,-18.5,2.9E-14
SARS-CoV-N__IFNomega,model_1_multimer_v3_pred_4,0.303744787,0.985423844393323,1.28916863118485,True,A,B,40.4547,9.06726,-17.5452,-3.15568,-3.1271,-40.8235,-7.03408,48.4775,-58.5217,20.056,19.0496,7.36195,0,0,0,1.02826,8.70489,0.209301,0,0,-1.17575,0,0.109877,2.384,596,101,6,6,0,False,SARS-CoV-N,IFNomega,./best_AF2_and_GDock/SARS-CoV-N_IFNomega_relaxed_model_1_multimer_v3_pred_4.pdb,-14.5,2.2E-11
SARS-CoV-2-B.1.351-N__CCL7,model_5_multimer_v3_pred_3,0.172899405,0.967100922373134,1.14000032755442,False,A,B,17.7168,7.69741,0.276201,-4.48046,-9.29502,-18.7665,-1.14788,28.5318,-23.3326,6.10957,9.42054,11.2226,0,0,0,2.39715,8.58748,3.33E-16,0,0,-0.395353,0,0.0123848,2.384,495,39,5,2,3,False,SARS-CoV-2-B.1.351-N,CCL7,./best_AF2_and_GDock/SARS-CoV-2-B.1.351-N_CCL7_relaxed_model_5_multimer_v3_pred_3.pdb,-8.8,3.4E-07
SARS-CoV-2-B.1.1.7-N__CCL7,model_5_multimer_v3_pred_3,0.161310272,0.911627585830303,1.07293785828811,False,A,B,31.2852,2.65398,15.9835,-1.09716,-3.57837,-10.3724,-0.625263,14.0679,-12.7042,17.0547,6.18574,7.17901,0,0,0,0.0857189,0.92308,7.22E-16,0,0,-0.212204,0,0,2.384,495,24,4,4,0,False,SARS-CoV-2-B.1.1.7-N,CCL7,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.7-N_CCL7_relaxed_model_5_multimer_v3_pred_3.pdb,-9.9,5.4E-08
RaTG13-N__CCL7,model_3_multimer_v3_pred_3,0.217796902,0.846337942913102,1.06413484452674,True,A,B,32.6163,4.72134,-1.91049,-3.67525,-5.30525,-20.4499,-2.01642,31.2654,-26.0659,8.57706,9.95347,5.4459,0,0,0,0.724987,8.20937,-0.0273744,0,0,-0.455814,0,0.118488,2.384,495,52,4,3,2,False,RaTG13-N,CCL7,./best_AF2_and_GDock/RaTG13-N_CCL7_relaxed_model_3_multimer_v3_pred_3.pdb,-12.4,7.6E-10
MERS-CoV-N__CCL7,model_3_multimer_v3_pred_0,0.188382955,0.9341770956114,1.1225600505698,False,A,B,34.9061,16.8921,24.4744,-6.76491,-6.3147,-23.6014,-0.877792,44.4303,-25.9077,20.8135,9.51856,11.0047,0,0,0,2.23989,18.7372,-0.322393,0,8.88E-16,0.184415,0,0.0718704,2.384,487,52,12,7,7,False,MERS-CoV-N,CCL7,./best_AF2_and_GDock/MERS-CoV-N_CCL7_relaxed_model_3_multimer_v3_pred_0.pdb,-12,1.6E-09
SARS-CoV-2-B.1.1.529-N__CCL7,model_3_multimer_v3_pred_4,0.191730607,0.884348360761348,1.07607896786413,False,A,B,45.8671,11.7439,16.2151,-7.16588,-10.1072,-21.1402,-2.80552,34.7593,-25.9077,27.7832,12.7982,6.14987,0,0,0,1.96345,12.7447,0.0156715,0,0,-0.267049,0,0.139105,2.384,492,55,14,9,5,False,SARS-CoV-2-B.1.1.529-N,CCL7,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.529-N_CCL7_relaxed_model_3_multimer_v3_pred_4.pdb,-12.4,8.1E-10
SARS-CoV-2-P.1-N__CCL7,model_3_multimer_v3_pred_4,0.199648971,0.958771922679042,1.15842089392073,False,A,B,29.1118,8.86526,0.923121,-2.52284,-4.64288,-13.6888,-1.32079,20.0111,-17.9211,3.08454,7.20969,6.66367,0,0,0.972323,3.35189,2.86782,-0.0165185,0,0,-0.257105,0,0,2.384,495,30,1,1,0,False,SARS-CoV-2-P.1-N,CCL7,./best_AF2_and_GDock/SARS-CoV-2-P.1-N_CCL7_relaxed_model_3_multimer_v3_pred_4.pdb,-8.8,3.6E-07
SARS-CoV-2-B.1.617.2-DeltaA-N__CCL7,model_3_multimer_v3_pred_3,0.202036566,0.967898273057212,1.16993483903458,False,A,B,24.4132,2.78385,11.3461,-0.947743,-4.59671,-19.2302,-0.749364,30.5876,-24.2275,10.3859,7.76592,8.2058,0,0,1.3973,2.90939,13.9928,-0.050821,0,0,-0.103479,0,0,2.384,495,33,7,3,4,False,SARS-CoV-2-B.1.617.2-DeltaA-N,CCL7,./best_AF2_and_GDock/SARS-CoV-2-B.1.617.2-DeltaA-N_CCL7_relaxed_model_3_multimer_v3_pred_3.pdb,-9.9,5.4E-08
SARS-CoV-2-BA.2-N__CCL7,model_3_multimer_v3_pred_1,0.202870294,0.907991360942769,1.11086165526896,False,A,B,34.7701,13.9161,35.1266,-4.5314,-4.06483,-20.5566,-2.22016,33.5043,-26.7158,42.8739,10.3316,4.90581,0,0,0,1.71295,13.4883,0.340668,0,0,-0.577134,0,0.123252,2.384,492,55,13,12,4,False,SARS-CoV-2-BA.2-N,CCL7,./best_AF2_and_GDock/SARS-CoV-2-BA.2-N_CCL7_relaxed_model_3_multimer_v3_pred_1.pdb,-12.9,3.5E-10
SARS-CoV-2-XBB-N__CCL7,model_3_multimer_v3_pred_0,0.188576803,0.952131295508343,1.1407080986408,False,A,B,31.0105,17.3847,21.6197,-2.33581,-2.48149,-14.4754,-0.386329,22.1951,-19.3609,24.5367,6.19567,6.15198,0,0,0,1.83154,15.7729,-0.0489603,0,0,-0.202386,0,1.11E-16,2.384,492,29,10,8,7,False,SARS-CoV-2-XBB-N,CCL7,./best_AF2_and_GDock/SARS-CoV-2-XBB-N_CCL7_relaxed_model_3_multimer_v3_pred_0.pdb,-9.7,8.3E-08
SARS-CoV-2-BA.1.1-N__CCL7,model_3_multimer_v3_pred_0,0.188026804,0.955698687961986,1.14372549163652,True,A,B,25.2942,7.75921,-3.91594,-2.79979,-5.68182,-15.2657,-0.27156,20.1966,-20.6734,5.38811,6.93036,6.51582,0,0,0,1.92461,7.62503,-0.0339684,0,-8.88E-16,-0.145203,0,-1.39E-17,2.384,492,37,3,1,2,False,SARS-CoV-2-BA.1.1-N,CCL7,./best_AF2_and_GDock/SARS-CoV-2-BA.1.1-N_CCL7_relaxed_model_3_multimer_v3_pred_0.pdb,-8.8,3.6E-07
BANAL-20-52-N__CCL7,model_2_multimer_v3_pred_0,0.233424417,0.922647780054075,1.15607219712219,False,A,B,29.0353,5.29777,0.0764997,-3.56246,-3.78399,-11.3467,-0.764209,19.1728,-12.5452,1.67311,6.42317,4.74933,0,0,0,0.156593,3.3139,-0.0508818,0,0,-0.0449424,0,5.55E-17,2.384,495,34,1,0,1,False,BANAL-20-52-N,CCL7,./best_AF2_and_GDock/BANAL-20-52-N_CCL7_relaxed_model_2_multimer_v3_pred_0.pdb,-10.8,1.2E-08
SARS-CoV-2-B.1.1-N__CCL7,model_3_multimer_v3_pred_2,0.196799203,0.943194081375993,1.13999328463742,False,A,B,27.0164,6.89803,0.925583,-2.15436,-3.55563,-12.8764,-0.852595,18.842,-18.0826,6.93098,5.80441,3.11854,0,0,1.08221,3.02905,4.30122,-0.0300367,0,0,-0.329926,0,0,2.384,495,27,3,2,1,False,SARS-CoV-2-B.1.1-N,CCL7,./best_AF2_and_GDock/SARS-CoV-2-B.1.1-N_CCL7_relaxed_model_3_multimer_v3_pred_2.pdb,-9.4,1.2E-07
SARS-CoV-2-BQ.1-N__CCL7,model_3_multimer_v3_pred_1,0.182440812,0.95701811719531,1.139458929053,False,A,B,22.0967,10.4649,10.0194,-3.00929,-4.47311,-19.007,-0.166347,27.6954,-24.1549,10.8663,9.22267,9.74804,0,0,1.36994,2.05831,16.8053,-0.0525495,0,0,-0.0780511,0,5.55E-17,2.384,492,34,8,3,6,False,SARS-CoV-2-BQ.1-N,CCL7,./best_AF2_and_GDock/SARS-CoV-2-BQ.1-N_CCL7_relaxed_model_3_multimer_v3_pred_1.pdb,-10.6,1.6E-08
SARS-CoV-2-BA.4-N__CCL7,model_3_multimer_v3_pred_2,0.217094248,0.900212943580481,1.11730719186403,False,A,B,31.3893,11.808,19.2859,-3.26368,-4.92077,-18.8049,-0.964719,28.711,-24.7314,27.612,9.40415,5.46092,0,0,0,0.813913,10.8171,0.13666,0,0,-0.282445,0,0.115226,2.384,492,54,11,7,4,False,SARS-CoV-2-BA.4-N,CCL7,./best_AF2_and_GDock/SARS-CoV-2-BA.4-N_CCL7_relaxed_model_3_multimer_v3_pred_2.pdb,-12.3,9.7E-10
SARS-CoV-2-WA1-N__CCL7,model_5_multimer_v3_pred_4,0.166337156,0.95221305323089,1.11855020942298,False,A,B,35.1206,6.36635,18.1469,-3.26378,-1.8712,-19.2899,-0.972319,32.0342,-22.4461,14.81,7.73118,10.6635,0,0,0,1.06398,7.05391,-0.0198897,0,0,-0.29279,0,-8.33E-17,2.384,495,44,5,4,1,False,SARS-CoV-2-WA1-N,CCL7,./best_AF2_and_GDock/SARS-CoV-2-WA1-N_CCL7_relaxed_model_5_multimer_v3_pred_4.pdb,-12.9,3.5E-10
OC43-N__CCL7,model_5_multimer_v3_pred_3,0.625787014,0.889803671135759,1.5155906850373,False,A,B,27.7194,5.11912,12.9597,-7.33167,-11.9494,-21.8822,-2.7985,30.7407,-29.0743,30.2792,16.769,7.98121,0,0,0.155084,1.38252,4.12603,-0.0023255,0,8.88E-16,-1.30976,0,2.78E-17,2.384,524,60,3,3,0,False,OC43-N,CCL7,./best_AF2_and_GDock/OC43-N_CCL7_relaxed_model_5_multimer_v3_pred_3.pdb,-10.5,2.1E-08
SARS-CoV-N__CCL7,model_3_multimer_v3_pred_0,0.219088754,0.971461108434314,1.19054986277661,False,A,B,21.7365,7.18842,4.70121,-3.97127,-4.04185,-18.2718,-1.13851,26.3953,-22.6592,11.3167,6.84122,8.57141,0,0,0,1.87643,7.80341,-5.38E-16,0,0,-0.217138,0,5.55E-17,2.384,498,35,7,3,4,False,SARS-CoV-N,CCL7,./best_AF2_and_GDock/SARS-CoV-N_CCL7_relaxed_model_3_multimer_v3_pred_0.pdb,-8.2,9.3E-07
SARS-CoV-2-B.1.351-N__IL-23,model_3_multimer_v3_pred_1,0.4746359,0.872176798872344,1.34681269879881,True,A,B,44.8251,6.74268,23.1816,-0.704522,-1.84907,-18.728,-1.69881,24.1589,-27.362,32.1929,10.0463,3.63473,0,0,0.631038,3.30375,8.28093,0.0444705,0,0,-0.498271,0,0.0101884,2.384,895,51,5,4,2,False,SARS-CoV-2-B.1.351-N,IL-23,./best_AF2_and_GDock/SARS-CoV-2-B.1.351-N_IL-23_relaxed_model_3_multimer_v3_pred_1.pdb,-24.1,2E-18
SARS-CoV-2-B.1.1.7-N__IL-23,model_3_multimer_v3_pred_3,0.476300646,0.97944967712315,1.455750322794,True,A,B,70.5878,10.2577,-1.45505,-5.35978,-10.0591,-49.3431,-3.8155,69.6041,-69.2848,24.5172,23.0775,15.6192,0,0,0.303055,3.48556,22.0784,0.0326044,0,0,-0.246608,0,0.0146244,2.384,895,97,12,7,7,False,SARS-CoV-2-B.1.1.7-N,IL-23,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.7-N_IL-23_relaxed_model_3_multimer_v3_pred_3.pdb,-30.2,6.8E-23
RaTG13-N__IL-23,model_3_multimer_v3_pred_0,0.476409295,0.968392024329633,1.4448013189603,True,A,B,56.1846,9.84025,-0.167079,-6.64129,-11.9598,-36.2582,0.466622,53.7709,-49.0432,10.7186,20.2464,15.504,0,0,0,2.79583,17.6191,-0.0644541,0,0,0.255853,0,0.0415812,2.384,895,74,7,3,5,False,RaTG13-N,IL-23,./best_AF2_and_GDock/RaTG13-N_IL-23_relaxed_model_3_multimer_v3_pred_0.pdb,-28.7,8.7E-22
MERS-CoV-N__IL-23,model_3_multimer_v3_pred_0,0.465869013,0.666851230366849,1.13272024309263,True,A,B,62.7055,6.75594,-0.462639,-0.168047,-0.840193,-7.75505,-0.932423,11.4818,-10.217,0.538817,3.29068,4.00098,0,0,0,0.389196,2.76122,0.00842303,0,0,-0.331899,0,0.0721569,2.384,887,25,0,0,0,False,MERS-CoV-N,IL-23,./best_AF2_and_GDock/MERS-CoV-N_IL-23_relaxed_model_3_multimer_v3_pred_0.pdb,-16.4,1E-12
SARS-CoV-2-B.1.1.529-N__IL-23,model_3_multimer_v3_pred_1,0.474742486,0.956652537099468,1.43139502262761,True,A,B,92.9931,9.24055,-7.29334,-4.49672,-8.20391,-38.8182,-1.64798,56.7027,-54.8536,13.8608,17.7687,10.2275,0,0,0,2.40331,22.7602,-0.0770337,0,0,-0.169429,0,0.0106392,2.384,892,80,11,5,7,False,SARS-CoV-2-B.1.1.529-N,IL-23,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.529-N_IL-23_relaxed_model_3_multimer_v3_pred_1.pdb,-25.6,1.6E-19
SARS-CoV-2-P.1-N__IL-23,model_3_multimer_v3_pred_4,0.478323737,0.958203675873534,1.43652741245103,True,A,B,63.4204,10.8793,-6.17829,-3.07973,-10.7234,-36.5763,-2.67721,54.3112,-49.9495,10.2776,18.8052,11.1128,0,0,0.125772,1.75471,11.2312,0.0416333,0,0,0.367989,0,0.0308448,2.384,895,80,3,2,1,False,SARS-CoV-2-P.1-N,IL-23,./best_AF2_and_GDock/SARS-CoV-2-P.1-N_IL-23_relaxed_model_3_multimer_v3_pred_4.pdb,-28.8,7.8E-22
SARS-CoV-2-B.1.617.2-DeltaA-N__IL-23,model_3_multimer_v3_pred_4,0.474810612,0.962952618876639,1.43776323135681,True,A,B,63.7035,7.35307,-10.6553,-9.20488,-8.45309,-40.8855,-3.3385,58.1016,-56.9297,12.4718,20.9286,14.1848,0,0,1.15885,1.37733,17.3147,0.280191,0,0,-0.39054,0,0.0437457,2.384,895,89,9,4,5,False,SARS-CoV-2-B.1.617.2-DeltaA-N,IL-23,./best_AF2_and_GDock/SARS-CoV-2-B.1.617.2-DeltaA-N_IL-23_relaxed_model_3_multimer_v3_pred_4.pdb,-27.3,8.7E-21
SARS-CoV-2-BA.2-N__IL-23,model_3_multimer_v3_pred_0,0.480411843,0.971180471999762,1.45159231523069,True,A,B,61.1229,5.31691,-6.21719,-3.60646,-4.05926,-36.3706,-0.38388,48.292,-54.8577,14.0959,17.2261,11.4254,0,0,0,1.55876,12.2358,-0.0051053,0,0,0.427271,0,0.040482,2.384,892,80,4,3,1,False,SARS-CoV-2-BA.2-N,IL-23,./best_AF2_and_GDock/SARS-CoV-2-BA.2-N_IL-23_relaxed_model_3_multimer_v3_pred_0.pdb,-29.7,1.7E-22
